fips,date,cases,deaths
13071,148,434,14
13073,148,237,7
13077,148,397,8
13081,148,226,7
13089,148,3573,111
13095,148,1784,144
13097,148,521,24
13099,148,239,30
13113,148,235,13
13115,148,253,15
13117,148,502,13
13121,148,4309,214
13135,148,3480,126
13137,148,511,19
13139,148,2422,42
13151,148,672,22
13153,148,362,16
13177,148,363,23
13185,148,268,4
13205,148,412,32
13215,148,587,17
13217,148,341,11
13223,148,305,11
13245,148,563,20
13247,148,276,9
13255,148,264,20
13261,148,460,41
13273,148,215,26
13275,148,324,31
13277,148,238,15
13285,148,268,10
13293,148,280,34
13297,148,242,12
13299,148,223,14
13313,148,311,7
13321,148,209,20
15003,148,414,11
16001,148,800,22
16013,148,512,5
16027,148,291,6
16083,148,404,23
17007,148,410,16
17019,148,583,7
17031,148,74521,3455
17037,148,352,3
17043,148,7369,347
17077,148,242,10
17089,148,6000,163
17091,148,1124,53
17093,148,769,22
17097,148,7845,270
17119,148,551,58
17111,148,1475,69
17113,148,215,13
17141,148,204,3
17157,148,264,4
17161,148,686,26
17167,148,343,30
17163,148,1117,83
17197,148,5301,264
17201,148,2001,54
18003,148,1361,74
18005,148,490,37
18011,148,312,38
18017,148,1588,8
18019,148,478,48
18023,148,223,2
18031,148,235,34
18035,148,360,37
18039,148,1076,30
18043,148,317,41
18053,148,244,23
18057,148,1136,96
18059,148,327,28
18063,148,1155,80
18067,148,380,22
18071,148,372,2
18081,148,1119,111
18091,148,416,23
18089,148,3378,182
18095,148,591,68
18097,148,9471,584
18107,148,234,17
18109,148,278,26
18127,148,502,22
18145,148,472,29
18141,148,1227,39
18157,148,382,3
18163,148,256,2
18177,148,221,5
18181,148,228,8
19013,148,1713,43
19021,148,688,0
19047,148,488,2
19049,148,874,17
19061,148,331,16
19099,148,258,16
19103,148,607,8
19113,148,940,76
19115,148,336,10
19127,148,881,15
19139,148,549,41
19153,148,3890,115
19155,148,228,7
19163,148,348,10
19167,148,212,0
19171,148,400,26
19179,148,540,4
19193,148,2668,31
20055,148,1458,8
20057,148,1628,2
20091,148,788,62
20103,148,1074,7
20111,148,393,3
20173,148,564,21
20175,148,849,2
20177,148,272,7
20209,148,1332,71
21015,148,429,17
21031,148,226,6
21059,148,312,6
21067,148,650,13
21107,148,220,30
21111,148,2427,157
21117,148,543,33
21177,148,485,7
21227,148,950,5
22001,148,397,18
22005,148,805,55
22007,148,245,12
22015,148,402,25
22017,148,2427,175
22019,148,581,44
22031,148,241,17
22033,148,3491,230
22041,148,310,10
22045,148,403,37
22047,148,559,40
22051,148,7394,438
22055,148,689,23
22057,148,781,71
22063,148,403,27
22071,148,7045,504
22073,148,1150,37
22075,148,201,17
22079,148,679,23
22087,148,531,22
22089,148,631,44
22093,148,293,25
22095,148,849,77
22097,148,252,52
22099,148,292,22
22101,148,308,29
22103,148,1687,156
22105,148,826,33
22109,148,647,48
22111,148,303,17
22117,148,407,37
22125,148,205,12
23001,148,252,2
23005,148,1065,43
23031,148,365,9
24003,148,3457,163
24005,148,5578,320
24510,148,5062,236
24009,148,316,18
24011,148,243,0
24013,148,821,86
24015,148,354,21
24017,148,1009,71
24021,148,1793,103
24025,148,804,49
24027,148,1764,54
24031,148,10504,572
24033,148,14627,520
24037,148,400,16
24043,148,418,12
24045,148,910,25
25001,148,1286,111
25003,148,539,40
25005,148,6779,390
25009,148,13778,878
25011,148,317,47
25013,148,5845,554
25015,148,843,82
25017,148,20706,1549
25021,148,7880,794
25023,148,7656,530
25025,148,17596,850
25027,148,10647,716
26005,148,211,6
26017,148,294,22
26021,148,600,48
26023,148,898,24
26025,148,351,22
26049,148,1971,247
26065,148,717,25
26075,148,1495,45
26077,148,814,51
26081,148,3458,76
26087,148,477,36
26091,148,874,7
26093,148,399,27
26099,148,6670,789
26115,148,464,19
26121,148,606,33
26125,148,8260,961
26139,148,715,31
26145,148,1003,107
26155,148,237,26
26147,148,431,37
26161,148,1688,104
26163,148,20022,2408
27003,148,1262,59
27027,148,406,25
27037,148,1182,44
27053,148,7540,565
27067,148,475,1
27099,148,216,1
27105,148,1488,3
27109,148,575,10
27123,148,2610,103
27131,148,411,2
27139,148,379,2
27141,148,219,2
27145,148,1984,12
27153,148,296,0
27163,148,562,30
27171,148,269,1
28007,148,277,15
28029,148,285,4
28033,148,493,6
28035,148,511,37
28047,148,245,7
28049,148,920,24
28051,148,373,24
28059,148,300,13
28067,148,525,19
28073,148,227,5
28075,148,699,57
28079,148,395,12
28083,148,250,30
28085,148,250,22
28089,148,687,21
28095,148,253,24
28099,148,565,34
28101,148,250,4
28109,148,207,31
28113,148,202,11
28121,148,373,6
28123,148,623,10
28163,148,223,3
29021,148,662,2
29095,148,540,16
29099,148,345,16
29195,148,267,0
29183,148,755,55
29189,148,4656,389
29510,148,1884,117
31001,148,264,11
31037,148,604,3
31043,148,1649,23
31047,148,827,7
31053,148,407,1
31055,148,3597,33
31079,148,1482,42
31109,148,1120,9
31119,148,316,4
31141,148,547,1
31151,148,491,1
31153,148,503,3
32003,148,6287,336
32031,148,1485,55
33011,148,2183,124
33013,148,327,13
33015,148,1254,69
33017,148,261,13
34001,148,2087,155
34003,148,18023,1547
34005,148,4432,275
34007,148,6227,313
34009,148,592,48
34011,148,2098,65
34013,148,17338,1624
34015,148,2130,140
34017,148,18132,1158
34019,148,973,57
34021,148,6592,458
34023,148,15547,964
34025,148,7961,575
34027,148,6289,600
34029,148,8514,704
34031,148,15873,899
34033,148,579,32
34035,148,4505,408
34037,148,1095,146
34039,148,15324,1042
34041,148,1145,129
35001,148,1383,69
35013,148,450,2
35031,148,2270,97
35045,148,1642,113
35043,148,551,26
36001,148,1796,141
36007,148,528,46
36021,148,380,37
36027,148,3847,145
36029,148,5810,504
36039,148,231,5
36053,148,310,4
36055,148,2792,208
36059,148,40034,2604
36063,148,972,48
36065,148,929,47
36067,148,2033,121
36071,148,10307,370
36073,148,210,24
36079,148,1227,59
36083,148,466,32
36087,148,13047,455
36091,148,465,4
36093,148,673,29
36101,148,241,18
36103,148,39258,1910
36105,148,1340,27
36111,148,1645,45
36113,148,252,28
36115,148,228,11
36119,148,33185,1476
37001,148,282,21
37021,148,279,16
37023,148,337,14
37025,148,449,21
37037,148,588,26
37047,148,304,22
37051,148,600,16
37057,148,361,11
37061,148,707,12
37063,148,1359,45
37067,148,1022,9
37071,148,250,7
37077,148,258,8
37081,148,1143,54
37085,148,278,21
37089,148,324,46
37093,148,214,1
37097,148,236,5
37101,148,365,20
37105,148,376,3
37119,148,3478,80
37135,148,314,40
37147,148,267,2
37151,148,624,12
37155,148,737,21
37159,148,613,34
37163,148,408,1
37179,148,417,18
37181,148,266,19
37183,148,1523,36
37191,148,1045,20
37193,148,483,3
37195,148,325,9
38017,148,1596,45
38035,148,327,3
39003,148,201,32
39007,148,316,33
39013,148,403,12
39017,148,826,26
39023,148,231,6
39029,148,682,50
39035,148,4137,224
39041,148,302,13
39045,148,248,4
39049,148,5486,243
39055,148,261,29
39061,148,2523,131
39085,148,287,12
39089,148,218,11
39093,148,659,59
39095,148,2162,233
39099,148,1367,173
39101,148,2628,23
39103,148,310,20
39107,148,201,4
39109,148,351,30
39113,148,617,16
39129,148,2046,35
39133,148,313,57
39151,148,700,91
39153,148,1315,160
39155,148,544,47
39157,148,326,4
39165,148,344,19
39169,148,256,50
39173,148,280,45
40027,148,494,37
40031,148,274,3
40109,148,1227,58
40139,148,902,5
40143,148,958,49
40147,148,314,35
41005,148,300,10
41047,148,920,25
41051,148,1093,58
41067,148,703,17
42001,148,236,7
42003,148,1828,160
42007,148,570,72
42011,148,3952,301
42017,148,4930,473
42019,148,222,12
42025,148,232,22
42029,148,2545,260
42037,148,346,31
42041,148,611,47
42043,148,1174,66
42045,148,6341,536
42049,148,235,4
42055,148,756,30
42061,148,228,2
42069,148,1511,159
42071,148,3031,285
42075,148,936,31
42077,148,3699,215
42079,148,2677,138
42089,148,1310,100
42091,148,6738,662
42095,148,2958,203
42101,148,21975,1262
42103,148,476,18
42107,148,601,28
42129,148,442,38
42133,148,956,22
44001,148,223,11
44003,148,1032,68
44005,148,235,4
44007,148,10874,518
44009,148,493,51
45007,148,222,8
45013,148,346,14
45015,148,219,15
45019,148,576,12
45027,148,295,38
45031,148,260,8
45041,148,612,34
45045,148,1364,55
45051,148,392,24
45055,148,312,14
45061,148,208,15
45063,148,581,33
45079,148,1405,66
45083,148,529,19
45085,148,357,18
45089,148,226,11
45091,148,363,6
46013,148,261,1
46083,148,236,0
46099,148,3300,45
47003,148,270,4
47007,148,608,1
47037,148,5068,60
47065,148,772,15
47093,148,376,5
47095,148,413,0
47125,148,258,3
47141,148,428,5
47147,148,426,2
47149,148,1090,22
47157,148,4615,105
47165,148,843,45
47167,148,428,3
47169,148,1392,4
47187,148,532,10
47189,148,382,8
48027,148,329,3
48029,148,2537,70
48039,148,861,12
48041,148,455,19
48061,148,711,33
48085,148,1217,33
48099,148,227,2
48113,148,9385,221
48121,148,1285,30
48141,148,2461,68
48139,148,290,13
48157,148,1766,41
48167,148,779,32
48181,148,310,2
48183,148,248,6
48201,148,11542,223
48203,148,236,25
48209,148,297,3
48215,148,537,10
48245,148,506,27
48303,148,677,50
48339,148,926,26
48341,148,518,13
48347,148,261,17
48355,148,268,3
48375,148,2266,27
48381,148,655,6
48439,148,5190,155
48441,148,325,5
48449,148,366,2
48453,148,3057,91
48471,148,716,27
48479,148,521,19
48491,148,588,22
49011,148,424,2
49035,148,4682,71
49037,148,272,5
49043,148,407,0
49049,148,1753,15
49051,148,258,1
49053,148,283,0
49057,148,263,5
50007,148,446,38
51001,148,780,12
51510,148,1824,42
51013,148,1988,109
51029,148,445,3
51550,148,472,14
51041,148,1263,32
51047,148,645,5
51059,148,10069,364
51061,148,302,5
51069,148,296,4
51085,148,309,22
51660,148,746,21
51087,148,1579,119
51107,148,2274,53
51685,148,280,6
51683,148,966,10
51117,148,212,21
51700,148,254,10
51710,148,451,6
51131,148,225,18
51139,148,208,21
51740,148,282,11
51153,148,5074,99
51159,148,275,4
51760,148,1112,21
51165,148,483,6
51171,148,394,17
51177,148,474,6
51179,148,657,4
51800,148,308,31
51810,148,646,22
53005,148,899,64
53007,148,244,7
53011,148,533,25
53021,148,661,20
53025,148,238,3
53033,148,7933,561
53053,148,2159,76
53057,148,428,15
53061,148,3318,145
53063,148,530,31
53073,148,380,36
53077,148,3252,91
54003,148,297,6
54039,148,216,17
55009,148,2285,33
55025,148,655,27
55059,148,1033,24
55079,148,6848,282
55101,148,1579,28
55105,148,588,18
55127,148,363,16
55131,148,212,4
55133,148,593,28
56013,148,255,6
01001,149,205,3
01003,149,281,9
01013,149,392,13
01017,149,349,24
01031,149,224,1
01047,149,244,3
01049,149,241,3
01051,149,313,7
01055,149,244,11
01059,149,514,7
01073,149,1712,100
01081,149,533,32
01085,149,222,10
01089,149,318,4
01095,149,668,9
01097,149,2124,112
01101,149,1541,34
01103,149,231,1
01117,149,484,19
01119,149,213,6
01123,149,418,64
01125,149,678,13
01127,149,299,1
02020,149,214,4
04001,149,1290,28
04005,149,1078,79
04013,149,8896,403
04015,149,350,42
04017,149,1678,58
04019,149,2167,186
04021,149,788,37
04023,149,225,0
04025,149,294,6
04027,149,822,11
05007,149,428,0
05031,149,203,0
05035,149,318,9
05069,149,515,24
05079,149,975,9
05119,149,830,31
05123,149,660,1
05143,149,352,6
06001,149,3118,97
06013,149,1384,37
06019,149,1658,32
06025,149,1545,25
06029,149,2017,37
06031,149,704,3
06037,149,49774,2241
06041,149,439,14
06047,149,280,7
06053,149,469,8
06059,149,5849,142
06065,149,7341,320
06067,149,1348,57
06071,149,4914,190
06073,149,7163,297
06075,149,2440,40
06077,149,842,35
06079,149,268,1
06081,149,2045,82
06083,149,1629,12
06085,149,2701,142
06087,149,205,3
06095,149,514,22
06097,149,531,4
06099,149,683,28
06107,149,1835,80
06111,149,1065,32
06113,149,207,23
08001,149,3070,118
08005,149,4201,301
08013,149,956,63
08014,149,227,26
08031,149,5434,324
08035,149,699,45
08037,149,584,8
08041,149,1636,89
08059,149,2123,164
08069,149,567,27
08075,149,585,3
08087,149,620,42
08101,149,278,15
08117,149,213,2
08123,149,2444,129
09001,149,15353,1246
09003,149,10078,1208
09005,149,1366,128
09007,149,1082,144
09009,149,11198,946
09011,149,1067,83
09013,149,822,57
09015,149,375,14
10001,149,1392,61
10003,149,3575,155
10005,149,4151,129
11001,149,8492,453
12001,149,372,7
12009,149,401,12
12011,149,6870,307
12015,149,438,61
12019,149,369,28
12021,149,1401,49
12031,149,1523,46
12033,149,784,29
12039,149,267,1
12047,149,209,0
12051,149,354,13
12057,149,2019,76
12063,149,241,0
12069,149,280,15
12071,149,1801,100
12073,149,378,6
12077,149,209,0
12081,149,1007,95
12083,149,241,5
12085,149,557,9
12086,149,17395,669
12095,149,1901,39
12097,149,674,19
12099,149,5539,327
12101,149,375,13
12103,149,1218,80
12105,149,939,54
12113,149,237,9
12115,149,611,77
12117,149,474,12
12109,149,247,5
12111,149,424,30
12119,149,253,17
12127,149,709,37
13009,149,342,26
13013,149,321,13
13015,149,469,38
13021,149,444,25
13035,149,223,22
13045,149,516,25
13051,149,477,24
13057,149,869,32
13059,149,270,13
13063,149,1204,45
13067,149,2948,168
13069,149,261,15
13071,149,461,14
13073,149,243,7
13077,149,403,8
13081,149,228,7
13089,149,3635,112
13095,149,1764,144
13097,149,528,24
13099,149,238,30
13113,149,231,13
13115,149,258,15
13117,149,507,12
13121,149,4367,224
13135,149,3619,127
13137,149,514,20
13139,149,2450,46
13151,149,672,22
13153,149,363,16
13177,149,361,22
13185,149,283,4
13205,149,409,32
13215,149,593,17
13217,149,344,11
13223,149,309,11
13245,149,576,22
13247,149,278,8
13255,149,267,21
13261,149,466,41
13273,149,213,26
13275,149,324,31
13277,149,247,16
13285,149,283,10
13293,149,280,34
13297,149,246,12
13299,149,225,14
13313,149,322,7
13321,149,208,21
15003,149,417,11
16001,149,803,22
16013,149,512,5
16027,149,294,6
16083,149,410,23
17007,149,424,16
17019,149,596,7
17031,149,75306,3519
17037,149,388,4
17043,149,7479,351
17077,149,256,10
17089,149,6145,167
17091,149,1137,53
17093,149,781,22
17097,149,7933,281
17119,149,558,58
17111,149,1488,70
17113,149,216,13
17141,149,208,3
17157,149,267,4
17161,149,686,26
17167,149,349,30
17163,149,1167,92
17197,149,5356,268
17201,149,2091,58
18003,149,1427,74
18005,149,495,37
18011,149,324,38
18017,149,1591,8
18019,149,486,48
18023,149,223,2
18031,149,236,34
18035,149,377,37
18039,149,1107,30
18043,149,319,41
18053,149,247,23
18057,149,1146,98
18059,149,331,28
18063,149,1162,81
18067,149,382,26
18071,149,376,2
18081,149,1121,113
18091,149,421,22
18089,149,3525,187
18095,149,593,68
18097,149,9626,596
18107,149,235,17
18109,149,285,26
18113,149,206,22
18127,149,512,23
18145,149,522,30
18141,149,1230,39
18157,149,384,3
18163,149,262,2
18177,149,221,6
18181,149,230,8
19013,149,1724,43
19021,149,707,0
19047,149,495,2
19049,149,879,17
19061,149,338,18
19099,149,260,16
19103,149,607,8
19113,149,942,76
19115,149,342,10
19127,149,884,16
19139,149,549,41
19153,149,3959,119
19155,149,234,8
19163,149,355,10
19167,149,213,0
19171,149,400,26
19179,149,548,7
19193,149,2678,33
20055,149,1466,8
20057,149,1628,2
20091,149,788,62
20103,149,1074,7
20111,149,398,3
20173,149,573,21
20175,149,849,2
20177,149,272,7
20209,149,1365,73
21015,149,435,17
21031,149,227,7
21059,149,313,6
21067,149,673,13
21107,149,222,30
21111,149,2485,159
21117,149,547,33
21177,149,485,7
21227,149,989,6
22001,149,401,22
22005,149,810,56
22007,149,248,13
22015,149,406,25
22017,149,2480,180
22019,149,588,45
22031,149,242,17
22033,149,3526,233
22041,149,311,10
22045,149,404,37
22047,149,563,41
22051,149,7424,441
22055,149,695,25
22057,149,789,71
22063,149,408,27
22071,149,7067,505
22073,149,1166,40
22075,149,201,17
22079,149,703,23
22087,149,534,22
22089,149,633,44
22093,149,294,25
22095,149,850,78
22097,149,252,54
22099,149,293,22
22101,149,309,29
22103,149,1703,156
22105,149,831,34
22109,149,653,48
22111,149,306,17
22117,149,410,38
22125,149,205,12
23001,149,264,2
23005,149,1092,46
23031,149,370,9
24003,149,3565,163
24005,149,5693,323
24510,149,5211,240
24009,149,321,17
24011,149,245,0
24013,149,843,85
24015,149,356,22
24017,149,1028,72
24021,149,1831,104
24025,149,830,49
24027,149,1819,56
24031,149,10791,581
24033,149,15042,530
24037,149,417,19
24043,149,423,12
24045,149,919,27
25001,149,1295,115
25003,149,539,40
25005,149,6852,399
25009,149,13899,895
25011,149,319,47
25013,149,5878,562
25015,149,845,83
25017,149,20857,1564
25021,149,7919,799
25023,149,7724,539
25025,149,17698,852
25027,149,10713,738
26005,149,214,6
26017,149,296,22
26021,149,606,49
26023,149,902,24
26025,149,357,22
26049,149,1983,249
26065,149,729,25
26075,149,1502,46
26077,149,820,54
26081,149,3544,79
26087,149,477,36
26091,149,877,7
26093,149,399,27
26099,149,6698,792
26115,149,468,19
26121,149,619,36
26125,149,8281,971
26139,149,744,31
26145,149,1014,108
26155,149,239,26
26147,149,438,37
26161,149,1698,107
26163,149,20082,2412
27003,149,1289,63
27027,149,416,25
27037,149,1202,49
27053,149,7695,581
27067,149,476,1
27099,149,231,1
27105,149,1496,3
27109,149,582,10
27123,149,2698,110
27131,149,423,2
27139,149,383,2
27141,149,222,2
27145,149,1995,12
27153,149,296,0
27163,149,576,30
27171,149,280,1
28007,149,284,15
28029,149,290,4
28033,149,503,6
28035,149,523,38
28047,149,247,7
28049,149,959,24
28051,149,385,24
28059,149,303,13
28067,149,566,22
28073,149,231,5
28075,149,713,58
28079,149,400,12
28083,149,251,30
28085,149,250,24
28089,149,694,22
28095,149,252,25
28099,149,589,37
28101,149,256,4
28109,149,206,31
28113,149,203,11
28121,149,385,6
28123,149,630,10
28163,149,227,4
29021,149,677,2
29095,149,554,17
29099,149,348,16
29195,149,267,2
29183,149,763,55
29189,149,4704,395
29510,149,1906,118
31001,149,265,11
31037,149,609,4
31043,149,1651,23
31047,149,833,7
31053,149,413,1
31055,149,3783,34
31079,149,1482,42
31109,149,1140,9
31119,149,316,4
31141,149,549,1
31151,149,495,1
31153,149,531,3
32003,149,6352,342
32031,149,1514,55
33011,149,2254,132
33013,149,331,13
33015,149,1277,70
33017,149,263,13
34001,149,2120,156
34003,149,18158,1553
34005,149,4476,277
34007,149,6292,318
34009,149,602,48
34011,149,2146,65
34013,149,17450,1628
34015,149,2165,143
34017,149,18226,1161
34019,149,974,58
34021,149,6670,462
34023,149,15633,968
34025,149,8012,578
34027,149,6354,605
34029,149,8577,711
34031,149,15959,903
34033,149,592,34
34035,149,4522,410
34037,149,1104,147
34039,149,15475,1047
34041,149,1146,129
35001,149,1434,70
35013,149,453,2
35031,149,2291,100
35045,149,1662,114
35043,149,556,26
36001,149,1814,142
36007,149,545,46
36021,149,380,37
36027,149,3867,146
36029,149,5886,514
36039,149,236,5
36053,149,310,4
36055,149,2825,210
36059,149,40140,2608
36063,149,984,50
36065,149,959,52
36067,149,2054,123
36069,149,201,16
36071,149,10340,374
36073,149,212,24
36079,149,1236,59
36083,149,469,32
36087,149,13076,457
36091,149,468,4
36093,149,676,29
36089,149,201,2
36101,149,241,18
36103,149,39359,1920
36105,149,1351,27
36111,149,1658,45
36113,149,253,28
36115,149,231,11
36119,149,33292,1481
37001,149,293,21
37021,149,303,18
37023,149,338,14
37025,149,455,21
37037,149,595,26
37047,149,314,24
37051,149,622,16
37057,149,368,12
37061,149,719,12
37063,149,1411,46
37067,149,1081,9
37071,149,251,7
37077,149,269,8
37081,149,1173,56
37085,149,281,24
37089,149,326,46
37093,149,222,1
37097,149,239,5
37101,149,408,21
37105,149,396,3
37119,149,3605,85
37135,149,320,40
37147,149,273,2
37151,149,639,12
37155,149,786,22
37159,149,620,37
37163,149,412,4
37179,149,417,18
37181,149,297,19
37183,149,1604,36
37191,149,1054,20
37193,149,486,4
37195,149,331,10
38017,149,1632,46
38035,149,328,3
39003,149,206,32
39007,149,324,34
39013,149,412,12
39017,149,847,28
39023,149,234,5
39025,149,202,5
39029,149,684,51
39035,149,4211,226
39041,149,310,13
39045,149,251,5
39049,149,5566,253
39055,149,272,31
39061,149,2555,135
39085,149,290,12
39089,149,222,10
39093,149,667,59
39095,149,2178,240
39099,149,1397,173
39101,149,2642,25
39103,149,313,22
39107,149,201,6
39109,149,352,30
39113,149,637,17
39129,149,2048,36
39133,149,318,57
39151,149,705,91
39153,149,1335,172
39155,149,551,47
39157,149,337,3
39165,149,351,19
39169,149,260,49
39173,149,282,46
40027,149,496,37
40031,149,278,3
40109,149,1241,59
40139,149,904,5
40143,149,960,49
40147,149,314,35
41005,149,304,11
41047,149,931,25
41051,149,1103,59
41067,149,715,17
42001,149,240,7
42003,149,1851,161
42007,149,579,72
42011,149,3973,308
42017,149,4966,486
42019,149,226,12
42025,149,232,22
42029,149,2595,270
42037,149,346,31
42041,149,618,47
42043,149,1212,71
42045,149,6389,544
42049,149,242,4
42055,149,759,31
42061,149,228,2
42069,149,1516,163
42071,149,3056,291
42075,149,944,33
42077,149,3719,218
42079,149,2689,139
42089,149,1311,101
42091,149,6811,675
42095,149,3022,206
42101,149,22150,1282
42103,149,476,18
42107,149,606,31
42129,149,443,38
42133,149,970,25
44001,149,222,11
44003,149,1038,68
44005,149,237,4
44007,149,10968,518
44009,149,496,51
45007,149,226,8
45013,149,351,14
45015,149,224,15
45019,149,578,12
45027,149,296,38
45031,149,262,8
45041,149,622,34
45045,149,1382,56
45051,149,395,24
45055,149,317,14
45061,149,209,15
45063,149,589,33
45079,149,1432,66
45083,149,534,19
45085,149,359,18
45089,149,227,11
45091,149,371,7
46013,149,266,1
46083,149,237,0
46099,149,3317,45
47003,149,274,4
47007,149,608,1
47037,149,5147,60
47065,149,843,15
47093,149,377,5
47095,149,413,0
47125,149,261,3
47141,149,461,5
47147,149,441,2
47149,149,1116,22
47157,149,4718,107
47165,149,852,45
47167,149,430,3
47169,149,1393,4
47187,149,533,10
47189,149,387,8
48005,149,201,4
48027,149,335,3
48029,149,2595,71
48039,149,882,12
48041,149,463,19
48061,149,731,33
48085,149,1236,33
48099,149,227,2
48113,149,9587,222
48121,149,1318,30
48141,149,2569,72
48139,149,305,13
48157,149,1783,41
48167,149,788,32
48181,149,316,2
48183,149,249,6
48201,149,11770,224
48203,149,239,25
48209,149,314,3
48215,149,548,10
48245,149,518,27
48253,149,323,0
48257,149,203,2
48303,149,680,50
48339,149,940,26
48341,149,565,13
48347,149,271,20
48355,149,268,3
48375,149,2276,28
48381,149,658,6
48423,149,202,4
48439,149,5294,158
48441,149,326,5
48449,149,443,2
48453,149,3124,92
48471,149,869,27
48479,149,524,19
48491,149,596,23
49011,149,435,2
49035,149,4806,71
49037,149,283,5
49043,149,409,0
49049,149,1777,17
49051,149,259,1
49053,149,304,0
49057,149,272,5
50007,149,449,39
51001,149,807,12
51510,149,1887,44
51013,149,2039,109
51029,149,453,3
51550,149,481,14
51041,149,1331,36
51047,149,656,5
51059,149,10503,371
51061,149,303,6
51069,149,319,4
51085,149,316,24
51660,149,757,23
51087,149,1624,131
51095,149,202,15
51107,149,2318,63
51685,149,281,6
51683,149,971,10
51117,149,214,21
51700,149,257,10
51710,149,452,6
51131,149,227,20
51139,149,213,21
51740,149,284,11
51153,149,5157,101
51159,149,275,4
51760,149,1133,21
51165,149,490,6
51171,149,414,20
51177,149,487,6
51179,149,672,4
51800,149,308,31
51810,149,662,22
53005,149,910,65
53007,149,246,7
53011,149,548,25
53021,149,668,20
53025,149,238,3
53033,149,7988,564
53053,149,2179,78
53057,149,428,15
53061,149,3323,147
53063,149,544,31
53073,149,383,36
53077,149,3380,93
54003,149,298,6
54039,149,218,17
55009,149,2300,34
55025,149,686,27
55059,149,1088,25
55079,149,7182,285
55087,149,204,8
55101,149,1605,33
55105,149,607,18
55127,149,372,16
55131,149,233,4
55133,149,650,28
55139,149,205,3
56013,149,261,6
01001,150,212,3
01003,150,282,9
01011,150,201,4
01013,150,396,16
01017,150,352,24
01031,150,226,1
01047,150,255,3
01049,150,243,3
01051,150,323,7
01055,150,247,11
01059,150,540,7
01069,150,204,4
01073,150,1744,102
01081,150,536,32
01085,150,227,11
01089,150,324,4
01095,150,681,9
01097,150,2162,114
01101,150,1590,38
01103,150,244,1
01117,150,497,19
01119,150,216,6
01123,150,422,64
01125,150,720,14
01127,150,330,2
02020,150,216,4
04001,150,1414,34
04005,150,1104,81
04013,150,9112,419
04015,150,369,42
04017,150,1752,58
04019,150,2234,185
04021,150,814,39
04023,150,262,0
04025,150,295,6
04027,150,929,13
05007,150,468,1
05031,150,206,0
05035,150,341,9
05069,150,516,25
05079,150,975,9
05119,150,846,34
05123,150,664,1
05143,150,410,7
06001,150,3216,102
06013,150,1404,37
06019,150,1714,35
06025,150,1634,26
06029,150,2086,37
06031,150,714,3
06037,150,51562,2290
06041,150,450,14
06047,150,283,7
06053,150,477,10
06059,150,6045,145
06065,150,7486,331
06067,150,1372,57
06071,150,5034,199
06073,150,7303,307
06075,150,2476,41
06077,150,858,35
06079,150,269,1
06081,150,2070,84
06083,150,1642,12
06085,150,2707,142
06087,150,205,3
06095,150,522,22
06097,150,548,4
06099,150,699,28
06107,150,1844,84
06111,150,1083,33
06113,150,210,24
08001,150,3142,120
08005,150,4254,304
08013,150,964,63
08014,150,232,26
08031,150,5569,326
08035,150,705,45
08037,150,586,8
08041,150,1674,89
08059,150,2171,169
08069,150,570,27
08075,150,601,3
08087,150,623,42
08101,150,281,16
08117,150,219,2
08123,150,2472,130
09001,150,15409,1257
09003,150,10146,1222
09005,150,1375,130
09007,150,1090,146
09009,150,11241,957
09011,150,1068,85
09013,150,827,57
09015,150,380,14
10001,150,1401,62
10003,150,3629,163
10005,150,4155,131
11001,150,8538,460
12001,150,378,7
12009,150,409,12
12011,150,6975,308
12015,150,446,62
12019,150,374,28
12021,150,1454,49
12031,150,1561,47
12033,150,791,33
12039,150,268,2
12047,150,221,0
12051,150,387,14
12057,150,2069,79
12063,150,248,1
12069,150,291,15
12071,150,1846,101
12073,150,400,6
12077,150,213,0
12081,150,1022,96
12083,150,243,6
12085,150,601,9
12086,150,17640,685
12091,150,206,6
12095,150,1944,40
12097,150,688,19
12099,150,5763,335
12101,150,377,13
12103,150,1238,82
12105,150,977,55
12113,150,240,9
12115,150,622,77
12117,150,481,12
12109,150,252,6
12111,150,449,30
12119,150,253,17
12127,150,725,37
13009,150,348,26
13013,150,325,13
13015,150,477,38
13021,150,451,27
13035,150,229,22
13045,150,517,24
13051,150,491,24
13057,150,885,32
13059,150,279,13
13063,150,1217,45
13067,150,2987,170
13069,150,265,15
13071,150,459,14
13073,150,248,7
13077,150,414,8
13081,150,231,7
13089,150,3718,112
13095,150,1763,144
13097,150,539,24
13099,150,238,31
13113,150,234,13
13115,150,260,15
13117,150,512,12
13121,150,4490,229
13135,150,3733,126
13137,150,519,20
13139,150,2465,47
13151,150,686,22
13153,150,364,16
13177,150,361,22
13185,150,298,4
13205,150,408,32
13215,150,602,17
13217,150,351,11
13223,150,320,11
13245,150,595,22
13247,150,283,8
13255,150,275,21
13261,150,476,42
13273,150,213,26
13275,150,324,31
13277,150,255,17
13285,150,292,10
13293,150,280,34
13297,150,261,12
13299,150,228,14
13313,150,331,7
13321,150,209,21
15003,150,419,11
16001,150,805,22
16013,150,512,5
16027,150,300,6
16083,150,416,23
17007,150,428,17
17019,150,617,7
17031,150,76266,3570
17037,150,402,4
17043,150,7564,362
17077,150,268,10
17089,150,6235,170
17091,150,1157,55
17093,150,793,22
17097,150,8063,287
17119,150,569,58
17111,150,1514,71
