fips,date,cases,deaths
22005,119,576,36
22015,119,277,14
22017,119,1497,100
22019,119,377,28
22033,119,1787,125
22045,119,247,18
22047,119,443,27
22051,119,6135,340
22055,119,446,21
22057,119,635,39
22071,119,6380,410
22073,119,651,16
22079,119,255,10
22087,119,452,18
22089,119,554,37
22093,119,240,19
22095,119,758,66
22099,119,226,15
22103,119,1184,104
22105,119,540,21
22109,119,382,31
22117,119,256,18
23005,119,466,24
24003,119,1579,78
24005,119,2644,107
24510,119,1984,90
24013,119,416,44
24017,119,540,39
24021,119,876,48
24025,119,365,13
24027,119,803,18
24031,119,4023,221
24033,119,5507,206
24045,119,340,5
25001,119,820,39
25003,119,430,31
25005,119,3270,155
25009,119,7972,383
25011,119,237,33
25013,119,3546,346
25015,119,509,27
25017,119,13417,731
25021,119,5567,448
25023,119,4744,256
25025,119,12140,469
25027,119,4999,229
26021,119,232,15
26023,119,838,15
26025,119,210,11
26049,119,1533,174
26065,119,426,10
26075,119,678,32
26077,119,327,12
26081,119,1307,33
26093,119,334,19
26099,119,5430,576
26115,119,277,12
26121,119,242,15
26125,119,7012,654
26139,119,210,9
26145,119,610,52
26147,119,309,21
26161,119,1143,60
26163,119,16193,1684
27053,119,1524,193
27105,119,477,1
27109,119,251,6
27123,119,317,22
28033,119,272,4
28049,119,435,7
28059,119,252,6
28075,119,318,19
28089,119,212,7
28123,119,281,0
29095,119,309,12
29099,119,255,3
29183,119,555,34
29189,119,2958,159
29510,119,1054,55
31043,119,629,1
31047,119,410,0
31055,119,518,15
31079,119,933,19
32003,119,3793,186
32031,119,834,29
33011,119,896,31
33015,119,664,15
34001,119,868,35
34003,119,15251,1002
34005,119,2543,106
34007,119,3285,124
34009,119,299,20
34011,119,659,10
34013,119,13190,1090
34015,119,1179,38
34017,119,14309,722
34019,119,573,24
34021,119,3605,212
34023,119,11102,515
34025,119,5826,305
34027,119,5128,377
34029,119,6151,342
34031,119,11755,475
34033,119,219,8
34035,119,3278,242
34037,119,882,97
34039,119,12188,627
34041,119,848,71
35001,119,738,35
35031,119,820,15
35045,119,508,36
35043,119,383,11
36001,119,1009,45
36007,119,266,15
36027,119,2817,66
36029,119,3089,216
36055,119,1371,91
36059,119,35085,2039
36063,119,386,11
36065,119,411,12
36067,119,742,31
36071,119,8389,223
36079,119,932,45
36083,119,250,17
36087,119,11453,359
36091,119,343,3
36093,119,469,25
36101,119,210,11
36103,119,32724,1179
36105,119,769,12
36111,119,1230,5
36119,119,28245,1096
37025,119,258,10
37037,119,274,6
37051,119,218,7
37063,119,702,16
37081,119,318,23
37119,119,1519,43
37135,119,209,14
37159,119,353,21
37179,119,211,9
37183,119,769,15
37191,119,641,10
38017,119,472,12
38035,119,234,0
39017,119,254,5
39029,119,235,21
39035,119,1984,109
39049,119,2090,62
39061,119,1091,58
39093,119,406,20
39095,119,1166,66
39099,119,784,67
39101,119,2191,4
39113,119,266,8
39129,119,1706,7
39133,119,226,35
39151,119,324,36
39153,119,542,43
39155,119,299,27
40027,119,410,28
40109,119,729,29
40143,119,506,32
40147,119,244,18
41005,119,205,7
41047,119,456,17
41051,119,677,40
41067,119,474,11
42003,119,1235,87
42007,119,388,59
42011,119,2605,91
42017,119,2776,178
42029,119,1289,85
42037,119,279,8
42041,119,296,10
42043,119,553,20
42045,119,3514,164
42055,119,237,10
42069,119,854,71
42071,119,1678,164
42075,119,635,8
42077,119,2685,64
42079,119,2078,74
42089,119,1097,48
42091,119,4043,249
42095,119,1970,55
42101,119,13445,516
42103,119,362,12
42107,119,330,7
42129,119,383,30
42133,119,614,13
44003,119,574,2
44007,119,5520,107
44009,119,313,6
45013,119,259,10
45019,119,438,7
45041,119,273,10
45045,119,661,22
45051,119,211,15
45055,119,229,10
45063,119,347,12
45079,119,864,21
45083,119,258,8
45085,119,220,7
46099,119,1939,6
47007,119,589,0
47037,119,2588,25
47093,119,214,5
47149,119,434,10
47157,119,2376,46
47165,119,608,35
47187,119,399,8
47189,119,249,3
48029,119,1307,44
48039,119,476,6
48061,119,376,14
48085,119,692,19
48113,119,3240,94
48121,119,738,20
48141,119,857,14
48157,119,973,24
48167,119,554,24
48201,119,5986,103
48215,119,315,6
48245,119,288,19
48303,119,507,43
48339,119,562,12
48341,119,294,3
48375,119,396,6
48439,119,2088,58
48441,119,277,3
48453,119,1539,42
48479,119,349,15
48491,119,287,7
49011,119,278,2
49035,119,2256,28
49043,119,359,0
49049,119,862,7
50007,119,416,31
51001,119,223,4
51510,119,653,20
51013,119,865,32
51550,119,220,6
51041,119,488,19
51059,119,3278,114
51660,119,406,9
51087,119,835,95
51107,119,688,12
51153,119,1449,20
51760,119,312,14
51165,119,216,1
51179,119,221,2
51810,119,359,12
53005,119,415,39
53011,119,343,21
53021,119,265,7
53033,119,6056,429
53053,119,1494,51
53057,119,309,11
53061,119,2370,106
53063,119,354,20
53073,119,293,28
53077,119,1135,48
55009,119,920,3
55025,119,417,22
55059,119,348,9
55079,119,2722,174
55101,119,308,12
55133,119,321,16
01017,120,293,21
01073,120,881,44
01081,120,386,28
01089,120,224,4
01095,120,316,6
01097,120,1041,53
01101,120,318,6
01117,120,320,11
01123,120,280,18
01125,120,203,1
04001,120,392,5
04005,120,453,42
04013,120,3723,140
04017,120,682,18
04019,120,1215,80
04021,120,387,11
05079,120,814,0
05119,120,503,16
06001,120,1589,59
06013,120,866,25
06019,120,538,7
06025,120,319,8
06029,120,882,6
06037,120,22485,1056
06041,120,235,13
06053,120,206,5
06059,120,2324,44
06065,120,3942,143
06067,120,1068,42
06071,120,1928,89
06073,120,3432,133
06075,120,1490,23
06077,120,540,25
06081,120,1136,48
06083,120,485,8
06085,120,2134,108
06095,120,254,5
06097,120,232,2
06099,120,339,11
06107,120,626,36
06111,120,517,17
08001,120,1490,62
08005,120,2389,140
08013,120,565,39
08031,120,2890,150
08035,120,468,22
08037,120,546,7
08041,120,907,69
08059,120,1314,73
08069,120,348,19
08075,120,270,1
08087,120,358,16
08123,120,1704,93
09001,120,10985,774
09003,120,5388,670
09005,120,919,79
09007,120,631,76
09009,120,7205,493
09011,120,540,35
09013,120,427,36
10001,120,743,25
10003,120,1717,65
10005,120,2169,54
11001,120,4106,205
12001,120,262,2
12009,120,270,8
12011,120,4898,182
12015,120,223,18
12019,120,272,15
12021,120,581,17
12031,120,1007,20
12033,120,496,11
12057,120,1105,23
12069,120,227,11
12071,120,1002,41
12073,120,213,3
12081,120,567,49
12086,120,11926,338
12095,120,1370,32
12097,120,479,7
12099,120,2909,178
12101,120,241,6
12103,120,718,34
12105,120,468,22
12115,120,338,42
12117,120,373,8
12109,120,207,4
12111,120,239,22
12127,120,448,20
13009,120,210,8
13015,120,309,30
13021,120,302,10
13045,120,348,14
13051,120,221,9
13057,120,457,11
13063,120,693,27
13067,120,1581,88
13089,120,1980,46
13095,120,1500,119
13097,120,311,11
13099,120,214,21
13117,120,292,9
13121,120,2785,116
13135,120,1744,55
13137,120,245,7
13139,120,1261,20
13151,120,495,12
13153,120,220,13
13177,120,314,20
13205,120,304,30
13215,120,299,7
13245,120,390,14
13255,120,205,9
13261,120,378,28
13293,120,212,17
15003,120,399,11
16001,120,671,16
16013,120,498,5
16027,120,252,6
17031,120,34880,1516
17043,120,2870,142
17089,120,1412,45
17091,120,326,27
17093,120,255,7
17097,120,3382,128
17119,120,324,19
17111,120,588,33
17161,120,369,9
17163,120,442,29
17197,120,2369,148
17201,120,392,14
18003,120,532,47
18005,120,244,15
18017,120,1127,4
18019,120,289,14
18031,120,205,30
18039,120,281,7
18057,120,752,62
18059,120,215,11
18063,120,671,40
18081,120,570,66
18091,120,209,5
18089,120,1806,88
18095,120,417,56
18097,120,5340,329
18127,120,236,7
18145,120,203,19
18141,120,627,22
19013,120,1082,13
19049,120,258,0
19103,120,453,6
19113,120,652,40
19115,120,269,2
19127,120,459,1
19139,120,329,9
19153,120,905,32
19163,120,222,5
19171,120,264,7
19193,120,728,1
20055,120,270,1
20057,120,601,0
20091,120,454,40
20173,120,366,9
20175,120,460,0
20209,120,632,55
21067,120,246,9
21111,120,1281,90
21117,120,248,20
21227,120,313,1
22005,120,587,38
22015,120,285,15
22017,120,1525,106
22019,120,386,29
22033,120,1830,129
22045,120,248,19
22047,120,448,29
22051,120,6173,340
22055,120,451,20
22057,120,651,44
22071,120,6420,416
22073,120,671,16
22079,120,259,10
22087,120,461,19
22089,120,563,37
22093,120,243,19
22095,120,765,68
22099,120,228,16
22103,120,1205,108
22105,120,549,21
22109,120,389,31
22117,120,261,18
23005,120,472,25
23031,120,203,7
24003,120,1670,83
24005,120,2754,118
24510,120,2021,101
24013,120,421,53
24017,120,552,42
24021,120,899,51
24025,120,378,13
24027,120,832,19
24031,120,4176,242
24033,120,5749,224
24045,120,350,7
25001,120,842,40
25003,120,440,34
25005,120,3429,165
25009,120,8380,425
25011,120,252,35
25013,120,3698,358
25015,120,531,26
25017,120,13799,802
25021,120,5700,484
25023,120,4871,273
25025,120,12539,504
25027,120,5300,253
26021,120,242,15
26023,120,841,15
26025,120,219,11
26049,120,1564,180
26065,120,446,10
26075,120,717,33
26077,120,348,12
26081,120,1397,33
26093,120,343,19
26099,120,5521,602
26115,120,284,12
26121,120,262,16
26125,120,7159,668
26139,120,224,9
26145,120,633,56
26147,120,313,21
26161,120,1159,63
26163,120,16514,1729
27053,120,1633,209
27105,120,615,1
27109,120,256,6
27123,120,332,24
28033,120,277,4
28049,120,450,7
28059,120,255,6
28075,120,334,19
28089,120,224,8
28123,120,296,0
29095,120,313,13
29099,120,256,4
29183,120,560,34
29189,120,3008,159
29510,120,1067,60
31043,120,629,1
31047,120,424,0
31055,120,594,16
31079,120,943,27
31109,120,204,1
32003,120,3891,196
32031,120,848,30
33011,120,931,32
33015,120,670,19
34001,120,908,37
34003,120,15446,1057
34005,120,2606,117
34007,120,3385,136
34009,120,305,21
34011,120,687,10
34013,120,13445,1139
34015,120,1208,40
34017,120,14596,758
34019,120,583,23
34021,120,3725,220
34023,120,11436,531
34025,120,5907,317
34027,120,5213,387
34029,120,6253,367
34031,120,12185,516
34033,120,227,9
34035,120,3372,252
34037,120,900,99
34039,120,12380,653
34041,120,880,81
35001,120,765,35
35031,120,953,16
35045,120,576,38
35043,120,385,13
36001,120,1067,47
36007,120,273,15
36027,120,2881,69
36029,120,3196,220
36055,120,1404,93
36059,120,35505,2077
36063,120,401,11
36065,120,422,14
36067,120,782,33
36071,120,8503,232
36079,120,946,45
36083,120,262,17
36087,120,11586,364
36091,120,346,3
36093,120,479,25
36101,120,214,11
36103,120,33265,1205
36105,120,811,12
36111,120,1252,6
36119,120,28625,1119
37025,120,267,10
37037,120,287,6
37051,120,223,7
37063,120,708,17
37081,120,357,23
37119,120,1567,44
37135,120,217,15
37159,120,366,22
37179,120,228,9
37183,120,788,16
37191,120,645,10
38017,120,492,12
38035,120,251,0
39017,120,261,7
39029,120,247,23
39035,120,2030,110
39049,120,2216,71
39061,120,1150,68
39093,120,418,22
39095,120,1208,114
39099,120,804,81
39101,120,2196,4
39113,120,279,10
39129,120,1722,20
39133,120,230,39
39151,120,333,39
39153,120,584,49
39155,120,305,30
40027,120,417,28
40109,120,743,30
40143,120,522,33
40147,120,248,19
41005,120,206,7
41047,120,474,17
41051,120,696,42
41067,120,481,11
42003,120,1273,86
42007,120,392,65
42011,120,2637,116
42017,120,2907,198
42029,120,1339,102
42037,120,283,14
42041,120,324,15
42043,120,558,21
42045,120,3672,224
42055,120,264,10
42069,120,873,81
42071,120,1703,170
42075,120,648,9
42077,120,2719,72
42079,120,2111,82
42089,120,1111,54
42091,120,4177,329
42095,120,2008,85
42101,120,13445,516
42103,120,369,14
42107,120,343,7
42129,120,386,30
42133,120,624,13
44003,120,598,4
44007,120,5967,132
44009,120,324,11
45013,120,262,11
45019,120,441,7
45027,120,201,17
45041,120,288,13
45045,120,689,34
45051,120,211,15
45055,120,234,10
45063,120,358,14
45079,120,884,30
45083,120,262,9
45085,120,223,11
46099,120,1984,8
47007,120,592,0
47037,120,2618,25
47093,120,221,5
47149,120,448,11
47157,120,2432,46
47165,120,619,37
47187,120,408,9
47189,120,250,4
48029,120,1326,46
48039,120,485,6
48061,120,401,16
48085,120,710,19
48113,120,3352,99
48121,120,748,20
48141,120,887,18
48157,120,1018,24
48167,120,572,24
48201,120,6161,109
48215,120,324,6
48245,120,298,19
48303,120,516,43
48339,120,582,12
48341,120,295,3
48375,120,499,8
48381,120,213,3
48439,120,2149,61
48441,120,291,5
48453,120,1591,44
48471,120,212,2
48479,120,358,16
48491,120,293,8
49011,120,283,2
49035,120,2348,28
49043,120,361,0
49049,120,899,7
50007,120,416,31
51001,120,229,4
51510,120,700,21
51013,120,912,32
51550,120,232,6
51041,120,501,19
51059,120,3448,124
51660,120,411,11
51087,120,846,98
51107,120,727,14
51153,120,1527,22
51760,120,323,14
51165,120,220,1
51179,120,225,2
51810,120,365,12
53005,120,418,41
53011,120,351,21
53021,120,276,8
53033,120,6184,438
53053,120,1519,51
53057,120,322,12
53061,120,2416,106
53063,120,357,20
53073,120,294,28
53077,120,1197,48
55009,120,971,3
55025,120,424,22
55059,120,363,11
55079,120,2815,177
55101,120,317,12
55133,120,329,16
01017,121,291,21
01073,121,886,46
01081,121,391,29
01089,121,227,4
01095,121,317,6
01097,121,1057,55
01101,121,337,6
01117,121,320,12
01123,121,285,18
01125,121,208,1
04001,121,449,6
04005,121,486,42
04013,121,3972,145
04017,121,712,21
04019,121,1241,80
04021,121,397,11
05079,121,814,0
05119,121,518,17
06001,121,1624,63
06013,121,891,27
06019,121,564,7
06025,121,333,8
06029,121,910,7
06037,121,23182,1111
06041,121,237,13
06053,121,213,5
06059,121,2421,45
06065,121,4031,149
06067,121,1077,43
06071,121,2058,93
06073,121,3627,140
06075,121,1502,25
06077,121,543,25
06081,121,1177,50
06083,121,496,8
06085,121,2163,112
06095,121,268,5
06097,121,244,2
06099,121,374,13
06107,121,640,40
06111,121,535,18
08001,121,1585,63
08005,121,2472,141
08013,121,580,40
08031,121,3001,154
08035,121,478,22
08037,121,550,7
08041,121,934,70
08059,121,1338,73
08069,121,363,19
08075,121,282,1
08087,121,372,16
08123,121,1776,95
09001,121,11294,810
09003,121,5601,698
09005,121,963,80
09007,121,657,79
09009,121,7536,512
09011,121,564,36
09013,121,437,36
10001,121,759,26
10003,121,1734,68
10005,121,2216,58
11001,121,4323,224
12001,121,267,5
12009,121,285,8
12011,121,4953,185
12015,121,236,19
12019,121,273,15
12021,121,596,19
12031,121,1012,20
12033,121,506,11
12057,121,1124,23
12069,121,227,12
12071,121,1020,43
12073,121,218,3
12081,121,580,55
12086,121,12063,352
12095,121,1384,33
12097,121,478,7
12099,121,2961,186
12101,121,249,7
12103,121,729,37
12105,121,483,23
12115,121,352,42
12117,121,379,8
12109,121,208,4
12111,121,247,22
12127,121,452,21
13009,121,215,8
13015,121,315,30
13021,121,306,10
13045,121,358,14
13051,121,226,9
13057,121,467,11
13063,121,716,30
13067,121,1621,94
13089,121,2027,47
13095,121,1506,120
13097,121,319,11
13099,121,213,20
13117,121,299,9
13121,121,2821,118
13135,121,1793,57
13137,121,304,8
13139,121,1346,21
13151,121,492,12
13153,121,222,14
13177,121,319,20
13205,121,310,30
13215,121,303,7
13245,121,406,15
13255,121,210,9
13261,121,381,28
13293,121,217,18
15003,121,399,11
16001,121,681,16
16013,121,498,5
16027,121,255,7
17031,121,36513,1607
17043,121,3081,163
17089,121,1526,48
17091,121,338,28
17093,121,266,7
17097,121,3509,138
17119,121,333,21
17111,121,621,34
17161,121,377,9
17163,121,475,30
17197,121,2492,151
17201,121,442,14
18003,121,565,55
18005,121,253,15
18017,121,1166,3
18019,121,295,16
18031,121,206,31
18039,121,287,7
18057,121,762,64
18059,121,220,11
18063,121,681,42
18081,121,588,67
18091,121,218,5
18089,121,1866,90
18095,121,428,56
18097,121,5576,353
18127,121,243,8
18145,121,217,19
18141,121,640,22
19013,121,1140,13
19049,121,318,0
19103,121,461,6
19113,121,669,43
19115,121,269,2
19127,121,467,2
19139,121,336,14
19153,121,985,35
19163,121,226,6
19171,121,266,7
19193,121,742,1
20055,121,317,1
20057,121,675,0
20091,121,464,40
20103,121,356,4
20111,121,218,1
20173,121,402,9
20175,121,500,0
20209,121,693,55
21067,121,248,9
21111,121,1307,91
21117,121,276,20
21227,121,332,1
22005,121,593,40
22015,121,286,17
22017,121,1540,107
22019,121,389,29
22033,121,1874,137
22045,121,257,21
22047,121,450,30
22051,121,6197,346
22055,121,455,20
22057,121,651,45
22071,121,6452,434
22073,121,706,16
22079,121,265,10
22087,121,464,20
22089,121,570,38
22093,121,246,19
22095,121,768,69
22099,121,232,17
22103,121,1220,110
22105,121,553,22
22109,121,437,32
22117,121,262,18
23005,121,486,26
23031,121,205,7
24003,121,1733,91
24005,121,2844,123
24510,121,2076,112
24013,121,436,54
24017,121,565,44
24021,121,925,56
24025,121,421,13
24027,121,867,19
24031,121,4326,255
24033,121,6054,240
24043,121,206,4
24045,121,406,7
25001,121,860,43
25003,121,442,35
25005,121,3580,172
25009,121,8673,448
25011,121,257,37
25013,121,3777,373
25015,121,546,30
25017,121,14208,845
25021,121,5896,499
25023,121,5083,285
25025,121,12890,524
25027,121,5550,265
26021,121,248,15
26023,121,850,16
26025,121,228,13
26049,121,1581,188
26065,121,470,11
26075,121,735,37
26077,121,364,13
26081,121,1482,33
26087,121,204,25
26093,121,345,20
26099,121,5606,608
26115,121,287,12
26121,121,276,17
26125,121,7267,696
26139,121,236,9
26145,121,664,59
26147,121,328,21
26161,121,1192,66
26163,121,16749,1784
27003,121,212,10
27053,121,1738,225
27105,121,742,1
27109,121,265,6
27123,121,374,26
27145,121,267,0
28033,121,282,4
28035,121,207,12
28049,121,470,8
28059,121,259,6
28075,121,349,20
28079,121,204,2
28089,121,229,8
28123,121,316,0
29095,121,323,14
29099,121,260,8
29183,121,566,34
29189,121,3049,162
29510,121,1077,60
31043,121,704,1
31047,121,458,0
31055,121,670,16
31079,121,1042,28
31109,121,240,1
32003,121,3979,202
32031,121,873,30
33011,121,964,35
33015,121,692,22
34001,121,964,41
34003,121,15610,1136
34005,121,2690,130
34007,121,3519,147
34009,121,323,22
34011,121,723,12
34013,121,13682,1186
34015,121,1251,46
34017,121,14916,798
34019,121,603,29
34021,121,3937,231
34023,121,11715,571
34025,121,6033,341
34027,121,5287,413
34029,121,6375,397
34031,121,12449,573
34033,121,231,10
34035,121,3464,270
34037,121,921,103
34039,121,12578,690
34041,121,903,82
35001,121,811,35
35031,121,1027,19
35045,121,621,45
35043,121,389,13
36001,121,1165,53
36007,121,284,15
36027,121,2954,70
36029,121,3319,227
36055,121,1441,93
36059,121,35854,2111
36063,121,420,13
36065,121,439,14
36067,121,832,35
36071,121,8665,237
36079,121,970,45
36083,121,287,20
36087,121,11708,370
36091,121,354,3
36093,121,501,25
36101,121,216,11
36103,121,33664,1228
36105,121,838,12
36111,121,1279,7
36119,121,28969,1144
37025,121,296,11
37037,121,316,8
37051,121,238,7
37063,121,728,18
37067,121,219,5
37081,121,381,26
37119,121,1627,49
37135,121,216,16
37159,121,381,22
37179,121,240,9
37183,121,821,17
37191,121,655,10
38017,121,513,12
38035,121,258,0
39017,121,281,7
39029,121,253,23
39035,121,2126,112
39049,121,2441,73
39061,121,1218,71
39093,121,452,30
39095,121,1251,117
39099,121,828,80
39101,121,2196,4
39113,121,285,10
39129,121,1732,21
39133,121,236,40
39151,121,347,50
39153,121,608,49
39155,121,308,31
40027,121,419,28
40109,121,773,31
40143,121,567,33
40147,121,256,19
41005,121,214,7
41047,121,491,18
41051,121,707,43
41067,121,491,11
42003,121,1289,94
42007,121,405,65
42011,121,2698,117
42017,121,3070,217
42029,121,1412,111
42037,121,283,14
42041,121,343,16
42043,121,584,25
42045,121,3747,235
42055,121,284,10
42069,121,913,82
42071,121,1765,173
42075,121,676,9
42077,121,2796,74
42079,121,2143,88
42089,121,1127,54
42091,121,4307,351
42095,121,2050,94
42101,121,14468,607
42103,121,378,14
42107,121,368,7
42129,121,391,30
42133,121,641,13
44003,121,622,4
44007,121,6290,132
44009,121,330,11
45013,121,263,11
45019,121,444,7
45027,121,210,18
45041,121,304,14
45045,121,722,37
45051,121,215,15
45055,121,237,10
45063,121,361,15
45079,121,899,33
45083,121,287,9
45085,121,228,11
45091,121,210,3
46099,121,2038,12
47007,121,594,0
47037,121,2669,28
47093,121,228,5
47149,121,474,11
47157,121,2507,47
47165,121,623,37
47187,121,411,9
47189,121,253,4
48029,121,1374,48
48039,121,509,6
48061,121,401,17
48085,121,724,20
48113,121,3531,104
48121,121,765,21
48141,121,924,21
48157,121,1052,26
48167,121,595,26
48201,121,6356,114
48215,121,334,6
48245,121,305,21
48303,121,535,45
48339,121,602,12
48341,121,327,3
48375,121,572,8
48381,121,234,3
48439,121,2246,68
48441,121,319,5
48453,121,1654,47
48471,121,245,2
48479,121,363,16
48491,121,301,9
49011,121,285,2
49035,121,2438,29
49043,121,369,0
49049,121,957,7
50007,121,418,32
51001,121,264,4
51510,121,754,21
51013,121,967,41
51550,121,242,6
51041,121,531,20
51059,121,3611,134
51660,121,426,11
51087,121,876,100
51107,121,746,15
51683,121,216,2
51153,121,1645,24
51760,121,339,15
51165,121,240,1
51179,121,240,2
51810,121,385,14
53005,121,430,41
53011,121,359,21
53021,121,279,9
53033,121,6310,448
53053,121,1554,51
53057,121,338,13
53061,121,2446,108
53063,121,366,22
53073,121,304,28
53077,121,1237,49
55009,121,1057,3
55025,121,428,22
55059,121,391,12
55079,121,2940,181
55101,121,355,12
55133,121,336,19
01017,122,290,21
01073,122,929,48
01081,122,391,29
01089,122,225,4
01095,122,328,7
01097,122,1099,61
01101,122,355,6
01117,122,320,13
01123,122,286,18
01125,122,210,2
04001,122,478,6
04005,122,498,44
04013,122,4156,147
04017,122,741,21
04019,122,1267,81
04021,122,417,13
05079,122,815,0
05119,122,527,18
06001,122,1657,63
06013,122,907,28
06019,122,615,8
06025,122,358,8
06029,122,941,8
06037,122,24215,1172
06041,122,240,13
06053,122,222,5
06059,122,2591,50
06065,122,4079,156
06067,122,1090,43
06071,122,2113,96
06073,122,3774,143
06075,122,1526,28
06077,122,557,25
06081,122,1197,52
06083,122,506,8
06085,122,2179,114
06095,122,271,5
06097,122,248,3
06099,122,380,13
06107,122,680,40
06111,122,547,18
08001,122,1665,68
08005,122,2557,152
08013,122,618,40
08031,122,3092,163
08035,122,502,23
08037,122,544,7
08041,122,964,71
08059,122,1373,80
08069,122,377,19
08075,122,282,1
08087,122,384,17
08123,122,1802,100
09001,122,11612,839
09003,122,5931,715
09005,122,1014,86
09007,122,687,82
09009,122,7900,533
09011,122,603,42
09013,122,446,38
10001,122,773,27
10003,122,1829,70
10005,122,2292,62
11001,122,4658,231
12001,122,273,5
12009,122,289,8
12011,122,5144,199
12015,122,245,22
12019,122,276,16
12021,122,610,21
12031,122,1025,22
12033,122,532,12
12057,122,1163,24
12069,122,233,13
12071,122,1066,42
12073,122,225,3
12081,122,591,57
12086,122,12388,358
12095,122,1412,33
12097,122,486,7
12099,122,3039,191
12101,122,252,8
12103,122,748,38
12105,122,500,24
12115,122,365,44
12117,122,385,8
12109,122,210,4
12111,122,249,23
12119,122,217,14
12127,122,500,21
13009,122,226,8
13015,122,323,31
13021,122,312,10
13045,122,375,14
13051,122,230,9
13057,122,474,13
13063,122,733,33
13067,122,1679,96
13077,122,211,4
13089,122,2073,49
13095,122,1531,123
13097,122,329,11
13099,122,214,20
13117,122,309,10
13121,122,2880,122
13135,122,1848,58
13137,122,327,8
13139,122,1482,22
13151,122,492,13
13153,122,234,14
13177,122,322,20
13205,122,318,31
13215,122,316,7
13245,122,412,15
13255,122,214,10
13261,122,382,28
13293,122,224,18
15003,122,400,11
16001,122,689,16
16013,122,497,5
16027,122,259,7
17031,122,38668,1673
17043,122,3256,174
17089,122,1677,52
17091,122,350,28
17093,122,281,7
17097,122,3766,140
17119,122,335,22
17111,122,666,37
17161,122,389,9
17163,122,492,31
17197,122,2617,158
17201,122,485,14
18003,122,593,56
18005,122,264,15
18017,122,1216,3
18019,122,319,19
18031,122,206,31
18039,122,296,9
18057,122,802,70
18059,122,229,11
18063,122,716,49
18081,122,625,72
18091,122,224,6
18089,122,1952,101
18095,122,437,58
18097,122,5801,364
18127,122,245,8
18145,122,230,19
18141,122,648,24
19013,122,1195,13
19049,122,408,0
19103,122,475,6
19113,122,673,45
19115,122,274,2
19127,122,500,2
19139,122,346,16
19153,122,1176,37
19163,122,230,7
19171,122,270,7
19193,122,922,1
20055,122,386,1
20057,122,702,0
20091,122,471,40
20103,122,372,5
20111,122,218,1
20173,122,408,11
20175,122,514,0
20209,122,736,55
21067,122,254,9
21107,122,201,23
21111,122,1352,93
21117,122,286,20
21227,122,344,1
22005,122,627,40
22015,122,287,17
22017,122,1579,113
22019,122,437,29
22033,122,1989,146
22045,122,261,21
22047,122,459,30
22051,122,6305,368
22055,122,463,20
22057,122,661,50
22063,122,229,15
22071,122,6495,437
22073,122,730,21
22079,122,270,10
22087,122,469,20
22089,122,573,38
22093,122,247,19
22095,122,771,71
22099,122,241,17
22103,122,1270,112
22105,122,565,23
22109,122,450,33
22117,122,273,21
23005,122,504,27
23031,122,208,7
24003,122,1815,90
24005,122,3026,129
24510,122,2171,115
24013,122,460,58
24017,122,613,46
24021,122,949,56
24025,122,443,15
24027,122,897,19
24031,122,4780,262
24033,122,6747,243
24043,122,216,4
24045,122,425,7
25001,122,902,45
25003,122,444,36
25005,122,3792,182
25009,122,9028,460
25011,122,260,37
25013,122,3900,381
25015,122,518,32
25017,122,14607,885
25021,122,6065,522
25023,122,5259,301
25025,122,13295,550
25027,122,5787,278
26021,122,263,15
26023,122,853,16
26025,122,231,15
26049,122,1600,192
26065,122,483,12
26075,122,944,37
26077,122,405,18
26081,122,1603,36
26087,122,214,26
26093,122,351,20
26099,122,5718,619
26115,122,296,12
26121,122,288,17
26125,122,7423,705
26139,122,254,11
26145,122,685,63
26147,122,331,21
26161,122,1185,72
26163,122,16990,1804
27003,122,231,11
27053,122,1829,243
27105,122,866,1
27109,122,269,8
27123,122,405,29
27145,122,435,0
28033,122,293,4
28035,122,219,12
28049,122,496,8
28059,122,267,6
28075,122,365,23
28079,122,219,2
28089,122,251,8
28099,122,205,4
28123,122,339,0
29095,122,329,14
29099,122,261,8
29183,122,577,35
29189,122,3151,168
29510,122,1105,64
31043,122,714,1
31047,122,505,1
31055,122,758,16
31079,122,1111,28
31109,122,281,1
32003,122,4118,206
32031,122,921,33
33011,122,1012,39
33015,122,779,25
34001,122,1012,45
34003,122,15830,1187
34005,122,2769,144
34007,122,3646,155
34009,122,334,22
34011,122,746,13
34013,122,13994,1240
34015,122,1282,48
34017,122,15148,819
34019,122,608,31
34021,122,4077,239
34023,122,11947,591
34025,122,6132,355
34027,122,5354,430
34029,122,6505,420
34031,122,12814,599
34033,122,237,11
34035,122,3537,282
34037,122,936,110
34039,122,12779,714
34041,122,920,83
35001,122,830,36
35031,122,1064,20
35045,122,637,49
35043,122,396,15
36001,122,1204,55
36007,122,299,18
36021,122,202,16
36027,122,3002,71
36029,122,3481,233
36055,122,1478,95
36059,122,36161,2140
36063,122,440,14
36065,122,451,14
36067,122,860,37
36071,122,8766,243
36079,122,990,45
36083,122,298,20
36087,122,11812,371
36091,122,358,3
36093,122,514,25
36101,122,216,11
36103,122,34037,1252
36105,122,880,12
36111,122,1298,9
36119,122,29231,1165
37025,122,308,11
37037,122,343,9
37051,122,256,8
37063,122,736,21
37067,122,245,5
37081,122,415,30
37119,122,1651,49
37135,122,219,17
37151,122,209,3
37159,122,382,22
37179,122,254,11
37183,122,839,18
37191,122,658,11
38017,122,542,16
38035,122,262,0
