articleID,commentType,recommendations,replyCount,min_since_pub
5869d08f95d0e03926078980,comment,1,4,273
5869d08f95d0e03926078980,comment,10,1,460
5869d08f95d0e03926078980,comment,13,2,652
5869d08f95d0e03926078980,comment,3,0,655
5869d08f95d0e03926078980,comment,2,4,779
5869d08f95d0e03926078980,comment,6,3,895
5869d08f95d0e03926078980,comment,28,0,961
5869d08f95d0e03926078980,comment,9,2,1313
5869d08f95d0e03926078980,comment,9,0,1331
5869d08f95d0e03926078980,comment,1,1,1336
5869d08f95d0e03926078980,comment,3,0,1427
5869d08f95d0e03926078980,comment,5,2,2016
5869d08f95d0e03926078980,comment,6,0,2017
5869d08f95d0e03926078980,comment,10,0,2098
5869d08f95d0e03926078980,comment,11,0,2509
5869d08f95d0e03926078980,comment,5,0,2521
5869d08f95d0e03926078980,comment,5,3,2551
5869d08f95d0e03926078980,userReply,6,0,2771
5869d08f95d0e03926078980,comment,26,0,2853
5869d08f95d0e03926078980,userReply,0,0,2861
5869d08f95d0e03926078980,userReply,3,0,2875
5869d08f95d0e03926078980,userReply,8,0,2994
5869d08f95d0e03926078980,userReply,5,0,3470
5869d08f95d0e03926078980,userReply,3,0,3507
5869d08f95d0e03926078980,userReply,3,0,3513
5869d08f95d0e03926078980,userReply,12,0,3684
5869d08f95d0e03926078980,userReply,3,0,3707
5869d08f95d0e03926078980,userReply,4,0,3776
5869d08f95d0e03926078980,comment,12,0,3835
5869d08f95d0e03926078980,comment,8,0,3921
5869d08f95d0e03926078980,userReply,0,0,3929
5869d08f95d0e03926078980,comment,4,0,3933
5869d08f95d0e03926078980,userReply,0,0,4146
5869d08f95d0e03926078980,comment,4,0,4253
5869d08f95d0e03926078980,comment,2,0,4287
5869d08f95d0e03926078980,comment,6,2,4447
5869d08f95d0e03926078980,comment,6,0,4653
5869d08f95d0e03926078980,comment,9,2,5139
5869d08f95d0e03926078980,comment,2,0,5342
5869d08f95d0e03926078980,userReply,4,0,5376
5869d08f95d0e03926078980,userReply,0,0,5579
5869d08f95d0e03926078980,userReply,1,0,5608
5869d08f95d0e03926078980,userReply,1,0,6908
5869d08f95d0e03926078980,comment,4,0,6935
5869d08f95d0e03926078980,userReply,0,0,9358
5869d08f95d0e03926078980,comment,1,0,10674
5869d08f95d0e03926078980,userReply,1,0,10736
5869d08f95d0e03926078980,userReply,2,0,21822
5869d08f95d0e03926078980,userReply,0,0,21845
5869d08f95d0e03926078980,userReply,0,0,21850
5869d08f95d0e03926078980,userReply,0,0,212956
5872fcb695d0e039260799f2,comment,14,0,356
5872fcb695d0e039260799f2,comment,7,0,444
5872fcb695d0e039260799f2,comment,6,0,518
5872fcb695d0e039260799f2,comment,11,1,634
5872fcb695d0e039260799f2,comment,21,3,640
5872fcb695d0e039260799f2,comment,9,0,665
5872fcb695d0e039260799f2,comment,5,0,843
5872fcb695d0e039260799f2,userReply,10,0,849
5872fcb695d0e039260799f2,comment,7,1,889
5872fcb695d0e039260799f2,comment,2,2,921
5872fcb695d0e039260799f2,comment,10,1,928
5872fcb695d0e039260799f2,userReply,6,0,1008
5872fcb695d0e039260799f2,comment,5,2,1149
5872fcb695d0e039260799f2,comment,3,0,1246
5872fcb695d0e039260799f2,comment,0,0,1441
5872fcb695d0e039260799f2,comment,3,0,1512
5872fcb695d0e039260799f2,userReply,1,0,1616
5872fcb695d0e039260799f2,comment,5,0,1771
5872fcb695d0e039260799f2,comment,1,1,1876
5872fcb695d0e039260799f2,comment,2,0,2183
5872fcb695d0e039260799f2,comment,8,2,2376
5872fcb695d0e039260799f2,userReply,1,0,2606
5872fcb695d0e039260799f2,userReply,1,0,2887
5872fcb695d0e039260799f2,comment,4,0,2929
5872fcb695d0e039260799f2,userReply,0,0,2934
5872fcb695d0e039260799f2,comment,3,1,4268
5872fcb695d0e039260799f2,comment,15,6,4399
5872fcb695d0e039260799f2,comment,6,0,4894
5872fcb695d0e039260799f2,comment,2,2,5724
5872fcb695d0e039260799f2,userReply,4,0,6797
5872fcb695d0e039260799f2,comment,3,0,6948
5872fcb695d0e039260799f2,comment,10,0,8014
5872fcb695d0e039260799f2,userReply,2,0,8015
5872fcb695d0e039260799f2,userReply,6,0,8030
5872fcb695d0e039260799f2,userReply,4,0,8306
5872fcb695d0e039260799f2,userReply,1,0,14374
5872fcb695d0e039260799f2,comment,4,1,17902
5872fcb695d0e039260799f2,userReply,0,0,21446
5872fcb695d0e039260799f2,userReply,0,0,23038
5872fcb695d0e039260799f2,comment,3,0,24208
5872fcb695d0e039260799f2,userReply,0,0,26085
5872fcb695d0e039260799f2,comment,4,0,38625
5872fcb695d0e039260799f2,comment,3,0,59136
5872fcb695d0e039260799f2,comment,1,0,64189
5872fcb695d0e039260799f2,comment,6,0,67047
5872fcb695d0e039260799f2,comment,3,0,73532
5872fcb695d0e039260799f2,comment,1,0,78341
5872fcb695d0e039260799f2,comment,0,0,90434
5872fcb695d0e039260799f2,comment,5,0,90718
58730b0495d0e03926079a00,comment,15,5,34
58730b0495d0e03926079a00,comment,21,1,94
58730b0495d0e03926079a00,comment,1,3,414
58730b0495d0e03926079a00,comment,10,0,575
58730b0495d0e03926079a00,comment,3,6,587
58730b0495d0e03926079a00,comment,3,7,590
58730b0495d0e03926079a00,comment,16,1,619
58730b0495d0e03926079a00,comment,25,2,634
58730b0495d0e03926079a00,comment,1,1,681
58730b0495d0e03926079a00,comment,6,0,707
58730b0495d0e03926079a00,userReply,6,0,780
58730b0495d0e03926079a00,userReply,3,0,808
58730b0495d0e03926079a00,comment,22,2,812
58730b0495d0e03926079a00,comment,14,0,831
58730b0495d0e03926079a00,userReply,5,0,837
58730b0495d0e03926079a00,comment,6,0,863
58730b0495d0e03926079a00,comment,5,0,869
58730b0495d0e03926079a00,comment,7,6,877
58730b0495d0e03926079a00,comment,9,1,884
58730b0495d0e03926079a00,comment,8,1,905
58730b0495d0e03926079a00,comment,41,0,913
58730b0495d0e03926079a00,comment,12,3,921
58730b0495d0e03926079a00,comment,10,3,957
58730b0495d0e03926079a00,comment,22,1,967
58730b0495d0e03926079a00,userReply,5,0,984
58730b0495d0e03926079a00,userReply,1,0,1003
58730b0495d0e03926079a00,userReply,8,0,1047
58730b0495d0e03926079a00,comment,2,1,1050
58730b0495d0e03926079a00,comment,8,11,1051
58730b0495d0e03926079a00,comment,12,3,1067
58730b0495d0e03926079a00,userReply,13,0,1070
58730b0495d0e03926079a00,userReply,2,0,1120
58730b0495d0e03926079a00,comment,4,5,1121
58730b0495d0e03926079a00,userReply,2,0,1129
58730b0495d0e03926079a00,comment,4,0,1195
58730b0495d0e03926079a00,comment,5,0,1300
58730b0495d0e03926079a00,userReply,7,0,1373
58730b0495d0e03926079a00,comment,0,1,1381
58730b0495d0e03926079a00,userReply,9,0,1410
58730b0495d0e03926079a00,comment,7,0,1421
58730b0495d0e03926079a00,comment,13,0,1434
58730b0495d0e03926079a00,comment,9,0,1614
58730b0495d0e03926079a00,userReply,2,0,1646
58730b0495d0e03926079a00,comment,3,0,1934
58730b0495d0e03926079a00,comment,5,0,1990
58730b0495d0e03926079a00,userReply,2,0,1991
58730b0495d0e03926079a00,userReply,1,0,1993
58730b0495d0e03926079a00,userReply,1,0,1996
58730b0495d0e03926079a00,comment,6,0,2111
58730b0495d0e03926079a00,comment,1,0,2120
58730b0495d0e03926079a00,userReply,5,0,2123
58730b0495d0e03926079a00,userReply,1,0,2126
58730b0495d0e03926079a00,userReply,0,0,2157
58730b0495d0e03926079a00,userReply,1,0,2161
58730b0495d0e03926079a00,userReply,4,0,2205
58730b0495d0e03926079a00,userReply,0,0,2215
58730b0495d0e03926079a00,comment,3,0,2374
58730b0495d0e03926079a00,comment,18,3,2403
58730b0495d0e03926079a00,comment,3,1,2466
58730b0495d0e03926079a00,comment,2,0,2485
58730b0495d0e03926079a00,userReply,3,0,2494
58730b0495d0e03926079a00,userReply,3,0,2505
58730b0495d0e03926079a00,userReply,5,0,2509
58730b0495d0e03926079a00,userReply,2,0,2572
58730b0495d0e03926079a00,userReply,0,0,2573
58730b0495d0e03926079a00,userReply,5,0,2841
58730b0495d0e03926079a00,comment,12,1,2879
58730b0495d0e03926079a00,comment,2,1,2938
58730b0495d0e03926079a00,comment,3,0,3169
58730b0495d0e03926079a00,comment,5,0,3256
58730b0495d0e03926079a00,userReply,2,0,3759
58730b0495d0e03926079a00,userReply,1,0,3909
58730b0495d0e03926079a00,comment,0,0,3972
58730b0495d0e03926079a00,comment,4,0,4123
58730b0495d0e03926079a00,comment,1,0,4438
58730b0495d0e03926079a00,userReply,0,0,4454
58730b0495d0e03926079a00,userReply,2,0,4458
58730b0495d0e03926079a00,userReply,0,0,4459
58730b0495d0e03926079a00,comment,2,0,4921
58730b0495d0e03926079a00,comment,3,1,4934
58730b0495d0e03926079a00,comment,5,0,5041
58730b0495d0e03926079a00,userReply,6,0,5330
58730b0495d0e03926079a00,userReply,0,0,5404
58730b0495d0e03926079a00,comment,2,0,5718
58730b0495d0e03926079a00,comment,4,1,6534
58730b0495d0e03926079a00,comment,1,1,6900
58730b0495d0e03926079a00,userReply,0,0,7266
58730b0495d0e03926079a00,userReply,0,0,11213
58730b0495d0e03926079a00,comment,1,2,12276
58730b0495d0e03926079a00,userReply,0,0,12531
58730b0495d0e03926079a00,userReply,0,0,21107
58730b0495d0e03926079a00,comment,0,0,202891
58730b0495d0e03926079a00,userReply,0,0,381425
587c377395d0e0392607ae0f,comment,14,2,701
587c377395d0e0392607ae0f,comment,7,3,740
587c377395d0e0392607ae0f,comment,2,2,801
587c377395d0e0392607ae0f,comment,14,0,813
587c377395d0e0392607ae0f,comment,5,0,859
587c377395d0e0392607ae0f,comment,11,0,864
587c377395d0e0392607ae0f,comment,11,0,1020
587c377395d0e0392607ae0f,comment,14,1,1026
587c377395d0e0392607ae0f,comment,16,0,1035
587c377395d0e0392607ae0f,comment,11,0,1044
587c377395d0e0392607ae0f,userReply,1,0,1072
587c377395d0e0392607ae0f,comment,10,1,1073
587c377395d0e0392607ae0f,comment,6,0,1086
587c377395d0e0392607ae0f,comment,2,0,1102
587c377395d0e0392607ae0f,comment,4,1,1162
587c377395d0e0392607ae0f,comment,4,0,1209
587c377395d0e0392607ae0f,userReply,3,0,1210
587c377395d0e0392607ae0f,comment,5,0,1220
587c377395d0e0392607ae0f,comment,7,0,1270
587c377395d0e0392607ae0f,userReply,1,0,1398
587c377395d0e0392607ae0f,comment,3,0,1424
587c377395d0e0392607ae0f,userReply,3,0,1504
587c377395d0e0392607ae0f,comment,6,1,1537
587c377395d0e0392607ae0f,userReply,0,0,2226
587c377395d0e0392607ae0f,comment,1,0,2788
587c377395d0e0392607ae0f,comment,0,0,2828
587c377395d0e0392607ae0f,comment,1,0,3089
587c377395d0e0392607ae0f,userReply,0,0,3589
587c377395d0e0392607ae0f,userReply,0,0,3709
587c377395d0e0392607ae0f,comment,5,0,3711
587c377395d0e0392607ae0f,comment,2,0,3824
587c377395d0e0392607ae0f,comment,6,1,4069
587c377395d0e0392607ae0f,comment,2,0,5001
587c377395d0e0392607ae0f,comment,3,0,6315
587c377395d0e0392607ae0f,comment,0,0,8076
587c377395d0e0392607ae0f,comment,1,0,11142
587c377395d0e0392607ae0f,comment,1,0,15959
587c458495d0e0392607ae20,comment,5,0,99
587c458495d0e0392607ae20,comment,12,0,100
587c458495d0e0392607ae20,comment,1,1,202
587c458495d0e0392607ae20,comment,14,3,520
587c458495d0e0392607ae20,comment,45,0,529
587c458495d0e0392607ae20,comment,13,0,567
587c458495d0e0392607ae20,comment,14,0,626
587c458495d0e0392607ae20,comment,13,1,634
587c458495d0e0392607ae20,comment,36,3,646
587c458495d0e0392607ae20,comment,35,0,691
587c458495d0e0392607ae20,comment,15,0,694
587c458495d0e0392607ae20,comment,4,0,714
587c458495d0e0392607ae20,comment,2,0,718
587c458495d0e0392607ae20,comment,10,0,733
587c458495d0e0392607ae20,comment,3,1,738
587c458495d0e0392607ae20,comment,37,4,772
587c458495d0e0392607ae20,comment,2,0,827
587c458495d0e0392607ae20,comment,29,0,835
587c458495d0e0392607ae20,comment,4,4,898
587c458495d0e0392607ae20,comment,2,0,949
587c458495d0e0392607ae20,userReply,36,0,953
587c458495d0e0392607ae20,comment,16,3,959
587c458495d0e0392607ae20,userReply,5,0,968
587c458495d0e0392607ae20,comment,10,0,971
587c458495d0e0392607ae20,comment,14,0,984
587c458495d0e0392607ae20,userReply,3,0,1024
587c458495d0e0392607ae20,comment,4,0,1066
587c458495d0e0392607ae20,comment,21,2,1080
587c458495d0e0392607ae20,comment,6,0,1101
587c458495d0e0392607ae20,comment,16,1,1132
587c458495d0e0392607ae20,comment,4,0,1174
587c458495d0e0392607ae20,comment,3,0,1189
587c458495d0e0392607ae20,userReply,0,0,1257
587c458495d0e0392607ae20,comment,14,0,1279
587c458495d0e0392607ae20,comment,7,0,1307
587c458495d0e0392607ae20,userReply,3,0,1354
587c458495d0e0392607ae20,comment,8,0,1369
587c458495d0e0392607ae20,userReply,2,0,1371
587c458495d0e0392607ae20,comment,3,3,1387
587c458495d0e0392607ae20,comment,8,2,1404
587c458495d0e0392607ae20,comment,20,1,1493
587c458495d0e0392607ae20,comment,15,4,1575
587c458495d0e0392607ae20,userReply,18,0,1661
587c458495d0e0392607ae20,userReply,2,0,2069
587c458495d0e0392607ae20,userReply,0,0,2119
587c458495d0e0392607ae20,comment,10,2,2183
587c458495d0e0392607ae20,comment,8,0,2252
587c458495d0e0392607ae20,userReply,14,0,2331
587c458495d0e0392607ae20,userReply,6,0,2337
587c458495d0e0392607ae20,userReply,3,0,2414
587c458495d0e0392607ae20,userReply,2,0,2431
587c458495d0e0392607ae20,comment,13,0,2435
587c458495d0e0392607ae20,comment,11,6,2476
587c458495d0e0392607ae20,comment,4,0,2530
587c458495d0e0392607ae20,userReply,4,0,2534
587c458495d0e0392607ae20,userReply,4,0,2535
587c458495d0e0392607ae20,comment,5,0,2551
587c458495d0e0392607ae20,userReply,2,0,2686
587c458495d0e0392607ae20,comment,3,1,2725
587c458495d0e0392607ae20,userReply,4,0,2736
587c458495d0e0392607ae20,userReply,8,0,2772
587c458495d0e0392607ae20,userReply,4,0,2803
587c458495d0e0392607ae20,userReply,1,0,2808
587c458495d0e0392607ae20,userReply,8,0,2950
587c458495d0e0392607ae20,comment,2,0,2982
587c458495d0e0392607ae20,userReply,3,0,2987
587c458495d0e0392607ae20,userReply,0,0,2990
587c458495d0e0392607ae20,userReply,2,0,3039
587c458495d0e0392607ae20,comment,4,0,3085
587c458495d0e0392607ae20,userReply,3,0,3240
587c458495d0e0392607ae20,userReply,0,0,3279
587c458495d0e0392607ae20,userReply,0,0,3391
587c458495d0e0392607ae20,comment,7,0,3441
587c458495d0e0392607ae20,userReply,0,0,3964
587c458495d0e0392607ae20,comment,8,0,4049
587c458495d0e0392607ae20,comment,5,0,4107
587c458495d0e0392607ae20,comment,2,0,4888
587c458495d0e0392607ae20,comment,2,0,4955
587c458495d0e0392607ae20,userReply,0,0,5455
587c458495d0e0392607ae20,comment,5,0,5513
587c458495d0e0392607ae20,comment,4,0,7114
587c458495d0e0392607ae20,comment,0,0,9368
587c458495d0e0392607ae20,userReply,0,0,10265
587c458495d0e0392607ae20,comment,3,0,10663
588571fe95d0e0392607c2dc,comment,11,4,154
588571fe95d0e0392607c2dc,comment,6,1,222
588571fe95d0e0392607c2dc,comment,21,0,307
588571fe95d0e0392607c2dc,comment,16,1,308
588571fe95d0e0392607c2dc,comment,4,2,646
588571fe95d0e0392607c2dc,comment,11,2,683
588571fe95d0e0392607c2dc,comment,0,1,728
588571fe95d0e0392607c2dc,comment,8,1,745
588571fe95d0e0392607c2dc,comment,9,2,816
588571fe95d0e0392607c2dc,comment,9,3,835
588571fe95d0e0392607c2dc,userReply,3,0,877
588571fe95d0e0392607c2dc,userReply,7,0,919
588571fe95d0e0392607c2dc,comment,7,0,921
588571fe95d0e0392607c2dc,userReply,9,0,936
588571fe95d0e0392607c2dc,comment,4,0,944
588571fe95d0e0392607c2dc,userReply,5,0,972
588571fe95d0e0392607c2dc,comment,3,0,1179
588571fe95d0e0392607c2dc,comment,10,1,1208
588571fe95d0e0392607c2dc,comment,3,1,1223
588571fe95d0e0392607c2dc,userReply,2,0,1233
588571fe95d0e0392607c2dc,comment,1,0,1530
588571fe95d0e0392607c2dc,comment,3,0,1584
588571fe95d0e0392607c2dc,comment,6,0,1644
588571fe95d0e0392607c2dc,comment,3,0,2322
588571fe95d0e0392607c2dc,userReply,0,0,2351
588571fe95d0e0392607c2dc,comment,7,1,2353
588571fe95d0e0392607c2dc,userReply,0,0,2493
588571fe95d0e0392607c2dc,userReply,0,0,2545
588571fe95d0e0392607c2dc,comment,2,2,2589
588571fe95d0e0392607c2dc,userReply,0,0,2834
588571fe95d0e0392607c2dc,comment,8,1,3423
588571fe95d0e0392607c2dc,comment,1,0,3729
588571fe95d0e0392607c2dc,userReply,2,0,3732
588571fe95d0e0392607c2dc,userReply,1,0,3735
588571fe95d0e0392607c2dc,userReply,1,0,4352
588571fe95d0e0392607c2dc,userReply,1,0,4358
588571fe95d0e0392607c2dc,comment,1,0,4486
588571fe95d0e0392607c2dc,userReply,0,0,11183
5885800495d0e0392607c2ed,comment,4,2,39
5885800495d0e0392607c2ed,comment,19,4,43
5885800495d0e0392607c2ed,comment,30,1,115
5885800495d0e0392607c2ed,comment,4,0,200
5885800495d0e0392607c2ed,comment,11,0,231
5885800495d0e0392607c2ed,comment,7,0,328
5885800495d0e0392607c2ed,userReply,6,0,466
5885800495d0e0392607c2ed,comment,15,0,487
5885800495d0e0392607c2ed,comment,7,0,543
5885800495d0e0392607c2ed,userReply,4,0,553
5885800495d0e0392607c2ed,comment,8,1,558
5885800495d0e0392607c2ed,comment,6,1,611
5885800495d0e0392607c2ed,comment,20,1,634
5885800495d0e0392607c2ed,userReply,0,0,662
5885800495d0e0392607c2ed,comment,11,0,674
5885800495d0e0392607c2ed,comment,32,1,736
5885800495d0e0392607c2ed,userReply,4,0,737
5885800495d0e0392607c2ed,comment,3,0,760
5885800495d0e0392607c2ed,comment,18,1,761
5885800495d0e0392607c2ed,comment,2,0,782
5885800495d0e0392607c2ed,comment,17,0,790
5885800495d0e0392607c2ed,comment,9,2,814
5885800495d0e0392607c2ed,comment,15,0,837
5885800495d0e0392607c2ed,comment,9,0,844
5885800495d0e0392607c2ed,comment,6,0,850
5885800495d0e0392607c2ed,comment,11,3,884
5885800495d0e0392607c2ed,comment,7,2,892
5885800495d0e0392607c2ed,comment,17,0,934
5885800495d0e0392607c2ed,comment,11,0,1012
5885800495d0e0392607c2ed,comment,2,1,1014
5885800495d0e0392607c2ed,comment,24,2,1024
5885800495d0e0392607c2ed,comment,41,4,1037
5885800495d0e0392607c2ed,comment,0,0,1067
5885800495d0e0392607c2ed,comment,6,3,1078
5885800495d0e0392607c2ed,comment,9,0,1129
5885800495d0e0392607c2ed,comment,5,0,1145
5885800495d0e0392607c2ed,userReply,2,0,1208
5885800495d0e0392607c2ed,userReply,8,0,1211
5885800495d0e0392607c2ed,comment,11,0,1259
5885800495d0e0392607c2ed,comment,4,4,1315
5885800495d0e0392607c2ed,comment,6,0,1320
5885800495d0e0392607c2ed,comment,10,0,1410
5885800495d0e0392607c2ed,comment,5,0,1464
5885800495d0e0392607c2ed,userReply,2,0,1487
5885800495d0e0392607c2ed,comment,9,0,1488
5885800495d0e0392607c2ed,userReply,0,0,1489
5885800495d0e0392607c2ed,userReply,4,0,1491
5885800495d0e0392607c2ed,userReply,2,0,1492
5885800495d0e0392607c2ed,userReply,3,0,1492
5885800495d0e0392607c2ed,comment,32,4,1546
5885800495d0e0392607c2ed,userReply,4,0,1617
5885800495d0e0392607c2ed,userReply,1,0,1806
5885800495d0e0392607c2ed,userReply,5,0,1823
5885800495d0e0392607c2ed,comment,2,1,1954
5885800495d0e0392607c2ed,comment,14,0,2001
5885800495d0e0392607c2ed,userReply,1,0,2031
5885800495d0e0392607c2ed,userReply,2,0,2034
5885800495d0e0392607c2ed,comment,1,1,2134
5885800495d0e0392607c2ed,userReply,0,0,2136
5885800495d0e0392607c2ed,userReply,0,0,2288
5885800495d0e0392607c2ed,userReply,0,0,2293
5885800495d0e0392607c2ed,comment,8,0,2299
5885800495d0e0392607c2ed,userReply,0,0,2299
5885800495d0e0392607c2ed,comment,1,0,2312
5885800495d0e0392607c2ed,comment,6,0,2425
5885800495d0e0392607c2ed,comment,12,1,2426
5885800495d0e0392607c2ed,userReply,2,0,2433
5885800495d0e0392607c2ed,comment,5,2,2620
5885800495d0e0392607c2ed,comment,7,1,2681
5885800495d0e0392607c2ed,userReply,6,0,2825
5885800495d0e0392607c2ed,comment,4,1,2910
5885800495d0e0392607c2ed,comment,7,2,2917
5885800495d0e0392607c2ed,comment,11,0,3590
5885800495d0e0392607c2ed,userReply,2,0,3621
5885800495d0e0392607c2ed,userReply,0,0,3674
5885800495d0e0392607c2ed,comment,9,0,3726
5885800495d0e0392607c2ed,userReply,2,0,3950
5885800495d0e0392607c2ed,comment,3,1,4071
5885800495d0e0392607c2ed,userReply,1,0,4318
5885800495d0e0392607c2ed,userReply,1,0,4812
5885800495d0e0392607c2ed,comment,3,2,4952
5885800495d0e0392607c2ed,userReply,5,0,5620
5885800495d0e0392607c2ed,comment,5,0,6548
5885800495d0e0392607c2ed,comment,4,0,6620
5885800495d0e0392607c2ed,comment,0,0,6871
5885800495d0e0392607c2ed,comment,2,1,9920
5885800495d0e0392607c2ed,comment,0,0,10076
5885800495d0e0392607c2ed,userReply,0,0,15908
5885800495d0e0392607c2ed,userReply,0,0,30232
5885800495d0e0392607c2ed,userReply,0,0,182792
5885800495d0e0392607c2ed,userReply,0,0,182798
588eac3a95d0e0392607d7a4,comment,4,1,56
588eac3a95d0e0392607d7a4,comment,10,0,120
588eac3a95d0e0392607d7a4,comment,9,1,222
588eac3a95d0e0392607d7a4,comment,9,0,269
588eac3a95d0e0392607d7a4,comment,5,0,281
588eac3a95d0e0392607d7a4,comment,11,3,549
588eac3a95d0e0392607d7a4,comment,1,0,590
588eac3a95d0e0392607d7a4,comment,5,0,595
588eac3a95d0e0392607d7a4,comment,7,0,608
588eac3a95d0e0392607d7a4,comment,0,1,739
588eac3a95d0e0392607d7a4,comment,9,2,788
588eac3a95d0e0392607d7a4,comment,4,3,834
588eac3a95d0e0392607d7a4,comment,1,1,866
588eac3a95d0e0392607d7a4,comment,16,0,964
588eac3a95d0e0392607d7a4,comment,30,1,973
588eac3a95d0e0392607d7a4,comment,11,0,981
588eac3a95d0e0392607d7a4,comment,14,0,995
588eac3a95d0e0392607d7a4,comment,6,0,1092
588eac3a95d0e0392607d7a4,comment,10,0,1146
588eac3a95d0e0392607d7a4,userReply,0,0,1246
588eac3a95d0e0392607d7a4,comment,2,2,1268
588eac3a95d0e0392607d7a4,userReply,0,0,1396
588eac3a95d0e0392607d7a4,comment,0,0,1399
588eac3a95d0e0392607d7a4,comment,1,0,1615
588eac3a95d0e0392607d7a4,comment,3,1,1948
588eac3a95d0e0392607d7a4,userReply,1,0,2273
588eac3a95d0e0392607d7a4,comment,2,0,2394
588eac3a95d0e0392607d7a4,comment,4,0,2443
588eac3a95d0e0392607d7a4,comment,4,0,2496
588eac3a95d0e0392607d7a4,userReply,1,0,2514
588eac3a95d0e0392607d7a4,comment,5,0,2555
588eac3a95d0e0392607d7a4,comment,7,0,2680
588eac3a95d0e0392607d7a4,userReply,0,0,2954
588eac3a95d0e0392607d7a4,comment,2,2,2993
588eac3a95d0e0392607d7a4,userReply,3,0,3081
588eac3a95d0e0392607d7a4,comment,0,1,3161
588eac3a95d0e0392607d7a4,comment,9,0,3411
588eac3a95d0e0392607d7a4,userReply,2,0,3611
588eac3a95d0e0392607d7a4,userReply,0,0,3616
588eac3a95d0e0392607d7a4,comment,2,0,3619
588eac3a95d0e0392607d7a4,comment,3,1,3873
588eac3a95d0e0392607d7a4,comment,4,0,4332
588eac3a95d0e0392607d7a4,comment,3,0,4885
588eac3a95d0e0392607d7a4,userReply,3,0,5007
588eac3a95d0e0392607d7a4,comment,2,0,5104
588eac3a95d0e0392607d7a4,userReply,1,0,5490
588eac3a95d0e0392607d7a4,comment,4,1,5637
588eac3a95d0e0392607d7a4,comment,1,0,10666
588eac3a95d0e0392607d7a4,userReply,0,0,12092
588eac3a95d0e0392607d7a4,comment,0,0,19994
588eac3a95d0e0392607d7a4,userReply,0,0,23966
588eac3a95d0e0392607d7a4,comment,0,0,71763
589defb695d0e02474635a8f,comment,11,3,41
589defb695d0e02474635a8f,comment,6,2,112
589defb695d0e02474635a8f,comment,3,0,180
589defb695d0e02474635a8f,comment,9,2,221
589defb695d0e02474635a8f,comment,18,3,247
589defb695d0e02474635a8f,reporterReply,6,0,284
589defb695d0e02474635a8f,userReply,2,0,326
589defb695d0e02474635a8f,userReply,4,0,327
589defb695d0e02474635a8f,userReply,2,0,329
589defb695d0e02474635a8f,comment,2,0,435
589defb695d0e02474635a8f,comment,4,0,441
589defb695d0e02474635a8f,userReply,1,0,443
589defb695d0e02474635a8f,comment,15,0,474
589defb695d0e02474635a8f,comment,5,0,1442
589defb695d0e02474635a8f,comment,6,0,1459
589defb695d0e02474635a8f,comment,5,0,1510
589defb695d0e02474635a8f,comment,10,1,1611
589defb695d0e02474635a8f,userReply,1,0,1842
589defb695d0e02474635a8f,comment,4,0,2076
589defb695d0e02474635a8f,comment,3,1,2723
589defb695d0e02474635a8f,comment,3,1,2737
589defb695d0e02474635a8f,comment,7,3,2987
589defb695d0e02474635a8f,comment,1,0,3189
589defb695d0e02474635a8f,userReply,1,0,3282
589defb695d0e02474635a8f,userReply,7,0,3296
589defb695d0e02474635a8f,userReply,0,0,3309
589defb695d0e02474635a8f,comment,3,0,3328
589defb695d0e02474635a8f,comment,4,0,3343
589defb695d0e02474635a8f,userReply,6,0,3357
589defb695d0e02474635a8f,userReply,2,0,3359
589defb695d0e02474635a8f,userReply,2,0,3381
589defb695d0e02474635a8f,userReply,0,0,3391
589defb695d0e02474635a8f,comment,2,0,3543
589defb695d0e02474635a8f,comment,0,0,3543
589defb695d0e02474635a8f,comment,0,0,3560
589defb695d0e02474635a8f,comment,0,0,3608
589defb695d0e02474635a8f,comment,2,0,3611
589defb695d0e02474635a8f,comment,0,0,5101
589defb695d0e02474635a8f,comment,0,0,5104
58a05dc795d0e02474635ee8,comment,10,1,1439
58a05dc795d0e02474635ee8,comment,8,0,1440
58a05dc795d0e02474635ee8,comment,34,1,1440
58a05dc795d0e02474635ee8,comment,27,1,1442
58a05dc795d0e02474635ee8,comment,11,2,1447
58a05dc795d0e02474635ee8,comment,41,0,1463
58a05dc795d0e02474635ee8,comment,18,2,1467
58a05dc795d0e02474635ee8,comment,32,2,1479
58a05dc795d0e02474635ee8,comment,44,0,1480
58a05dc795d0e02474635ee8,comment,9,3,1483
58a05dc795d0e02474635ee8,comment,6,0,1485
58a05dc795d0e02474635ee8,comment,4,1,1498
58a05dc795d0e02474635ee8,comment,26,0,1498
58a05dc795d0e02474635ee8,comment,8,4,1505
58a05dc795d0e02474635ee8,comment,15,0,1510
58a05dc795d0e02474635ee8,comment,8,2,1530
58a05dc795d0e02474635ee8,comment,12,0,1533
58a05dc795d0e02474635ee8,comment,16,0,1536
58a05dc795d0e02474635ee8,comment,8,0,1565
58a05dc795d0e02474635ee8,comment,13,0,1571
58a05dc795d0e02474635ee8,comment,9,0,1572
58a05dc795d0e02474635ee8,comment,33,0,1576
58a05dc795d0e02474635ee8,comment,17,0,1580
58a05dc795d0e02474635ee8,userReply,1,0,1591
58a05dc795d0e02474635ee8,comment,47,1,1598
58a05dc795d0e02474635ee8,userReply,11,0,1617
58a05dc795d0e02474635ee8,userReply,10,0,1631
