"host","bytes","time","day"
"06-dynamic-c.rotterdam.luna.net",2537,1995-07-14 15:05:49,"Friday"
"06-dynamic-c.rotterdam.luna.net",4142,1995-07-14 15:06:12,"Friday"
"06-dynamic-c.rotterdam.luna.net",65576,1995-07-14 15:06:27,"Friday"
"06-dynamic-c.rotterdam.luna.net",2167,1995-07-14 15:07:05,"Friday"
"06-dynamic-c.rotterdam.luna.net",5026,1995-07-14 15:07:07,"Friday"
"07-dynamic-c.rotterdam.luna.net",1602,1995-07-19 14:18:09,"Wednesday"
"07-dynamic-c.rotterdam.luna.net",9630,1995-07-19 14:18:11,"Wednesday"
"07-dynamic-c.rotterdam.luna.net",786,1995-07-19 14:18:12,"Wednesday"
"07-dynamic-c.rotterdam.luna.net",1204,1995-07-19 14:18:12,"Wednesday"
"0772jela.jelke.rpslmc.edu",651,1995-07-24 14:01:49,"Monday"
"0772jela.jelke.rpslmc.edu",786,1995-07-24 14:01:55,"Monday"
"0772jela.jelke.rpslmc.edu",1204,1995-07-24 14:01:55,"Monday"
"07mb369b.uni-duisburg.de",7034,1995-08-07 07:37:28,"Monday"
"07mb369b.uni-duisburg.de",5866,1995-08-07 07:37:32,"Monday"
"07mb369b.uni-duisburg.de",363,1995-08-07 07:37:48,"Monday"
"07mb369b.uni-duisburg.de",234,1995-08-07 07:37:48,"Monday"
"07mb369b.uni-duisburg.de",786,1995-08-07 07:37:51,"Monday"
"07mb369b.uni-duisburg.de",669,1995-08-07 07:37:57,"Monday"
"08-dynamic-c.rotterdam.luna.net",11175,1995-07-05 15:33:16,"Wednesday"
"08-dynamic-c.rotterdam.luna.net",41397,1995-07-05 15:33:19,"Wednesday"
"08-dynamic-c.rotterdam.luna.net",3635,1995-07-05 15:33:46,"Wednesday"
"08-dynamic-c.rotterdam.luna.net",4209,1995-07-05 15:33:47,"Wednesday"
"08-dynamic-c.rotterdam.luna.net",9866,1995-08-08 06:21:12,"Tuesday"
"086.msy4.communique.net",3258,1995-07-04 14:34:09,"Tuesday"
"086.msy4.communique.net",18149,1995-07-04 14:34:11,"Tuesday"
"086.msy4.communique.net",3635,1995-07-04 14:34:12,"Tuesday"
"086.msy4.communique.net",3047,1995-07-04 14:34:14,"Tuesday"
"086.msy4.communique.net",18114,1995-07-04 14:34:35,"Tuesday"
"086.msy4.communique.net",12859,1995-07-04 14:34:37,"Tuesday"
"086.msy4.communique.net",4209,1995-07-04 14:34:50,"Tuesday"
"086.msy4.communique.net",7008,1995-07-04 14:41:01,"Tuesday"
"086.msy4.communique.net",13116,1995-07-04 14:41:04,"Tuesday"
"086.msy4.communique.net",2537,1995-07-04 14:41:06,"Tuesday"
"086.msy4.communique.net",283389,1995-07-04 14:43:56,"Tuesday"
"0875pr3e.pro.rpslmc.edu",8677,1995-08-14 11:58:16,"Monday"
"0875pr3e.pro.rpslmc.edu",11853,1995-08-14 11:58:17,"Monday"
"0875pr3e.pro.rpslmc.edu",786,1995-08-14 11:58:18,"Monday"
"0875pr3e.pro.rpslmc.edu",1204,1995-08-14 11:58:18,"Monday"
"0875pr3e.pro.rpslmc.edu",7131,1995-08-14 11:58:33,"Monday"
"0875pr3e.pro.rpslmc.edu",5866,1995-08-14 11:58:33,"Monday"
"0875pr3e.pro.rpslmc.edu",363,1995-08-14 11:58:36,"Monday"
"0875pr3e.pro.rpslmc.edu",234,1995-08-14 11:58:36,"Monday"
"0875pr3e.pro.rpslmc.edu",669,1995-08-14 11:58:36,"Monday"
"0875pr3e.pro.rpslmc.edu",1602,1995-08-14 11:59:05,"Monday"
"0875pr3e.pro.rpslmc.edu",9630,1995-08-14 11:59:06,"Monday"
"0875pr3e.pro.rpslmc.edu",3260,1995-08-14 11:59:21,"Monday"
"0875pr3e.pro.rpslmc.edu",18149,1995-08-14 11:59:21,"Monday"
"0875pr3e.pro.rpslmc.edu",1173,1995-08-14 11:59:21,"Monday"
"0875pr3e.pro.rpslmc.edu",2766,1995-08-14 11:59:35,"Monday"
"0875pr3e.pro.rpslmc.edu",5086,1995-08-14 11:59:54,"Monday"
"0885-12.etech.fh-hamburg.de",7071,1995-07-20 06:05:00,"Thursday"
"0885-12.etech.fh-hamburg.de",5866,1995-07-20 06:08:05,"Thursday"
"0885-12.etech.fh-hamburg.de",786,1995-07-20 06:08:58,"Thursday"
"0885-12.etech.fh-hamburg.de",363,1995-07-20 06:10:27,"Thursday"
"0885-12.etech.fh-hamburg.de",234,1995-07-20 06:10:29,"Thursday"
"0885-12.etech.fh-hamburg.de",669,1995-07-20 06:10:33,"Thursday"
"0885-12.etech.fh-hamburg.de",84905,1995-07-20 07:14:44,"Thursday"
"1.ts1.mnet.medstroms.se",7131,1995-08-08 13:11:23,"Tuesday"
"1.ts1.mnet.medstroms.se",5866,1995-08-08 13:11:25,"Tuesday"
"1.ts1.mnet.medstroms.se",786,1995-08-08 13:11:28,"Tuesday"
"1.ts1.mnet.medstroms.se",363,1995-08-08 13:11:28,"Tuesday"
"1.ts1.mnet.medstroms.se",234,1995-08-08 13:11:30,"Tuesday"
"1.ts1.mnet.medstroms.se",669,1995-08-08 13:11:37,"Tuesday"
"1.ts1.mnet.medstroms.se",19338,1995-08-08 13:11:41,"Tuesday"
"1.ts1.mnet.medstroms.se",651,1995-08-08 13:11:44,"Tuesday"
"1.ts1.mnet.medstroms.se",1204,1995-08-08 13:11:54,"Tuesday"
"1.ts1.mnet.medstroms.se",0,1995-08-08 13:12:14,"Tuesday"
"1.ts1.mnet.medstroms.se",4673,1995-08-08 13:12:15,"Tuesday"
"1.ts1.mnet.medstroms.se",46053,1995-08-08 13:12:24,"Tuesday"
"1.ts1.mnet.medstroms.se",2443,1995-08-08 13:12:55,"Tuesday"
"1.ts1.mnet.medstroms.se",29717,1995-08-08 13:13:10,"Tuesday"
"1.ts1.mnet.medstroms.se",11264,1995-08-11 13:59:29,"Friday"
"1.ts1.mnet.medstroms.se",8083,1995-08-11 13:59:31,"Friday"
"1.ts1.mnet.medstroms.se",1204,1995-08-11 13:59:39,"Friday"
"1.ts1.mnet.medstroms.se",1713,1995-08-11 13:59:40,"Friday"
"1.ts1.mnet.medstroms.se",1173,1995-08-11 13:59:40,"Friday"
"1.ts1.mnet.medstroms.se",4506,1995-08-11 13:59:55,"Friday"
"1.ts1.mnet.medstroms.se",52516,1995-08-11 14:00:09,"Friday"
"1.ts1.mnet.medstroms.se",8089,1995-08-11 14:01:23,"Friday"
"1.ts1.mnet.medstroms.se",4179,1995-08-11 14:01:26,"Friday"
"1.ts1.mnet.medstroms.se",3635,1995-08-11 14:01:30,"Friday"
"1.ts1.mnet.medstroms.se",1932,1995-08-11 14:01:30,"Friday"
"1.ts1.mnet.medstroms.se",7131,1995-08-11 14:04:14,"Friday"
"1.ts1.mnet.medstroms.se",5866,1995-08-11 14:04:16,"Friday"
"1.ts1.mnet.medstroms.se",786,1995-08-11 14:04:20,"Friday"
"1.ts1.mnet.medstroms.se",363,1995-08-11 14:04:20,"Friday"
"1.ts1.mnet.medstroms.se",234,1995-08-11 14:04:20,"Friday"
"1.ts1.mnet.medstroms.se",669,1995-08-11 14:04:23,"Friday"
"1.ts2.mnet.medstroms.se",4179,1995-08-05 14:13:50,"Saturday"
"1.ts2.mnet.medstroms.se",84905,1995-08-05 14:14:00,"Saturday"
"1.ts2.mnet.medstroms.se",1204,1995-08-05 14:14:08,"Saturday"
"1.ts2.mnet.medstroms.se",1713,1995-08-05 14:14:08,"Saturday"
"1.ts2.mnet.medstroms.se",4179,1995-08-17 12:59:53,"Thursday"
"1.ts2.mnet.medstroms.se",81920,1995-08-17 13:00:17,"Thursday"
"10-dynamic-c.rotterdam.luna.net",1502,1995-07-05 02:41:32,"Wednesday"
"10-dynamic-c.rotterdam.luna.net",9630,1995-07-05 02:41:36,"Wednesday"
"10-dynamic-c.rotterdam.luna.net",786,1995-07-05 02:41:36,"Wednesday"
"10-dynamic-c.rotterdam.luna.net",1204,1995-07-05 02:41:36,"Wednesday"
"10.salc.wsu.edu",7074,1995-07-03 23:10:26,"Tuesday"
"10.salc.wsu.edu",786,1995-07-03 23:10:28,"Tuesday"
"10.salc.wsu.edu",5866,1995-07-03 23:10:28,"Tuesday"
"10.salc.wsu.edu",234,1995-07-03 23:10:28,"Tuesday"
"10.salc.wsu.edu",363,1995-07-03 23:10:29,"Tuesday"
"10.salc.wsu.edu",669,1995-07-03 23:10:31,"Tuesday"
"10.ts2.mnet.medstroms.se",98304,1995-07-04 15:28:37,"Tuesday"
"10.ts2.mnet.medstroms.se",4142,1995-07-17 09:42:56,"Monday"
"10.ts2.mnet.medstroms.se",786,1995-07-17 09:43:01,"Monday"
"10.ts2.mnet.medstroms.se",65576,1995-07-17 09:43:30,"Monday"
"10.ts2.mnet.medstroms.se",7225,1995-07-17 10:16:38,"Monday"
"10.ts2.mnet.medstroms.se",11264,1995-08-12 00:58:12,"Saturday"
"10.ts2.mnet.medstroms.se",8083,1995-08-12 00:58:14,"Saturday"
"10.ts2.mnet.medstroms.se",0,1995-08-12 00:58:18,"Saturday"
"10.ts2.mnet.medstroms.se",0,1995-08-12 00:58:18,"Saturday"
"10.ts2.mnet.medstroms.se",0,1995-08-12 00:58:20,"Saturday"
"10.ts2.mnet.medstroms.se",0,1995-08-12 00:59:30,"Saturday"
"10.ts2.mnet.medstroms.se",374,1995-08-12 00:59:31,"Saturday"
"10.ts2.mnet.medstroms.se",509,1995-08-12 00:59:32,"Saturday"
"10.ts2.mnet.medstroms.se",527,1995-08-12 00:59:33,"Saturday"
"10.ts2.mnet.medstroms.se",16197,1995-08-12 00:59:51,"Saturday"
"10.ts2.mnet.medstroms.se",116194,1995-08-12 01:00:41,"Saturday"
"10.ts2.mnet.medstroms.se",4673,1995-08-12 01:00:59,"Saturday"
"10.ts2.mnet.medstroms.se",0,1995-08-12 01:01:02,"Saturday"
"10.ts2.mnet.medstroms.se",46053,1995-08-12 01:01:07,"Saturday"
"100.144.med.umich.edu",3998,1995-07-06 11:30:48,"Thursday"
"100.144.med.umich.edu",786,1995-07-06 11:30:50,"Thursday"
"100.144.med.umich.edu",40310,1995-07-06 11:30:50,"Thursday"
"100.144.med.umich.edu",1204,1995-07-06 11:30:51,"Thursday"
"100.144.med.umich.edu",7634,1995-07-06 11:31:09,"Thursday"
"100.144.med.umich.edu",31242,1995-07-06 11:32:32,"Thursday"
"100.144.med.umich.edu",45966,1995-07-06 11:32:57,"Thursday"
"100.144.med.umich.edu",66202,1995-07-06 11:34:16,"Thursday"
"100.144.med.umich.edu",25439,1995-07-06 11:35:23,"Thursday"
"100.144.med.umich.edu",52491,1995-07-06 11:35:57,"Thursday"
"100.144.med.umich.edu",46888,1995-07-06 11:36:49,"Thursday"
"100.144.med.umich.edu",34029,1995-07-06 11:37:35,"Thursday"
"100.144.med.umich.edu",3258,1995-07-06 13:10:44,"Thursday"
"100.144.med.umich.edu",18149,1995-07-06 13:10:46,"Thursday"
"100.144.med.umich.edu",3635,1995-07-06 13:10:46,"Thursday"
"100.144.med.umich.edu",3047,1995-07-06 13:10:47,"Thursday"
"100.144.med.umich.edu",5086,1995-07-06 13:11:02,"Thursday"
"100.144.med.umich.edu",2522,1995-07-06 13:12:54,"Thursday"
"100.144.med.umich.edu",4452,1995-07-06 13:13:02,"Thursday"
"10044.geo.net",7067,1995-07-05 22:18:39,"Thursday"
"10044.geo.net",5866,1995-07-05 22:18:42,"Thursday"
"10044.geo.net",234,1995-07-05 22:18:45,"Thursday"
"10044.geo.net",786,1995-07-05 22:18:47,"Thursday"
"10044.geo.net",363,1995-07-05 22:18:48,"Thursday"
"10044.geo.net",669,1995-07-05 22:18:49,"Thursday"
"10044.geo.net",17314,1995-07-05 22:19:44,"Thursday"
"10044.geo.net",651,1995-07-05 22:19:47,"Thursday"
"10044.geo.net",1204,1995-07-05 22:19:52,"Thursday"
"10044.geo.net",3998,1995-07-06 19:58:08,"Friday"
"10044.geo.net",40310,1995-07-06 19:58:12,"Friday"
"10044.geo.net",786,1995-07-06 19:58:49,"Friday"
"10044.geo.net",7634,1995-07-06 19:59:39,"Friday"
"10044.geo.net",46888,1995-07-06 20:00:40,"Friday"
"10044.geo.net",13436,1995-07-06 20:02:50,"Friday"
"10044.geo.net",12054,1995-07-06 20:02:53,"Friday"
"10044.geo.net",1204,1995-07-06 20:03:07,"Friday"
"10044.geo.net",1713,1995-07-06 20:03:11,"Friday"
"10044.geo.net",6772,1995-07-06 20:03:39,"Friday"
"10044.geo.net",8089,1995-07-06 20:04:50,"Friday"
"10044.geo.net",4179,1995-07-06 20:04:53,"Friday"
"10044.geo.net",3635,1995-07-06 20:04:58,"Friday"
"10044.geo.net",1932,1995-07-06 20:05:00,"Friday"
"10044.geo.net",8089,1995-07-06 20:06:16,"Friday"
"10044.geo.net",2657,1995-07-06 20:06:52,"Friday"
"10044.geo.net",14977,1995-07-06 20:06:59,"Friday"
"10044.geo.net",4209,1995-07-06 20:06:59,"Friday"
"10044.geo.net",3258,1995-07-06 20:07:44,"Friday"
"10044.geo.net",18149,1995-07-06 20:07:47,"Friday"
"10044.geo.net",3047,1995-07-06 20:07:53,"Friday"
"10044.geo.net",1602,1995-07-06 20:08:09,"Friday"
"10044.geo.net",9630,1995-07-06 20:08:12,"Friday"
"10044.geo.net",28847,1995-07-06 20:08:26,"Friday"
"101.irri.cgiar.org",5998,1995-08-22 01:27:25,"Tuesday"
"101.irri.cgiar.org",3293,1995-08-22 01:27:27,"Tuesday"
"101.irri.cgiar.org",509,1995-08-22 01:27:54,"Tuesday"
"101.irri.cgiar.org",527,1995-08-22 01:27:54,"Tuesday"
"101.irri.cgiar.org",509,1995-08-22 01:27:54,"Tuesday"
"101.irri.cgiar.org",527,1995-08-22 01:27:54,"Tuesday"
"101.irri.cgiar.org",9648,1995-08-22 01:28:02,"Tuesday"
"101.irri.cgiar.org",4441,1995-08-22 01:28:05,"Tuesday"
"101.irri.cgiar.org",25218,1995-08-22 01:28:05,"Tuesday"
"101.irri.cgiar.org",13372,1995-08-22 01:28:05,"Tuesday"
"101.irri.cgiar.org",1204,1995-08-22 01:28:05,"Tuesday"
"101.irri.cgiar.org",363,1995-08-22 01:28:07,"Tuesday"
"101.irri.cgiar.org",234,1995-08-22 01:28:08,"Tuesday"
"101.irri.cgiar.org",669,1995-08-22 01:28:10,"Tuesday"
"103.135.med.umich.edu",4209,1995-07-25 06:42:39,"Tuesday"
"103.135.med.umich.edu",13583,1995-07-25 06:42:42,"Tuesday"
"103.135.med.umich.edu",2676,1995-07-25 06:58:06,"Tuesday"
"103.135.med.umich.edu",3635,1995-07-25 06:58:08,"Tuesday"
"103.135.med.umich.edu",3260,1995-07-25 06:59:17,"Tuesday"
"103.135.med.umich.edu",18149,1995-07-25 06:59:19,"Tuesday"
"103.135.med.umich.edu",1204,1995-07-25 06:59:19,"Tuesday"
"103.135.med.umich.edu",1173,1995-07-25 06:59:19,"Tuesday"
"1032015.ksc.nasa.gov",7067,1995-07-10 08:18:10,"Monday"
"1032015.ksc.nasa.gov",5866,1995-07-10 08:18:11,"Monday"
"1032015.ksc.nasa.gov",786,1995-07-10 08:18:11,"Monday"
"1032015.ksc.nasa.gov",363,1995-07-10 08:18:12,"Monday"
"1032015.ksc.nasa.gov",234,1995-07-10 08:18:12,"Monday"
"1032015.ksc.nasa.gov",669,1995-07-10 08:18:12,"Monday"
"1032015.ksc.nasa.gov",7067,1995-07-10 09:55:58,"Monday"
"1032015.ksc.nasa.gov",5866,1995-07-10 09:55:59,"Monday"
"1032015.ksc.nasa.gov",786,1995-07-10 09:56:00,"Monday"
"1032015.ksc.nasa.gov",363,1995-07-10 09:56:00,"Monday"
"1032015.ksc.nasa.gov",234,1995-07-10 09:56:00,"Monday"
"1032015.ksc.nasa.gov",669,1995-07-10 09:56:00,"Monday"
"1032015.ksc.nasa.gov",7067,1995-07-10 10:27:46,"Monday"
"1032015.ksc.nasa.gov",5866,1995-07-10 10:27:47,"Monday"
"1032015.ksc.nasa.gov",786,1995-07-10 10:27:47,"Monday"
"1032015.ksc.nasa.gov",363,1995-07-10 10:27:48,"Monday"
"1032015.ksc.nasa.gov",234,1995-07-10 10:27:48,"Monday"
"1032015.ksc.nasa.gov",669,1995-07-10 10:27:48,"Monday"
"1032015.ksc.nasa.gov",7067,1995-07-10 10:56:39,"Monday"
"1032015.ksc.nasa.gov",5866,1995-07-10 10:56:40,"Monday"
"1032015.ksc.nasa.gov",786,1995-07-10 10:56:40,"Monday"
"1032015.ksc.nasa.gov",363,1995-07-10 10:56:41,"Monday"
"1032015.ksc.nasa.gov",234,1995-07-10 10:56:41,"Monday"
"1032015.ksc.nasa.gov",669,1995-07-10 10:56:41,"Monday"
"1032015.ksc.nasa.gov",7067,1995-07-10 11:27:24,"Monday"
"1032015.ksc.nasa.gov",5866,1995-07-10 11:27:25,"Monday"
"1032015.ksc.nasa.gov",786,1995-07-10 11:27:26,"Monday"
"1032015.ksc.nasa.gov",363,1995-07-10 11:27:26,"Monday"
"1032015.ksc.nasa.gov",234,1995-07-10 11:27:26,"Monday"
"1032015.ksc.nasa.gov",669,1995-07-10 11:27:27,"Monday"
"1032015.ksc.nasa.gov",7067,1995-07-11 05:20:56,"Tuesday"
"1032015.ksc.nasa.gov",5866,1995-07-11 05:20:58,"Tuesday"
"1032015.ksc.nasa.gov",786,1995-07-11 05:21:01,"Tuesday"
"1032015.ksc.nasa.gov",363,1995-07-11 05:21:01,"Tuesday"
"1032015.ksc.nasa.gov",234,1995-07-11 05:21:02,"Tuesday"
"1032015.ksc.nasa.gov",669,1995-07-11 05:21:02,"Tuesday"
"1032015.ksc.nasa.gov",7067,1995-07-11 05:48:37,"Tuesday"
"1032015.ksc.nasa.gov",5866,1995-07-11 05:48:37,"Tuesday"
"1032015.ksc.nasa.gov",786,1995-07-11 05:48:38,"Tuesday"
"1032015.ksc.nasa.gov",363,1995-07-11 05:48:38,"Tuesday"
"1032015.ksc.nasa.gov",234,1995-07-11 05:48:38,"Tuesday"
"1032015.ksc.nasa.gov",669,1995-07-11 05:48:39,"Tuesday"
"1032015.ksc.nasa.gov",7067,1995-07-11 06:21:59,"Tuesday"
"1032015.ksc.nasa.gov",5866,1995-07-11 06:22:01,"Tuesday"
"1032015.ksc.nasa.gov",786,1995-07-11 06:22:04,"Tuesday"
"1032015.ksc.nasa.gov",363,1995-07-11 06:22:04,"Tuesday"
"1032015.ksc.nasa.gov",234,1995-07-11 06:22:04,"Tuesday"
"1032015.ksc.nasa.gov",669,1995-07-11 06:22:04,"Tuesday"
"1032015.ksc.nasa.gov",7062,1995-07-11 13:45:44,"Tuesday"
"1032015.ksc.nasa.gov",5866,1995-07-11 13:45:45,"Tuesday"
"1032015.ksc.nasa.gov",786,1995-07-11 13:45:47,"Tuesday"
"1032015.ksc.nasa.gov",363,1995-07-11 13:45:47,"Tuesday"
"1032015.ksc.nasa.gov",234,1995-07-11 13:45:47,"Tuesday"
"1032015.ksc.nasa.gov",669,1995-07-11 13:45:47,"Tuesday"
"1032015.ksc.nasa.gov",7062,1995-07-11 13:52:16,"Tuesday"
"1032015.ksc.nasa.gov",5866,1995-07-11 13:52:16,"Tuesday"
"1032015.ksc.nasa.gov",786,1995-07-11 13:52:17,"Tuesday"
"1032015.ksc.nasa.gov",363,1995-07-11 13:52:17,"Tuesday"
"1032015.ksc.nasa.gov",234,1995-07-11 13:52:17,"Tuesday"
"1032015.ksc.nasa.gov",669,1995-07-11 13:52:18,"Tuesday"
"1032015.ksc.nasa.gov",7062,1995-07-11 13:57:39,"Tuesday"
"1032015.ksc.nasa.gov",5866,1995-07-11 13:57:39,"Tuesday"
"1032015.ksc.nasa.gov",786,1995-07-11 13:57:40,"Tuesday"
"1032015.ksc.nasa.gov",234,1995-07-11 14:00:05,"Tuesday"
"1032015.ksc.nasa.gov",669,1995-07-11 14:00:06,"Tuesday"
"1032015.ksc.nasa.gov",7062,1995-07-11 14:02:49,"Tuesday"
"1032015.ksc.nasa.gov",5866,1995-07-11 14:02:49,"Tuesday"
"1032015.ksc.nasa.gov",786,1995-07-11 14:02:50,"Tuesday"
"1032015.ksc.nasa.gov",363,1995-07-11 14:02:50,"Tuesday"
"1032015.ksc.nasa.gov",234,1995-07-11 14:02:50,"Tuesday"
"1032015.ksc.nasa.gov",669,1995-07-11 14:02:50,"Tuesday"
"1032015.ksc.nasa.gov",7062,1995-07-13 15:22:22,"Thursday"
"1032015.ksc.nasa.gov",5866,1995-07-13 15:22:23,"Thursday"
"1032015.ksc.nasa.gov",786,1995-07-13 15:22:24,"Thursday"
"1032015.ksc.nasa.gov",363,1995-07-13 15:22:24,"Thursday"
"1032015.ksc.nasa.gov",234,1995-07-13 15:22:24,"Thursday"
"1032015.ksc.nasa.gov",669,1995-07-13 15:22:24,"Thursday"
"1032015.ksc.nasa.gov",7071,1995-07-14 06:01:19,"Friday"
"1032015.ksc.nasa.gov",5866,1995-07-14 06:01:20,"Friday"
"1032015.ksc.nasa.gov",786,1995-07-14 06:01:20,"Friday"
"1032015.ksc.nasa.gov",363,1995-07-14 06:01:21,"Friday"
"1032015.ksc.nasa.gov",234,1995-07-14 06:01:21,"Friday"
"1032015.ksc.nasa.gov",669,1995-07-14 06:01:21,"Friday"
"1032015.ksc.nasa.gov",7071,1995-07-14 07:27:45,"Friday"
"1032015.ksc.nasa.gov",5866,1995-07-14 07:27:46,"Friday"
"1032015.ksc.nasa.gov",786,1995-07-14 07:27:47,"Friday"
"1032015.ksc.nasa.gov",363,1995-07-14 07:27:47,"Friday"
"1032015.ksc.nasa.gov",234,1995-07-14 07:27:47,"Friday"
"1032015.ksc.nasa.gov",669,1995-07-14 07:27:47,"Friday"
"1032015.ksc.nasa.gov",7131,1995-08-11 06:40:02,"Friday"
"1032015.ksc.nasa.gov",5866,1995-08-11 06:40:02,"Friday"
"1032015.ksc.nasa.gov",786,1995-08-11 06:40:03,"Friday"
"1032015.ksc.nasa.gov",363,1995-08-11 06:40:03,"Friday"
"1032015.ksc.nasa.gov",234,1995-08-11 06:40:04,"Friday"
"1032015.ksc.nasa.gov",669,1995-08-11 06:40:04,"Friday"
"1032015.ksc.nasa.gov",7131,1995-08-14 06:49:09,"Monday"
"1032015.ksc.nasa.gov",5866,1995-08-14 06:49:10,"Monday"
"1032015.ksc.nasa.gov",786,1995-08-14 06:49:11,"Monday"
"1032015.ksc.nasa.gov",363,1995-08-14 06:49:12,"Monday"
"1032015.ksc.nasa.gov",234,1995-08-14 06:49:12,"Monday"
"1032015.ksc.nasa.gov",669,1995-08-14 06:49:12,"Monday"
"1032015.ksc.nasa.gov",7131,1995-08-14 11:18:09,"Monday"
"1032015.ksc.nasa.gov",5866,1995-08-14 11:18:10,"Monday"
"1032015.ksc.nasa.gov",786,1995-08-14 11:18:10,"Monday"
"1032015.ksc.nasa.gov",363,1995-08-14 11:18:11,"Monday"
"1032015.ksc.nasa.gov",234,1995-08-14 11:18:11,"Monday"
"1032015.ksc.nasa.gov",669,1995-08-14 11:18:11,"Monday"
"1032015.ksc.nasa.gov",7131,1995-08-14 12:23:42,"Monday"
"1032015.ksc.nasa.gov",5866,1995-08-14 12:23:43,"Monday"
"1032015.ksc.nasa.gov",786,1995-08-14 12:23:43,"Monday"
"1032015.ksc.nasa.gov",363,1995-08-14 12:23:43,"Monday"
"1032015.ksc.nasa.gov",234,1995-08-14 12:23:44,"Monday"
"1032015.ksc.nasa.gov",669,1995-08-14 12:23:44,"Monday"
"1032015.ksc.nasa.gov",7131,1995-08-14 13:36:28,"Monday"
"1032015.ksc.nasa.gov",5866,1995-08-14 13:36:29,"Monday"
"1032015.ksc.nasa.gov",786,1995-08-14 13:36:29,"Monday"
"1032015.ksc.nasa.gov",363,1995-08-14 13:36:29,"Monday"
"1032015.ksc.nasa.gov",234,1995-08-14 13:36:30,"Monday"
"1032015.ksc.nasa.gov",669,1995-08-14 13:36:30,"Monday"
"1032015.ksc.nasa.gov",7131,1995-08-14 14:06:40,"Monday"
"1032015.ksc.nasa.gov",5866,1995-08-14 14:06:41,"Monday"
"1032015.ksc.nasa.gov",786,1995-08-14 14:06:42,"Monday"
"1032015.ksc.nasa.gov",363,1995-08-14 14:06:42,"Monday"
"1032015.ksc.nasa.gov",234,1995-08-14 14:06:42,"Monday"
"1032015.ksc.nasa.gov",669,1995-08-14 14:06:43,"Monday"
"1032015.ksc.nasa.gov",7131,1995-08-15 10:16:10,"Tuesday"
"1032015.ksc.nasa.gov",5866,1995-08-15 10:16:10,"Tuesday"
"1032015.ksc.nasa.gov",786,1995-08-15 10:16:11,"Tuesday"
"1032015.ksc.nasa.gov",363,1995-08-15 10:16:12,"Tuesday"
"1032015.ksc.nasa.gov",234,1995-08-15 10:16:12,"Tuesday"
"1032015.ksc.nasa.gov",669,1995-08-15 10:16:12,"Tuesday"
"1032015.ksc.nasa.gov",7131,1995-08-15 10:57:18,"Tuesday"
"1032015.ksc.nasa.gov",5866,1995-08-15 10:57:19,"Tuesday"
"1032015.ksc.nasa.gov",786,1995-08-15 10:57:19,"Tuesday"
"1032015.ksc.nasa.gov",363,1995-08-15 10:57:20,"Tuesday"
"1032015.ksc.nasa.gov",234,1995-08-15 10:57:20,"Tuesday"
"1032015.ksc.nasa.gov",669,1995-08-15 10:57:20,"Tuesday"
"1032015.ksc.nasa.gov",7131,1995-08-16 13:29:13,"Wednesday"
"1032015.ksc.nasa.gov",5866,1995-08-16 13:29:14,"Wednesday"
"1032015.ksc.nasa.gov",786,1995-08-16 13:29:14,"Wednesday"
"1032015.ksc.nasa.gov",363,1995-08-16 13:29:14,"Wednesday"
"1032015.ksc.nasa.gov",234,1995-08-16 13:29:15,"Wednesday"
"1032015.ksc.nasa.gov",669,1995-08-16 13:29:15,"Wednesday"
"1032015.ksc.nasa.gov",7131,1995-08-17 05:35:46,"Thursday"
"1032015.ksc.nasa.gov",5866,1995-08-17 05:35:47,"Thursday"
"1032015.ksc.nasa.gov",786,1995-08-17 05:35:48,"Thursday"
"1032015.ksc.nasa.gov",363,1995-08-17 05:35:48,"Thursday"
"1032015.ksc.nasa.gov",234,1995-08-17 05:35:48,"Thursday"
"1032015.ksc.nasa.gov",669,1995-08-17 05:35:49,"Thursday"
"1032015.ksc.nasa.gov",7131,1995-08-17 12:49:57,"Thursday"
"1032015.ksc.nasa.gov",5866,1995-08-17 12:49:58,"Thursday"
"1032015.ksc.nasa.gov",786,1995-08-17 12:49:58,"Thursday"
"1032015.ksc.nasa.gov",363,1995-08-17 12:49:59,"Thursday"
"1032015.ksc.nasa.gov",234,1995-08-17 12:49:59,"Thursday"
"1032015.ksc.nasa.gov",669,1995-08-17 12:49:59,"Thursday"
"1032015.ksc.nasa.gov",7131,1995-08-18 08:32:47,"Friday"
"1032015.ksc.nasa.gov",5866,1995-08-18 08:32:48,"Friday"
"1032015.ksc.nasa.gov",786,1995-08-18 08:32:48,"Friday"
"1032015.ksc.nasa.gov",363,1995-08-18 08:32:49,"Friday"
"1032015.ksc.nasa.gov",234,1995-08-18 08:32:49,"Friday"
"1032015.ksc.nasa.gov",669,1995-08-18 08:32:49,"Friday"
"1032015.ksc.nasa.gov",7131,1995-08-18 10:07:58,"Friday"
"1032015.ksc.nasa.gov",5866,1995-08-18 10:07:58,"Friday"
"1032015.ksc.nasa.gov",786,1995-08-18 10:07:59,"Friday"
"1032015.ksc.nasa.gov",363,1995-08-18 10:07:59,"Friday"
"1032015.ksc.nasa.gov",234,1995-08-18 10:07:59,"Friday"
"1032015.ksc.nasa.gov",669,1995-08-18 10:08:00,"Friday"
"1032015.ksc.nasa.gov",7011,1995-08-22 07:05:05,"Tuesday"
"1032015.ksc.nasa.gov",5866,1995-08-22 07:05:06,"Tuesday"
