"host","bytes","date","time","day"
"120.233.med.umich.edu",0,235,11,"Wednesday"
"120.233.med.umich.edu",127045,235,11,"Wednesday"
"120.33.med.umich.edu",18556,215,10,"Thursday"
"120.33.med.umich.edu",4209,215,10,"Thursday"
"120.33.med.umich.edu",3635,215,10,"Thursday"
"120.33.med.umich.edu",12859,215,10,"Thursday"
"120.33.med.umich.edu",7008,215,10,"Thursday"
"120.33.med.umich.edu",13116,215,10,"Thursday"
"120.33.med.umich.edu",2537,215,10,"Thursday"
"120.33.med.umich.edu",2653,215,10,"Thursday"
"120.33.med.umich.edu",28426,215,10,"Thursday"
"120.33.med.umich.edu",3723,215,10,"Thursday"
"120.33.med.umich.edu",786,215,10,"Thursday"
"120.33.med.umich.edu",1204,215,10,"Thursday"
"120.33.med.umich.edu",39017,215,10,"Thursday"
"120cc-pc-11.cl.msu.edu",3635,222,18,"Thursday"
"120cc-pc-11.cl.msu.edu",3938,222,18,"Thursday"
"120cc-pc-11.cl.msu.edu",84905,222,18,"Thursday"
"13.dn258-lab.marist.edu",8677,215,8,"Thursday"
"13.dn258-lab.marist.edu",11853,215,8,"Thursday"
"13.dn258-lab.marist.edu",786,215,8,"Thursday"
"13.dn258-lab.marist.edu",1204,215,8,"Thursday"
"13.dn258-lab.marist.edu",11175,215,8,"Thursday"
"13.dn258-lab.marist.edu",44877,215,8,"Thursday"
"13.dn258-lab.marist.edu",3635,215,8,"Thursday"
"13.dn258-lab.marist.edu",4209,215,8,"Thursday"
"13.dn258-lab.marist.edu",2653,215,8,"Thursday"
"13.dn258-lab.marist.edu",28426,215,8,"Thursday"
"13.dn258-lab.marist.edu",2537,215,8,"Thursday"
"13.dn258-lab.marist.edu",3260,215,8,"Thursday"
"13.dn258-lab.marist.edu",18149,215,8,"Thursday"
"13.dn258-lab.marist.edu",1173,215,8,"Thursday"
"13.dn258-lab.marist.edu",67171,215,8,"Thursday"
"13.dn258-lab.marist.edu",1602,215,8,"Thursday"
"13.dn258-lab.marist.edu",9630,215,8,"Thursday"
"13.dn258-lab.marist.edu",26990,215,8,"Thursday"
"131.115.med.umich.edu",3985,184,11,"Monday"
"131.115.med.umich.edu",40310,184,11,"Monday"
"131.115.med.umich.edu",786,184,11,"Monday"
"131.115.med.umich.edu",1204,184,11,"Monday"
"131.115.med.umich.edu",7634,184,11,"Monday"
"132.130.med.umich.edu",7034,217,21,"Saturday"
"132.130.med.umich.edu",5866,217,21,"Saturday"
"132.130.med.umich.edu",786,217,21,"Saturday"
"132.130.med.umich.edu",363,217,21,"Saturday"
"132.130.med.umich.edu",234,217,21,"Saturday"
"132.130.med.umich.edu",669,217,21,"Saturday"
"132.130.med.umich.edu",4673,217,21,"Saturday"
"132.130.med.umich.edu",1204,217,21,"Saturday"
"132.130.med.umich.edu",46053,217,21,"Saturday"
"132.130.med.umich.edu",1589,217,21,"Saturday"
"132.130.med.umich.edu",8083,217,21,"Saturday"
"132.130.med.umich.edu",1097728,217,21,"Saturday"
"132.130.med.umich.edu",1121554,217,21,"Saturday"
"132.130.med.umich.edu",1121554,217,21,"Saturday"
"132.130.med.umich.edu",81920,217,21,"Saturday"
"132.130.med.umich.edu",96265,217,21,"Saturday"
"135.144.med.umich.edu",3635,200,8,"Wednesday"
"135.144.med.umich.edu",263,200,8,"Wednesday"
"135.144.med.umich.edu",71654,200,8,"Wednesday"
"135.144.med.umich.edu",36902,200,8,"Wednesday"
"135.144.med.umich.edu",28219,200,8,"Wednesday"
"135.144.med.umich.edu",55666,200,8,"Wednesday"
"135.144.med.umich.edu",7071,200,8,"Wednesday"
"135.144.med.umich.edu",5866,200,8,"Wednesday"
"135.144.med.umich.edu",234,200,8,"Wednesday"
"135.144.med.umich.edu",786,200,8,"Wednesday"
"135.144.med.umich.edu",363,200,8,"Wednesday"
"135.144.med.umich.edu",669,200,8,"Wednesday"
"135.144.med.umich.edu",15825,200,9,"Wednesday"
"135.144.med.umich.edu",5026,200,9,"Wednesday"
"135.144.med.umich.edu",1204,200,9,"Wednesday"
"135.144.med.umich.edu",85936,200,9,"Wednesday"
"135.144.med.umich.edu",1713,200,9,"Wednesday"
"135.144.med.umich.edu",1173,200,9,"Wednesday"
"135.144.med.umich.edu",1204,200,9,"Wednesday"
"135.144.med.umich.edu",92476,200,9,"Wednesday"
"135.144.med.umich.edu",1602,200,9,"Wednesday"
"135.144.med.umich.edu",9630,200,9,"Wednesday"
"135.144.med.umich.edu",20100,205,10,"Monday"
"135.144.med.umich.edu",5978,205,10,"Monday"
"135.144.med.umich.edu",1204,205,10,"Monday"
"135.144.med.umich.edu",1713,205,10,"Monday"
"135.144.med.umich.edu",1173,205,10,"Monday"
"135.144.med.umich.edu",6849,205,10,"Monday"
"135.144.med.umich.edu",4179,205,10,"Monday"
"135.144.med.umich.edu",3635,205,10,"Monday"
"135.144.med.umich.edu",1932,205,10,"Monday"
"135.144.med.umich.edu",1204,205,10,"Monday"
"135.144.med.umich.edu",1713,205,10,"Monday"
"135.144.med.umich.edu",1173,205,10,"Monday"
"144.76.med.umich.edu",90755,235,11,"Wednesday"
"144.76.med.umich.edu",1204,235,11,"Wednesday"
"144.76.med.umich.edu",891,235,11,"Wednesday"
"144.76.med.umich.edu",30067,235,11,"Wednesday"
"144.76.med.umich.edu",79088,235,11,"Wednesday"
"144.76.med.umich.edu",136804,235,11,"Wednesday"
"144.76.med.umich.edu",45632,235,11,"Wednesday"
"144.76.med.umich.edu",4179,235,11,"Wednesday"
"144.76.med.umich.edu",84905,235,11,"Wednesday"
"144.76.med.umich.edu",1713,235,11,"Wednesday"
"144.76.med.umich.edu",81920,235,11,"Wednesday"
"144.76.med.umich.edu",71655,235,11,"Wednesday"
"144.76.med.umich.edu",36902,235,11,"Wednesday"
"144.76.med.umich.edu",28219,235,11,"Wednesday"
"144.76.med.umich.edu",49152,235,11,"Wednesday"
"144.76.med.umich.edu",71655,235,11,"Wednesday"
"144.76.med.umich.edu",28219,235,11,"Wednesday"
"144.76.med.umich.edu",36902,235,11,"Wednesday"
"144.76.med.umich.edu",55666,235,11,"Wednesday"
"144.76.med.umich.edu",49553,235,11,"Wednesday"
"144.76.med.umich.edu",42732,235,11,"Wednesday"
"144.76.med.umich.edu",8089,235,11,"Wednesday"
"144.76.med.umich.edu",4179,235,11,"Wednesday"
"144.76.med.umich.edu",1932,235,11,"Wednesday"
"144.76.med.umich.edu",3635,235,11,"Wednesday"
"144.76.med.umich.edu",9732,235,11,"Wednesday"
"144.76.med.umich.edu",25257,235,11,"Wednesday"
"144.76.med.umich.edu",2582,235,11,"Wednesday"
"144.76.med.umich.edu",2732,235,11,"Wednesday"
"144.76.med.umich.edu",14977,235,11,"Wednesday"
"144.76.med.umich.edu",4209,235,11,"Wednesday"
"144.76.med.umich.edu",2653,235,11,"Wednesday"
"144.76.med.umich.edu",28426,235,11,"Wednesday"
"144.76.med.umich.edu",2537,235,11,"Wednesday"
"144.76.med.umich.edu",3826,235,11,"Wednesday"
"144.76.med.umich.edu",786,235,11,"Wednesday"
"144.76.med.umich.edu",39017,235,11,"Wednesday"
"144.76.med.umich.edu",6898,235,11,"Wednesday"
"150.156.med.umich.edu",4179,243,9,"Thursday"
"150.156.med.umich.edu",84905,243,9,"Thursday"
"150.156.med.umich.edu",47145,243,9,"Thursday"
"150.156.med.umich.edu",35540,243,9,"Thursday"
"150.156.med.umich.edu",74267,243,9,"Thursday"
"150.156.med.umich.edu",209976,243,9,"Thursday"
"150.156.med.umich.edu",1204,243,9,"Thursday"
"150.156.med.umich.edu",891,243,9,"Thursday"
"150.156.med.umich.edu",20327,243,9,"Thursday"
"150.156.med.umich.edu",35624,243,9,"Thursday"
"150.156.med.umich.edu",36098,243,9,"Thursday"
"150.156.med.umich.edu",79791,243,9,"Thursday"
"150.156.med.umich.edu",49553,243,9,"Thursday"
"150.156.med.umich.edu",42732,243,9,"Thursday"
"153.138.med.umich.edu",9867,186,8,"Wednesday"
"153.138.med.umich.edu",25218,186,8,"Wednesday"
"153.138.med.umich.edu",4441,186,8,"Wednesday"
"153.138.med.umich.edu",1414,186,8,"Wednesday"
"153.138.med.umich.edu",13372,186,8,"Wednesday"
"153.138.med.umich.edu",1204,186,8,"Wednesday"
"153.138.med.umich.edu",669,186,8,"Wednesday"
"153.138.med.umich.edu",363,186,8,"Wednesday"
"153.138.med.umich.edu",234,186,8,"Wednesday"
"16.dn258-lab.marist.edu",28847,206,8,"Tuesday"
"166.233.med.umich.edu",18556,235,10,"Wednesday"
"166.233.med.umich.edu",12859,235,10,"Wednesday"
"166.233.med.umich.edu",3635,235,10,"Wednesday"
"166.233.med.umich.edu",4209,235,10,"Wednesday"
"166.233.med.umich.edu",1583,235,11,"Wednesday"
"166.233.med.umich.edu",1157,235,11,"Wednesday"
"166.233.med.umich.edu",509,235,11,"Wednesday"
"166.233.med.umich.edu",527,235,11,"Wednesday"
"166.233.med.umich.edu",530,235,11,"Wednesday"
"166.233.med.umich.edu",1732,235,11,"Wednesday"
"166.233.med.umich.edu",527,235,11,"Wednesday"
"166.233.med.umich.edu",509,235,11,"Wednesday"
"166.233.med.umich.edu",1157,235,11,"Wednesday"
"166.233.med.umich.edu",127045,235,11,"Wednesday"
"171-65.champlain.edu",3260,193,13,"Wednesday"
"171-65.champlain.edu",18149,193,13,"Wednesday"
"171-65.champlain.edu",1173,193,13,"Wednesday"
"171-65.champlain.edu",1204,193,13,"Wednesday"
"171-65.champlain.edu",1602,193,13,"Wednesday"
"171-65.champlain.edu",9630,193,13,"Wednesday"
"171-65.champlain.edu",786,193,13,"Wednesday"
"171-65.champlain.edu",18114,198,6,"Monday"
"171-65.champlain.edu",12859,198,6,"Monday"
"171-65.champlain.edu",3635,198,6,"Monday"
"171-65.champlain.edu",4209,198,6,"Monday"
"171-65.champlain.edu",1583,198,6,"Monday"
"171-65.champlain.edu",2727,200,9,"Wednesday"
"171-65.champlain.edu",4109,200,9,"Wednesday"
"171-65.champlain.edu",5679,200,9,"Wednesday"
"171-65.champlain.edu",3635,200,9,"Wednesday"
"171-65.champlain.edu",15528,200,9,"Wednesday"
"171-65.champlain.edu",5878,200,9,"Wednesday"
"171-65.champlain.edu",1087,200,9,"Wednesday"
"172-65.champlain.edu",3260,193,13,"Wednesday"
"172-65.champlain.edu",18149,193,13,"Wednesday"
"172-65.champlain.edu",1204,193,13,"Wednesday"
"172-65.champlain.edu",1173,193,13,"Wednesday"
"172-65.champlain.edu",3260,194,14,"Thursday"
"172-65.champlain.edu",18149,194,14,"Thursday"
"172-65.champlain.edu",1204,194,14,"Thursday"
"172-65.champlain.edu",1173,194,14,"Thursday"
"172-65.champlain.edu",18114,194,14,"Thursday"
"172-65.champlain.edu",12859,194,14,"Thursday"
"172-65.champlain.edu",4209,194,14,"Thursday"
"172-65.champlain.edu",3635,194,14,"Thursday"
"172-65.champlain.edu",1583,194,14,"Thursday"
"172-65.champlain.edu",945,194,14,"Thursday"
"172-65.champlain.edu",509,194,14,"Thursday"
"172-65.champlain.edu",530,194,14,"Thursday"
"172-65.champlain.edu",527,194,14,"Thursday"
"172-65.champlain.edu",49152,194,14,"Thursday"
"172-65.champlain.edu",1851,194,14,"Thursday"
"172-65.champlain.edu",509,194,14,"Thursday"
"172-65.champlain.edu",1732,194,14,"Thursday"
"172-65.champlain.edu",509,194,14,"Thursday"
"172-65.champlain.edu",101267,194,14,"Thursday"
"172-65.champlain.edu",59520,194,14,"Thursday"
"172-65.champlain.edu",11175,194,14,"Thursday"
"172-65.champlain.edu",41397,194,14,"Thursday"
"172-65.champlain.edu",3260,194,14,"Thursday"
"172-65.champlain.edu",1204,194,14,"Thursday"
"172-65.champlain.edu",1173,194,14,"Thursday"
"172-65.champlain.edu",18149,194,14,"Thursday"
"172-65.champlain.edu",11175,194,14,"Thursday"
"172-65.champlain.edu",41397,194,14,"Thursday"
"172-65.champlain.edu",3635,194,14,"Thursday"
"172-65.champlain.edu",4209,194,14,"Thursday"
"172-65.champlain.edu",1457,194,14,"Thursday"
"172-65.champlain.edu",509,194,14,"Thursday"
"172-65.champlain.edu",527,194,14,"Thursday"
"172-65.champlain.edu",509,194,14,"Thursday"
"172-65.champlain.edu",3260,227,16,"Tuesday"
"172-65.champlain.edu",18149,227,16,"Tuesday"
"172-65.champlain.edu",1204,227,16,"Tuesday"
"172-65.champlain.edu",1173,227,16,"Tuesday"
"177.183.med.umich.edu",4673,226,9,"Monday"
"177.183.med.umich.edu",786,226,9,"Monday"
"177.183.med.umich.edu",1204,226,9,"Monday"
"177.183.med.umich.edu",46053,226,9,"Monday"
"177.183.med.umich.edu",3714,226,9,"Monday"
"177.183.med.umich.edu",13994,226,9,"Monday"
"177.183.med.umich.edu",4665,226,9,"Monday"
"177.183.med.umich.edu",69067,226,9,"Monday"
"177.183.med.umich.edu",16197,226,9,"Monday"
"177.183.med.umich.edu",71655,226,9,"Monday"
"177.183.med.umich.edu",28219,226,9,"Monday"
"177.183.med.umich.edu",36902,226,9,"Monday"
"177.183.med.umich.edu",55666,226,9,"Monday"
"177.183.med.umich.edu",891,226,9,"Monday"
"177.183.med.umich.edu",2443,226,9,"Monday"
"177.183.med.umich.edu",29717,226,9,"Monday"
"178.36.med.umich.edu",3977,219,7,"Monday"
"178.36.med.umich.edu",11473,219,7,"Monday"
"178.36.med.umich.edu",786,219,7,"Monday"
"178.36.med.umich.edu",1204,219,7,"Monday"
"179x1.phy.ohiou.edu",9867,185,10,"Tuesday"
"179x1.phy.ohiou.edu",25218,185,10,"Tuesday"
"181.36.med.umich.edu",3985,182,12,"Saturday"
"181.36.med.umich.edu",40310,182,12,"Saturday"
"181.36.med.umich.edu",786,182,12,"Saturday"
"181.36.med.umich.edu",1204,182,12,"Saturday"
"181.36.med.umich.edu",7634,182,12,"Saturday"
"181.36.med.umich.edu",4538,182,12,"Saturday"
"181.36.med.umich.edu",74943,182,12,"Saturday"
"181.36.med.umich.edu",543,182,12,"Saturday"
"181.36.med.umich.edu",3985,182,12,"Saturday"
"186-65.champlain.edu",3260,203,20,"Saturday"
"186-65.champlain.edu",18149,203,20,"Saturday"
"186-65.champlain.edu",1204,203,20,"Saturday"
"186-65.champlain.edu",1173,203,20,"Saturday"
"186-65.champlain.edu",11175,203,20,"Saturday"
"186-65.champlain.edu",41397,203,20,"Saturday"
"186-65.champlain.edu",3635,203,20,"Saturday"
"186-65.champlain.edu",4209,203,20,"Saturday"
"186-65.champlain.edu",1457,203,20,"Saturday"
"186-65.champlain.edu",509,203,20,"Saturday"
"186-65.champlain.edu",527,203,20,"Saturday"
"186-65.champlain.edu",509,203,20,"Saturday"
"186-65.champlain.edu",530,203,20,"Saturday"
"191.232.med.umich.edu",9866,219,12,"Monday"
"191.232.med.umich.edu",25218,219,12,"Monday"
"191.232.med.umich.edu",1414,219,12,"Monday"
"191.232.med.umich.edu",4441,219,12,"Monday"
"191.232.med.umich.edu",13372,219,12,"Monday"
"191.232.med.umich.edu",1204,219,12,"Monday"
"191.232.med.umich.edu",363,219,12,"Monday"
"191.232.med.umich.edu",234,219,12,"Monday"
"191.232.med.umich.edu",669,219,12,"Monday"
"198.40.16.108.artic.edu",11175,198,11,"Monday"
"198.40.16.108.artic.edu",41397,198,11,"Monday"
"198.40.16.108.artic.edu",3635,198,11,"Monday"
"198.40.16.108.artic.edu",7008,198,11,"Monday"
"198.40.16.108.artic.edu",13116,198,11,"Monday"
"198.40.16.108.artic.edu",2537,198,11,"Monday"
"198.40.16.108.artic.edu",3635,198,11,"Monday"
"198.40.16.108.artic.edu",4209,198,11,"Monday"
"198.40.16.108.artic.edu",2653,198,11,"Monday"
"198.40.16.108.artic.edu",28426,198,11,"Monday"
"198.40.16.108.artic.edu",6922,198,11,"Monday"
"198.40.16.108.artic.edu",11417,198,11,"Monday"
"198.40.16.108.artic.edu",1932,198,11,"Monday"
"198.40.16.108.artic.edu",2178,198,11,"Monday"
"198.40.16.108.artic.edu",1204,198,11,"Monday"
"198.40.16.108.artic.edu",16966,198,11,"Monday"
"198.40.16.108.artic.edu",786,198,11,"Monday"
"198.40.16.108.artic.edu",6849,198,11,"Monday"
"198.40.16.108.artic.edu",4179,198,11,"Monday"
"198.40.17.225.artic.edu",46033,240,12,"Monday"
"198.40.17.225.artic.edu",1204,240,12,"Monday"
"198.40.17.225.artic.edu",891,240,12,"Monday"
"198.40.17.225.artic.edu",46033,240,12,"Monday"
"198.40.17.225.artic.edu",46033,240,12,"Monday"
"198.40.17.225.artic.edu",46033,240,12,"Monday"
"198.40.17.225.artic.edu",3635,240,12,"Monday"
"198.40.17.225.artic.edu",3938,240,12,"Monday"
"198.40.22.127.artic.edu",8677,184,12,"Monday"
"198.40.22.127.artic.edu",11853,184,12,"Monday"
"198.40.22.127.artic.edu",786,184,12,"Monday"
"198.40.22.127.artic.edu",1204,184,12,"Monday"
"198.40.22.127.artic.edu",8678,201,6,"Thursday"
"198.40.22.127.artic.edu",11853,201,6,"Thursday"
"198.40.22.127.artic.edu",1204,201,6,"Thursday"
"198.40.22.127.artic.edu",786,201,6,"Thursday"
"198.40.22.127.artic.edu",16020,201,6,"Thursday"
"198.40.22.127.artic.edu",5026,201,6,"Thursday"
"198.40.22.127.artic.edu",1173,201,6,"Thursday"
"198.40.22.127.artic.edu",1713,201,6,"Thursday"
"198.40.22.127.artic.edu",6849,201,6,"Thursday"
"198.40.22.127.artic.edu",4179,201,6,"Thursday"
"198.40.22.127.artic.edu",3635,201,6,"Thursday"
"198.40.22.127.artic.edu",1932,201,6,"Thursday"
"198.40.22.127.artic.edu",7008,201,6,"Thursday"
"198.40.22.127.artic.edu",13116,201,6,"Thursday"
"198.40.22.127.artic.edu",2537,201,6,"Thursday"
"198.40.22.127.artic.edu",7071,201,6,"Thursday"
"198.40.22.127.artic.edu",363,201,6,"Thursday"
"198.40.22.127.artic.edu",669,201,6,"Thursday"
"198.40.22.127.artic.edu",234,201,6,"Thursday"
"198.40.22.127.artic.edu",5866,201,6,"Thursday"
"198.40.22.127.artic.edu",3723,201,6,"Thursday"
"198.40.22.127.artic.edu",39017,201,6,"Thursday"
"198.40.22.127.artic.edu",2355,201,6,"Thursday"
"198.40.22.127.artic.edu",32511,201,6,"Thursday"
"198.40.22.127.artic.edu",4045,201,6,"Thursday"
"198.40.22.127.artic.edu",35709,201,6,"Thursday"
"198.40.22.127.artic.edu",3601,201,7,"Thursday"
"198.40.22.127.artic.edu",14108,201,7,"Thursday"
"198.40.22.127.artic.edu",2653,201,7,"Thursday"
"198.40.22.127.artic.edu",28426,201,7,"Thursday"
"198.40.22.127.artic.edu",1414,201,7,"Thursday"
"198.40.22.127.artic.edu",16020,201,7,"Thursday"
"198.40.22.127.artic.edu",4324,201,7,"Thursday"
"198.40.22.127.artic.edu",46573,201,7,"Thursday"
"198.40.22.127.artic.edu",4142,201,7,"Thursday"
"198.40.22.127.artic.edu",65576,201,7,"Thursday"
"198.40.25.102.sap2.artic.edu",3998,188,20,"Friday"
"198.40.25.102.sap2.artic.edu",13436,188,20,"Friday"
"198.40.25.102.sap2.artic.edu",7067,188,20,"Friday"
"198.40.25.102.sap2.artic.edu",11175,192,15,"Tuesday"
"198.40.25.102.sap2.artic.edu",41397,192,15,"Tuesday"
"1c12.law.duke.edu",7067,190,17,"Sunday"
"1c12.law.duke.edu",5866,190,17,"Sunday"
"1c12.law.duke.edu",786,190,17,"Sunday"
"1c12.law.duke.edu",363,190,17,"Sunday"
"1c12.law.duke.edu",234,190,17,"Sunday"
