name,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145,F146,F147,F148,F149,F150,F151,F152,F153,F154,F155,F156,F157,F158,F159,F160,F161,F162,F163,F164,F165,F166,F167,F168,F169,F170,F171,F172,F173,F174,F175,F176,F177,F178,F179,F180,F181,F182,F183,F184,F185,F186,F187,F188,F189,F190,F191,F192,F193,F194,F195,F196,F197,F198,F199,F200,F201,F202,F203,F204,F205,F206,F207,F208,F209,F210,F211,F212,F213,F214,F215,F216,F217,F218,F219,F220,F221,F222,F223,F224,F225,F226,F227,F228,F229,F230,F231,F232,F233,F234,F235,F236,F237,F238,F239,F240,F241,F242,F243,F244,F245,F246,F247,F248,F249,F250,F251,F252,F253,F254,F255,F256,F257,F258,F259,F260,F261,F262,F263,F264,F265,F266,F267,F268,F269
ctulab15.mck.ncsu.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,13,13,0,13,28561,52,0,0,200,200,200,0,200,1600000000,800,1664.500826,0,6849,9732,8290.5,0,9732,4442818104363024,33162,0,0,13,13,13,0,13,371293,65,0,0,200,200,200,0,200,320000000000,1000,9955.729732,0,4179,3635,7517,0,25257,1913911758359523840,37585,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,13,13,0,13,13,13,0,0,200,200,200,0,200,200,200,0,0,25257,25257,25257,0,25257,25257,25257,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,13,13,0,13,10604499373,117,0,0,200,200,200,0,200,512000000000000000000,1800,7124.846205,0,6849,6849,7860.777778,0,25257,8503161810192961860316655268134912,70747,0,0,13,13,13,0,13,10604499373,117,0,0,200,200,200,0,200,512000000000000000000,1800,7124.846205,0,6849,6849,7860.777778,0,25257,8503161810192961860316655268134912,70747,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
cxw16.rh.psu.edu,0,0,17,17,17,0,17,17,17,0,0,183,183,183,0,183,183,183,0,0,3214,3214,3214,0,3214,3214,3214,0,0,17,17,17,0,17,17,17,0,0,183,183,183,0,183,183,183,0,0,49900,49900,49900,0,49900,49900,49900,0,0,17,17,17,0,17,289,34,0,0,183,183,183,0,183,33489,366,391.03005,0,3985,4538,4261.5,0,4538,18083930,8523,0,0,17,17,17,0,17,83521,68,0,0,183,183,183,0,183,1121513121,732,33747.058756,0,40310,40310,28201,0,70504,2689525016626560,112804,0,0,17,17,17,0,17,17,17,0,0,183,183,183,0,183,183,183,0,0,786,786,786,0,786,786,786,0,0,17,17,17,0,17,4913,51,0,0,183,183,183,0,183,6128487,549,15428.169863,0,40310,49900,53571.333333,0,70504,141816610376000,160714,0,0,17,17,17,0,17,6975757441,136,0,0,183,183,183,0,183,1257791680575160576,1464,27596.281279,0,3985,4538,21805.125,0,70504,7800363178583670267343284469760,174441,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17,17,17,0,17,6975757441,136,0,0,183,183,183,0,183,1257791680575160576,1464,27596.281279,0,3985,4538,21805.125,0,70504,7800363178583670267343284469760,174441,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
cyclone.meas.ncsu.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,10,10,0,10,10,10,0,0,237,237,237,0,237,237,237,0,0,3977,3977,3977,0,3977,3977,3977,0,0,10,10,10,0,10,1000,30,0,0,237,237,237,0,237,13312053,711,6053.085357,0,11473,1204,4487.666667,0,11473,10857404712,13463,0,0,10,10,10,0,10,10,10,0,0,237,237,237,0,237,237,237,0,0,786,786,786,0,786,786,786,0,0,10,10,10,0,10,10,10,0,0,237,237,237,0,237,237,237,0,0,11473,11473,11473,0,11473,11473,11473,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,10,10,0,10,10000,40,0,0,237,237,237,0,237,3154956561,948,4948.914696,0,3977,3977,4360,0,11473,43179898539624,17440,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,10,10,0,10,10000,40,0,0,237,237,237,0,237,3154956561,948,4948.914696,0,3977,3977,4360,0,11473,43179898539624,17440
d106-18.dw.clarkson.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,11,11,0,11,11,11,0,0,206,206,206,0,206,206,206,0,0,18556,18556,18556,0,18556,18556,18556,0,0,11,11,11,0,11,1331,33,0,0,206,206,206,0,206,8741816,618,5167.755025,0,12859,4209,6901,0,12859,196739035185,20703,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,11,11,0,11,121,22,0,0,206,206,206,0,206,42436,412,4028.387332,0,18556,18556,15707.5,0,18556,238611604,31415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,11,11,0,11,14641,44,0,0,206,206,206,0,206,1800814096,824,7194.689077,0,18556,12859,9814.75,0,18556,3650689536892860,39259,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,11,11,0,11,14641,44,0,0,206,206,206,0,206,1800814096,824,7194.689077,0,18556,12859,9814.75,0,18556,3650689536892860,39259
d19c_10.sonoma.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,15,15,15,0,15,225,30,0,0,226,226,226,0,226,51076,452,5884.542633,0,20232,20232,16071,0,20232,240963120,32142,0,0,15,15,15,0,15,11390625,90,0,0,226,226,226,0,226,133244912166976,1356,4411.006537,0,11853,5978,5000.666667,0,11853,1385602428685406437376,30004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,15,15,15,0,15,3375,45,0,0,226,226,226,0,226,11543176,678,4821.24766,0,11853,11910,14665,0,20232,2856135861360,43995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,15,15,15,0,15,2562890625,120,0,0,226,226,226,0,226,6805617133840465920,1808,6716.091077,0,11853,8083,7768.25,0,20232,333879084295612980925663543296,62146,0,0,15,15,15,0,15,2562890625,120,0,0,226,226,226,0,226,6805617133840465920,1808,6716.091077,0,11853,8083,7768.25,0,20232,333879084295612980925663543296,62146,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
d314-1.biochem.mcw.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20,20,20,0,20,400,40,0,0,203,203,203,0,203,41209,406,2384.364066,0,263,3635,1949,0,3635,956005,3898,0,0,20,20,20,0,20,20,20,0,0,203,203,203,0,203,203,203,0,0,263,263,263,0,263,263,263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20,20,20,0,20,400,40,0,0,203,203,203,0,203,41209,406,2384.364066,0,263,3635,1949,0,3635,956005,3898,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20,20,20,0,20,400,40,0,0,203,203,203,0,203,41209,406,2384.364066,0,263,3635,1949,0,3635,956005,3898,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
daadmin46.fhda.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,9,9,0,9,9,9,0,0,182,182,182,0,182,182,182,0,0,52491,52491,52491,0,52491,52491,52491,0,0,9,9,9,0,9,9,9,0,0,182,182,182,0,182,182,182,0,0,7634,7634,7634,0,7634,7634,7634,0,0,9,9,9,0,9,9,9,0,0,182,182,182,0,182,182,182,0,0,30995,30995,30995,0,30995,30995,30995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,9,9,0,9,81,18,0,0,182,182,182,0,182,33124,364,15199.967368,0,30995,52491,41743,0,52491,1626958545,83486,0,0,9,9,9,0,9,729,27,0,0,182,182,182,0,182,6028568,546,22434.960761,0,7634,30995,30373.333333,0,52491,12420201532530,91120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,9,9,0,9,729,27,0,0,182,182,182,0,182,6028568,546,22434.960761,0,7634,30995,30373.333333,0,52491,12420201532530,91120
daffodil.egr.uh.edu,0,0,10,10,10,0,10,100,20,0,0,188,188,188,0,188,35344,376,411724.237054,0,887988,887988,596855,0,887988,271477467336,1193710,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,10,10,0,10,100,20,0,0,188,188,188,0,188,35344,376,411724.237054,0,887988,887988,596855,0,887988,271477467336,1193710,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,10,10,0,10,100,20,0,0,188,188,188,0,188,35344,376,411724.237054,0,887988,887988,596855,0,887988,271477467336,1193710,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,10,10,0,10,100,20,0,0,188,188,188,0,188,35344,376,411724.237054,0,887988,887988,596855,0,887988,271477467336,1193710
death.cs.umd.edu,3.70328,0,10,14,12.5,0,17,411264000,100,20.594295,0,184,219,212.125,0,240,3965586033487161344,1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.70328,0,10,14,12.5,0,17,411264000,100,20.594295,0,184,219,212.125,0,240,3965586033487161344,1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.70328,0,10,14,12.5,0,17,411264000,100,20.594295,0,184,219,212.125,0,240,3965586033487161344,1697,0,0,0,0,0,0,0,0,0,1.923538,0,12,15,14.8,0,17,685440,74,14.690133,0,198,219,216.4,0,233,470159206110,1082,0,0,0,0,0,0,0,0,0,2.516611,0,10,10,9.5,0,12,7200,38,25.157835,0,184,198,203.25,0,240,1670042880,813,0,0,0,0,0,0,0,0,0
dial016.vanderbilt.edu,0,0,20,20,20,0,20,20,20,0,0,183,183,183,0,183,183,183,0,0,3985,3985,3985,0,3985,3985,3985,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20,20,20,0,20,400,40,0,0,183,183,183,0,183,33489,366,7528.565899,0,13470,13470,8146.5,0,13470,38025810,16293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20,20,20,0,20,20,20,0,0,183,183,183,0,183,183,183,0,0,13470,13470,13470,0,13470,13470,13470,0,0,20,20,20,0,20,8000,60,0,0,183,183,183,0,183,6128487,549,5840.577568,0,3985,3985,6759.333333,0,13470,151532852850,20278,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20,20,20,0,20,8000,60,0,0,183,183,183,0,183,6128487,549,5840.577568,0,3985,3985,6759.333333,0,13470,151532852850,20278,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
dial049.vanderbilt.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,218,218,218,0,218,10360232,654,4437.255946,0,8495,6471,4988.666667,0,8495,0,14966,0,0,0,0,0,0,0,0,0,0,0,218,218,218,0,218,492359665568,1090,6642.983991,0,14176,1713,6197.6,0,14176,436305771366458112,30988,0,0,0,0,0,0,0,0,0,0,0,218,218,218,0,218,218,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,218,218,0,218,47524,436,1028.13326,0,14176,14176,13449,0,14176,180347072,26898,0,0,0,0,0,0,0,0,0,0,0,218,218,218,0,218,5100960362726891520,1744,5588.710246,0,8495,6471,5744.25,0,14176,0,45954,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,218,218,218,0,218,5100960362726891520,1744,5588.710246,0,8495,6471,5744.25,0,14176,0,45954
dialin-005.mankato.msus.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.242641,0,21,21,18,0,21,315,36,4.949747,0,194,201,197.5,0,201,38994,395,7808.580185,0,18114,18114,12592.5,0,18114,128084094,25185,0,0,21,21,21,0,21,9261,63,0,0,194,194,194,0,194,7301384,582,5167.755025,0,12859,4209,6901,0,12859,196739035185,20703,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,21,21,21,0,21,441,42,0,0,194,194,194,0,194,37636,388,3715.846135,0,18114,18114,15486.5,0,18114,232927926,30973,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.683282,0,21,21,19.8,0,21,2917215,99,3.130495,0,194,194,195.4,0,201,284710167696,977,6189.85289,0,18114,7071,9177.6,0,18114,25199141076104847360,45888,2.683282,0,21,21,19.8,0,21,2917215,99,3.130495,0,194,194,195.4,0,201,284710167696,977,6189.85289,0,18114,7071,9177.6,0,18114,25199141076104847360,45888,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
dialin13.stdrem.okstate.edu,0,0,9,9,9,0,9,9,9,0,0,206,206,206,0,206,206,206,0,0,4324,4324,4324,0,4324,4324,4324,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,9,9,0,9,9,9,0,0,206,206,206,0,206,206,206,0,0,8657,8657,8657,0,8657,8657,8657,0,0,9,9,9,0,9,729,27,0,0,206,206,206,0,206,8741816,618,26315.300537,0,786,1204,16187.666667,0,46573,44074079112,48563,0,0,9,9,9,0,9,9,9,0,0,206,206,206,0,206,206,206,0,0,786,786,786,0,786,786,786,0,0,9,9,9,0,9,9,9,0,0,206,206,206,0,206,206,206,0,0,46573,46573,46573,0,46573,46573,46573,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,9,9,0,9,59049,45,0,0,206,206,206,0,206,370967703776,1030,19411.462972,0,4324,4324,12308.8,0,46573,1649819185621053184,61544,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,9,9,0,9,59049,45,0,0,206,206,206,0,206,370967703776,1030,19411.462972,0,4324,4324,12308.8,0,46573,1649819185621053184,61544
dialup-1-25.gw.umn.edu,0,0,10,10,10,0,10,10,10,0,0,199,199,199,0,199,199,199,0,0,7071,7071,7071,0,7071,7071,7071,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,10,10,0,10,100000,50,0,0,199,199,199,0,199,312079600999,995,2404.313478,0,5866,669,1583.6,0,5866,262007187289848,7918,0,0,10,10,10,0,10,10000,40,0,0,199,199,199,0,199,1568239201,796,257.685855,0,786,669,513,0,786,44665391628,2052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,10,10,0,10,1000000,60,0,0,199,199,199,0,199,62103840598801,1194,3105.345676,0,7071,786,2498.166667,0,7071,1852652821326515200,14989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,10,10,0,10,1000000,60,0,0,199,199,199,0,199,62103840598801,1194,3105.345676,0,7071,786,2498.166667,0,7071,1852652821326515200,14989
dialup-pkr-7-9.network.umr.edu,0,0,17,17,17,0,17,24137569,102,0,0,217,217,217,0,217,104413920565969,1302,2290.985327,0,509,527,1674.833333,0,6245,778282249506380672,10049,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17,17,17,0,17,17,17,0,0,217,217,217,0,217,217,217,0,0,44877,44877,44877,0,44877,44877,44877,0,0,17,17,17,0,17,17,17,0,0,217,217,217,0,217,217,217,0,0,11175,11175,11175,0,11175,11175,11175,0,0,17,17,17,0,17,83521,68,0,0,217,217,217,0,217,2217373921,868,10.392305,0,509,527,518,0,527,71954307049,2072,0,0,17,17,17,0,17,289,34,0,0,217,217,217,0,217,47089,434,23830.91274,0,44877,44877,28026,0,44877,501500475,56052,0,0,17,17,17,0,17,6975757441,136,0,0,217,217,217,0,217,4916747105530913792,1736,15286.462021,0,509,1732,8262.625,0,44877,390308917811518429521248256,66101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17,17,17,0,17,6975757441,136,0,0,217,217,217,0,217,4916747105530913792,1736,15286.462021,0,509,1732,8262.625,0,44877,390308917811518429521248256,66101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
dip-59.right.mac-lab.lovejoy.colby.edu,0,0,12,12,12,0,12,12,12,0,0,187,187,187,0,187,187,187,0,0,3214,3214,3214,0,3214,3214,3214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,12,12,0,12,144,24,0,0,187,187,187,0,187,34969,374,371.938167,0,3998,4524,4261,0,4524,18086952,8522,0,0,12,12,12,0,12,2985984,72,0,0,187,187,187,0,187,42761175875209,1122,28177.354539,0,40310,49152,35722,0,65536,7046459163563167076843520,214332,0,0,12,12,12,0,12,12,12,0,0,187,187,187,0,187,187,187,0,0,786,786,786,0,786,786,786,0,0,12,12,12,0,12,20736,48,0,0,187,187,187,0,187,1222830961,748,10829.521304,0,40310,57344,53085.5,0,65536,7445980704229294080,212342,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,12,12,0,12,5159780352,108,0,0,187,187,187,0,187,279624009566694309888,1683,27373.431206,0,3998,4524,25118.666667,0,65536,409620985277505453461930122613358592,226068,0,0,12,12,12,0,12,5159780352,108,0,0,187,187,187,0,187,279624009566694309888,1683,27373.431206,0,3998,4524,25118.666667,0,65536,409620985277505453461930122613358592,226068,0,0,12,12,12,0,12,5159780352,108,0,0,187,187,187,0,187,279624009566694309888,1683,27373.431206,0,3998,4524,25118.666667,0,65536,409620985277505453461930122613358592,226068
docom88.med.ufl.edu,0,0,8,8,8,0,8,8,8,0,0,184,184,184,0,184,184,184,0,0,7074,7074,7074,0,7074,7074,7074,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,8,8,0,8,32768,40,0,0,184,184,184,0,184,210906087424,920,2404.313478,0,5866,669,1583.6,0,5866,262007187289848,7918,0,0,8,8,8,0,8,4096,32,0,0,184,184,184,0,184,1146228736,736,257.685855,0,363,669,513,0,786,44665391628,2052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,8,8,0,8,262144,48,0,0,184,184,184,0,184,38806720086016,1104,3106.229333,0,7074,786,2498.666667,0,7074,1853438842888384768,14992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,8,8,0,8,262144,48,0,0,184,184,184,0,184,38806720086016,1104,3106.229333,0,7074,786,2498.666667,0,7074,1853438842888384768,14992
doit12.cac.washington.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,11,11,0,11,11,11,0,0,228,228,228,0,228,228,228,0,0,11836,11836,11836,0,11836,11836,11836,0,0,11,11,11,0,11,14641,44,0,0,228,228,228,0,228,2702336256,912,3368.942502,0,8083,1713,3043.25,0,8083,19554847832268,12173,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,11,11,0,11,11,11,0,0,228,228,228,0,228,228,228,0,0,11836,11836,11836,0,11836,11836,11836,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,11,11,0,11,161051,55,0,0,228,228,228,0,228,616132666368,1140,4896.40896,0,11836,1713,4801.8,0,11836,231451178942724032,24009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,11,11,0,11,161051,55,0,0,228,228,228,0,228,616132666368,1140,4896.40896,0,11836,1713,4801.8,0,11836,231451178942724032,24009
dow3029-mac3.engin.umich.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,6,6,0,6,36,12,0,0,194,194,194,0,194,37636,388,3332.59426,0,8678,13391,11034.5,0,13391,116207098,22069,0,0,6,6,6,0,6,46656,36,0,0,194,194,194,0,194,53310208315456,1164,5551.457229,0,11853,1713,4797.166667,0,12054,271683885427313999872,28783,0,0,6,6,6,0,6,6,6,0,0,194,194,194,0,194,194,194,0,0,786,786,786,0,786,786,786,0,0,6,6,6,0,6,216,18,0,0,194,194,194,0,194,7301384,582,836.003788,0,11853,12054,12432.666667,0,13391,1913253346242,37298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,6,6,0,6,1679616,48,0,0,194,194,194,0,194,2006383000160502016,1552,5651.245906,0,8678,8678,6356.5,0,13391,31571595898872648861885661184,50852,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,6,6,0,6,1679616,48,0,0,194,194,194,0,194,2006383000160502016,1552,5651.245906,0,8678,8678,6356.5,0,13391,31571595898872648861885661184,50852
dp76.dp.utexas.edu,0,0,7,7,7,0,7,49,14,0,0,199,199,199,0,199,39601,398,3003.0825,0,4247,4247,2123.5,0,4247,0,4247,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,7,7,0,7,7,7,0,0,199,199,199,0,199,199,199,0,0,8529,8529,8529,0,8529,8529,8529,0,0,7,7,7,0,7,117649,42,0,0,199,199,199,0,199,62103840598801,1194,18857.629293,0,0,786,8093.833333,0,46573,0,48563,0,0,7,7,7,0,7,16807,35,0,0,199,199,199,0,199,312079600999,995,351.509886,0,0,0,157.2,0,786,0,786,0,0,7,7,7,0,7,7,7,0,0,199,199,199,0,199,199,199,0,0,46573,46573,46573,0,46573,46573,46573,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,7,7,0,7,40353607,63,0,0,199,199,199,0,199,489415464119070621696,1791,15181.567954,0,0,786,6815.444444,0,46573,0,61339,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,7,7,0,7,40353607,63,0,0,199,199,199,0,199,489415464119070621696,1791,15181.567954,0,0,786,6815.444444,0,46573,0,61339
