name,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145,F146,F147,F148,F149,F150,F151,F152,F153,F154,F155,F156,F157,F158,F159,F160,F161,F162,F163,F164,F165,F166,F167,F168,F169,F170,F171,F172,F173,F174,F175,F176,F177,F178,F179,F180,F181,F182,F183,F184,F185,F186,F187,F188,F189,F190,F191,F192,F193,F194,F195,F196,F197,F198,F199,F200,F201,F202,F203,F204,F205,F206,F207,F208,F209,F210,F211,F212,F213,F214,F215,F216,F217,F218,F219,F220,F221,F222,F223,F224,F225,F226,F227,F228,F229,F230,F231,F232,F233,F234,F235,F236,F237,F238,F239,F240,F241,F242,F243,F244,F245,F246,F247,F248,F249,F250,F251,F252,F253,F254,F255,F256,F257,F258,F259,F260,F261,F262,F263,F264,F265,F266,F267,F268,F269
ppp06-07.rns.tamu.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,12,12,0,12,12,12,0,0,229,229,229,0,229,229,229,0,0,9866,9866,9866,0,9866,9866,9866,0,0,12,12,12,0,12,429981696,96,0,0,229,229,229,0,229,7562821648920027136,1832,8971.672355,0,25218,1414,5864.375,0,25218,144881281282236283531296768,46915,0,0,12,12,12,0,12,1728,36,0,0,229,229,229,0,229,12008989,687,223.421127,0,234,363,422,0,669,56826198,1266,0,0,12,12,12,0,12,144,24,0,0,229,229,229,0,229,52441,458,8376.38693,0,25218,25218,19295,0,25218,337215096,38590,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,12,12,0,12,5159780352,108,0,0,229,229,229,0,229,1731886157602686238720,2061,8497.574021,0,9866,1414,6309,0,25218,1429398721130543071958545727488,56781,0,0,12,12,12,0,12,5159780352,108,0,0,229,229,229,0,229,1731886157602686238720,2061,8497.574021,0,9866,1414,6309,0,25218,1429398721130543071958545727488,56781,0,0,12,12,12,0,12,5159780352,108,0,0,229,229,229,0,229,1731886157602686238720,2061,8497.574021,0,9866,1414,6309,0,25218,1429398721130543071958545727488,56781
ppp1-03.inre.asu.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17,17,17,0,17,17,17,0,0,183,183,183,0,183,183,183,0,0,45966,45966,45966,0,45966,45966,45966,0,0,17,17,17,0,17,17,17,0,0,183,183,183,0,183,183,183,0,0,7634,7634,7634,0,7634,7634,7634,0,0,17,17,17,0,17,17,17,0,0,183,183,183,0,183,183,183,0,0,221184,221184,221184,0,221184,221184,221184,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17,17,17,0,17,289,34,0,0,183,183,183,0,183,33489,366,123897.835986,0,221184,221184,133575,0,221184,10166943744,267150,0,0,17,17,17,0,17,4913,51,0,0,183,183,183,0,183,6128487,549,113852.457336,0,7634,45966,91594.666667,0,221184,77614448541696,274784,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17,17,17,0,17,4913,51,0,0,183,183,183,0,183,6128487,549,113852.457336,0,7634,45966,91594.666667,0,221184,77614448541696,274784,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ppp1-11.inre.asu.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,21,21,21,0,21,21,21,0,0,230,230,230,0,230,230,230,0,0,9866,9866,9866,0,9866,9866,9866,0,0,21,21,21,0,21,37822859361,168,0,0,230,230,230,0,230,7831098528099999744,1840,8971.672355,0,25218,1414,5864.375,0,25218,144881281282236283531296768,46915,0,0,21,21,21,0,21,9261,63,0,0,230,230,230,0,230,12167000,690,223.421127,0,363,363,422,0,669,56826198,1266,0,0,21,21,21,0,21,441,42,0,0,230,230,230,0,230,52900,460,8376.38693,0,25218,25218,19295,0,25218,337215096,38590,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,21,21,21,0,21,794280046581,189,0,0,230,230,230,0,230,1801152661462999891968,2070,8497.574021,0,9866,1414,6309,0,25218,1429398721130543071958545727488,56781,0,0,21,21,21,0,21,794280046581,189,0,0,230,230,230,0,230,1801152661462999891968,2070,8497.574021,0,9866,1414,6309,0,25218,1429398721130543071958545727488,56781,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ppp48.modems.uoknor.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23,23,23,0,23,23,23,0,0,184,184,184,0,184,184,184,0,0,12290,12290,12290,0,12290,12290,12290,0,0,23,23,23,0,23,23,23,0,0,184,184,184,0,184,184,184,0,0,12054,12054,12054,0,12054,12054,12054,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23,23,23,0,23,529,46,0,0,184,184,184,0,184,33856,368,166.8772,0,12290,12290,12172,0,12290,148143660,24344,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23,23,23,0,23,529,46,0,0,184,184,184,0,184,33856,368,166.8772,0,12290,12290,12172,0,12290,148143660,24344,0,0,23,23,23,0,23,529,46,0,0,184,184,184,0,184,33856,368,166.8772,0,12290,12290,12172,0,12290,148143660,24344,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
pppl2-5.dialup.unt.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23,23,23,0,23,529,46,0,0,189,189,189,0,189,35721,378,3495.228819,0,4943,4943,2471.5,0,4943,0,4943,0,0,23,23,23,0,23,12167,69,0,0,189,189,189,0,189,6751269,567,43581.86242,0,75486,75486,50324,0,75486,0,150972,0,0,23,23,23,0,23,529,46,0,0,189,189,189,0,189,35721,378,0,0,0,0,0,0,0,0,0,0,0,23,23,23,0,23,529,46,0,0,189,189,189,0,189,35721,378,0,0,75486,75486,75486,0,75486,5698136196,150972,0,0,23,23,23,0,23,6436343,115,0,0,189,189,189,0,189,241162079949,945,40493.234608,0,0,4943,31183,0,75486,0,155915,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23,23,23,0,23,6436343,115,0,0,189,189,189,0,189,241162079949,945,40493.234608,0,0,4943,31183,0,75486,0,155915,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
pretzel.stsci.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,6,6,0,6,6,6,0,0,242,242,242,0,242,242,242,0,0,8677,8677,8677,0,8677,8677,8677,0,0,6,6,6,0,6,216,18,0,0,242,242,242,0,242,14172488,726,6272.352217,0,11853,1204,4614.333333,0,11853,11217015432,13843,0,0,6,6,6,0,6,6,6,0,0,242,242,242,0,242,242,242,0,0,786,786,786,0,786,786,786,0,0,6,6,6,0,6,6,6,0,0,242,242,242,0,242,242,242,0,0,11853,11853,11853,0,11853,11853,11853,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,6,6,0,6,1296,24,0,0,242,242,242,0,242,3429742096,968,5509.499372,0,8677,8677,5630,0,11853,97330042903464,22520,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,6,6,0,6,1296,24,0,0,242,242,242,0,242,3429742096,968,5509.499372,0,8677,8677,5630,0,11853,97330042903464,22520
pub-73.atalk.stolaf.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19,19,19,0,19,19,19,0,0,230,230,230,0,230,230,230,0,0,2676,2676,2676,0,2676,2676,2676,0,0,19,19,19,0,19,6859,57,0,0,230,230,230,0,230,12167000,690,5585.159741,0,13583,4209,7142.333333,0,13583,207816028845,21427,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19,19,19,0,19,19,19,0,0,230,230,230,0,230,230,230,0,0,13583,13583,13583,0,13583,13583,13583,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19,19,19,0,19,130321,76,0,0,230,230,230,0,230,2798410000,920,5077.700226,0,2676,4209,6025.75,0,13583,556115693189220,24103,0,0,19,19,19,0,19,130321,76,0,0,230,230,230,0,230,2798410000,920,5077.700226,0,2676,4209,6025.75,0,13583,556115693189220,24103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
puhep1.princeton.edu,0,0,19,19,19,0,19,19,19,0,0,185,185,185,0,185,185,185,0,0,3214,3214,3214,0,3214,3214,3214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19,19,19,0,19,47045881,114,0,0,185,185,185,0,185,40089475140625,1110,80760.538707,0,3985,71656,66205.333333,0,200053,31303583893759328818036736,397232,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19,19,19,0,19,6859,57,0,0,185,185,185,0,185,6331625,555,65098.522121,0,117170,117170,129626.333333,0,200053,1679631688476560,388879,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19,19,19,0,19,893871739,133,0,0,185,185,185,0,185,7416552901015625,1295,77472.992203,0,3985,3985,57206.571429,0,200053,100609718634542486970108477440,400446,0,0,19,19,19,0,19,893871739,133,0,0,185,185,185,0,185,7416552901015625,1295,77472.992203,0,3985,3985,57206.571429,0,200053,100609718634542486970108477440,400446,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
purta-mac.mac.cc.cmu.edu,0,0,12,12,12,0,12,12,12,0,0,200,200,200,0,200,200,200,0,0,7071,7071,7071,0,7071,7071,7071,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,12,12,0,12,248832,60,0,0,200,200,200,0,200,320000000000,1000,2404.313478,0,5866,669,1583.6,0,5866,262007187289848,7918,0,0,12,12,12,0,12,20736,48,0,0,200,200,200,0,200,1600000000,800,257.685855,0,786,669,513,0,786,44665391628,2052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,12,12,0,12,2985984,72,0,0,200,200,200,0,200,64000000000000,1200,3105.345676,0,7071,786,2498.166667,0,7071,1852652821326515200,14989,0,0,12,12,12,0,12,2985984,72,0,0,200,200,200,0,200,64000000000000,1200,3105.345676,0,7071,786,2498.166667,0,7071,1852652821326515200,14989,0,0,12,12,12,0,12,2985984,72,0,0,200,200,200,0,200,64000000000000,1200,3105.345676,0,7071,786,2498.166667,0,7071,1852652821326515200,14989
quip.eecs.umich.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,10,10,0,10,1000,30,0,0,205,205,205,0,205,8615125,615,9352.91999,0,18556,3260,7799.666667,0,18556,95759722480,23399,0,0,10,10,10,0,10,1000000,60,0,0,205,205,205,0,205,74220378765625,1230,7002.706041,0,12859,4209,6871.5,0,18149,5042753470487337107456,41229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,10,10,0,10,1000,30,0,0,205,205,205,0,205,8615125,615,3178.195452,0,18556,18149,16521.333333,0,18556,4330562000996,49564,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,10,10,0,10,1000000000,90,0,0,205,205,205,0,205,639417840613205082112,1845,7261.772088,0,18556,3635,7180.888889,0,18556,482892672868924259702024345485312,64628,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,10,10,0,10,1000000000,90,0,0,205,205,205,0,205,639417840613205082112,1845,7261.772088,0,18556,3635,7180.888889,0,18556,482892672868924259702024345485312,64628
rabbit.byu.edu,0,0,12,12,12,0,12,12,12,0,0,187,187,187,0,187,187,187,0,0,3998,3998,3998,0,3998,3998,3998,0,0,12,12,12,0,12,1728,36,0,0,187,187,187,0,187,6539203,561,11426.404917,0,45966,46888,53018.666667,0,66202,142682112597216,159056,0,0,12,12,12,0,12,12,12,0,0,187,187,187,0,187,187,187,0,0,7634,7634,7634,0,7634,7634,7634,0,0,12,12,12,0,12,20736,48,0,0,187,187,187,0,187,1222830961,748,20419.921931,0,40310,31242,18385.5,0,40310,1191792530486880,73542,0,0,12,12,12,0,12,12,12,0,0,187,187,187,0,187,187,187,0,0,786,786,786,0,786,786,786,0,0,12,12,12,0,12,248832,60,0,0,187,187,187,0,187,228669389707,935,12835.607068,0,40310,45966,46121.6,0,66202,179688861584635172225024,230608,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,12,12,0,12,5159780352,108,0,0,187,187,187,0,187,279624009566694309888,1683,24350.981602,0,3998,31242,27136.666667,0,66202,5189973443110225904425746468683382784,244230,0,0,12,12,12,0,12,5159780352,108,0,0,187,187,187,0,187,279624009566694309888,1683,24350.981602,0,3998,31242,27136.666667,0,66202,5189973443110225904425746468683382784,244230,0,0,12,12,12,0,12,5159780352,108,0,0,187,187,187,0,187,279624009566694309888,1683,24350.981602,0,3998,31242,27136.666667,0,66202,5189973443110225904425746468683382784,244230
randolf.schsr.unc.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,6,6,0,6,6,6,0,0,186,186,186,0,186,186,186,0,0,9867,9867,9867,0,9867,9867,9867,0,0,6,6,6,0,6,1679616,48,0,0,186,186,186,0,186,1432529432742502656,1488,8971.672355,0,25218,1414,5864.375,0,25218,144881281282236283531296768,46915,0,0,6,6,6,0,6,216,18,0,0,186,186,186,0,186,6434856,558,223.421127,0,234,363,422,0,669,56826198,1266,0,0,6,6,6,0,6,36,12,0,0,186,186,186,0,186,34596,372,8376.38693,0,25218,25218,19295,0,25218,337215096,38590,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,6,6,0,6,10077696,54,0,0,186,186,186,0,186,266450474490105495552,1674,8497.626352,0,9867,1414,6309.111111,0,25218,1429543602411825436644419305472,56782,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,6,6,0,6,10077696,54,0,0,186,186,186,0,186,266450474490105495552,1674,8497.626352,0,9867,1414,6309.111111,0,25218,1429543602411825436644419305472,56782
relkin.isr.syr.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,10,10,0,10,10,10,0,0,194,194,194,0,194,194,194,0,0,64557,64557,64557,0,64557,64557,64557,0,0,10,10,10,0,10,10,10,0,0,194,194,194,0,194,194,194,0,0,14385,14385,14385,0,14385,14385,14385,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,10,10,0,10,100,20,0,0,194,194,194,0,194,37636,388,35476.961426,0,14385,64557,39471,0,64557,928652445,78942,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,10,10,0,10,100,20,0,0,194,194,194,0,194,37636,388,35476.961426,0,14385,64557,39471,0,64557,928652445,78942,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,10,10,0,10,100,20,0,0,194,194,194,0,194,37636,388,35476.961426,0,14385,64557,39471,0,64557,928652445,78942
richbuhj.ca.sunycentral.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,11,11,0,11,121,22,0,0,187,187,187,0,187,34969,374,359.917352,0,1204,1713,1458.5,0,1713,2062452,2917,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,11,11,0,11,121,22,0,0,187,187,187,0,187,34969,374,359.917352,0,1204,1713,1458.5,0,1713,2062452,2917,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,11,11,0,11,121,22,0,0,187,187,187,0,187,34969,374,359.917352,0,1204,1713,1458.5,0,1713,2062452,2917
richsun11.gatech.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,13,13,0,13,169,26,0,0,223,223,223,0,223,49729,446,4049.600536,0,7131,7131,4267.5,0,7131,10011924,8535,0,0,13,13,13,0,13,62748517,91,0,0,223,223,223,0,223,27424204663190048,1561,60766.533593,0,5866,786,35368.285714,0,152676,3479552176070613952102400,247578,0,0,13,13,13,0,13,28561,52,0,0,223,223,223,0,223,2472973441,892,257.685855,0,786,669,513,0,786,44665391628,2052,0,0,13,13,13,0,13,169,26,0,0,223,223,223,0,223,49729,446,46451.25867,0,152676,152676,119830,0,152676,13280369184,239660,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,13,13,0,13,10604499373,117,0,0,223,223,223,0,223,1363778273695777685504,2007,54401.808111,0,7131,1404,28457,0,152676,34837011940853605587231285706752,256113,0,0,13,13,13,0,13,10604499373,117,0,0,223,223,223,0,223,1363778273695777685504,2007,54401.808111,0,7131,1404,28457,0,152676,34837011940853605587231285706752,256113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
rlb6000.scs.uiuc.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,13,13,0,13,169,26,0,0,207,207,207,0,207,42849,414,121693.077042,0,174455,174455,88405,0,174455,410841525,176810,0,0,13,13,13,0,13,62748517,91,0,0,207,207,207,0,207,16285174563412144,1449,12419.714123,0,20271,2537,9006.285714,0,32511,14703212912332809342812160,63044,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,13,13,0,13,2197,39,0,0,207,207,207,0,207,8869743,621,85703.58082,0,174455,32511,75745.666667,0,174455,114971162562855,227237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,13,13,0,13,10604499373,117,0,0,207,207,207,0,207,697803444867646881792,1863,56503.50146,0,174455,2537,26650.444444,0,174455,6040690415302502750293617195089920,239854,0,0,13,13,13,0,13,10604499373,117,0,0,207,207,207,0,207,697803444867646881792,1863,56503.50146,0,174455,2537,26650.444444,0,174455,6040690415302502750293617195089920,239854,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
rocinante.mcrcim.mcgill.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,13,13,0,13,13,13,0,0,240,240,240,0,240,240,240,0,0,7089,7089,7089,0,7089,7089,7089,0,0,13,13,13,0,13,371293,65,0,0,240,240,240,0,240,796262400000,1200,2404.313478,0,5866,669,1583.6,0,5866,262007187289848,7918,0,0,13,13,13,0,13,28561,52,0,0,240,240,240,0,240,3317760000,960,257.685855,0,363,669,513,0,786,44665391628,2052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,13,13,0,13,4826809,78,0,0,240,240,240,0,240,191102976000000,1440,3110.651084,0,7089,786,2501.166667,0,7089,1857368950697732352,15007,0,0,13,13,13,0,13,4826809,78,0,0,240,240,240,0,240,191102976000000,1440,3110.651084,0,7089,786,2501.166667,0,7089,1857368950697732352,15007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
rocky.cs.tamu.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,7,7,0,7,49,14,0,0,205,205,205,0,205,42025,410,8165.669109,0,18556,18556,12782,0,18556,130040448,25564,0,0,7,7,7,0,7,16807,35,0,0,205,205,205,0,205,362050628125,1025,5253.495617,0,12859,4209,7271.2,0,13116,6546548843579149312,36356,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,7,7,0,7,343,21,0,0,205,205,205,0,205,8615125,615,3217.541971,0,18556,13116,14843.666667,0,18556,3129629798064,44531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,7,7,0,7,823543,49,0,0,205,205,205,0,205,15215177646953124,1435,6061.616718,0,18556,7008,8845.714286,0,18556,851316144472914402987737088,61920,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,7,7,0,7,823543,49,0,0,205,205,205,0,205,15215177646953124,1435,6061.616718,0,18556,7008,8845.714286,0,18556,851316144472914402987737088,61920
ruger-34.slip.uiuc.edu,0,0,22,22,22,0,22,484,44,0,0,202,202,202,0,202,40804,404,70261.665313,0,106496,106496,56813.5,0,106496,759422976,113627,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.57735,0,22,22,21.666667,0,22,10164,65,0,0,202,202,202,0,202,8242408,606,1114.86337,0,1450,1450,2093.666667,0,3381,7108552500,6281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,22,22,22,0,22,22,22,0,0,202,202,202,0,202,202,202,0,0,106496,106496,106496,0,106496,106496,106496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.447214,0,22,22,21.8,0,22,4919376,109,0,0,202,202,202,0,202,336323216032,1010,46185.22395,0,1450,3381,23981.6,0,106496,5398398094602240000,119908,0.447214,0,22,22,21.8,0,22,4919376,109,0,0,202,202,202,0,202,336323216032,1010,46185.22395,0,1450,3381,23981.6,0,106496,5398398094602240000,119908,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ruger-70.slip.uiuc.edu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14,14,14,0,14,14,14,0,0,190,190,190,0,190,190,190,0,0,27063,27063,27063,0,27063,27063,27063,0,0,14,14,14,0,14,196,28,0,0,190,190,190,0,190,36100,380,2384.364066,0,3635,3635,1949,0,3635,956005,3898,0,0,14,14,14,0,14,14,14,0,0,190,190,190,0,190,190,190,0,0,263,263,263,0,263,263,263,0,0,14,14,14,0,14,14,14,0,0,190,190,190,0,190,190,190,0,0,27063,27063,27063,0,27063,27063,27063,0,0,14,14,14,0,14,2744,42,0,0,190,190,190,0,190,6859000,570,14597.268968,0,27063,3635,10320.333333,0,27063,25872363315,30961,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14,14,14,0,14,2744,42,0,0,190,190,190,0,190,6859000,570,14597.268968,0,27063,3635,10320.333333,0,27063,25872363315,30961,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
