name,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17
f182-041.net.wisc.edu,8,8,8,8,262144,48,187,187,187,187,42761175875209,1122,234,786,2497.5,7067,1851604792577355776,14985
fern.atus.wwu.edu,12,12,12,12,2985984,72,230,230,230,230,148035889000000,1380,363,786,2508.166667,7131,1868373252563906048,15049
finger.engin.umich.edu,13,13,13,13,28561,52,232,232,232,232,2897022976,928,7131,3260,3681.25,7131,101744570607840,14725
forthman.dialup.access.net,20,20,20,20,512000000000,180,194,194,194,194,389238302031137406976,1746,190269,5026,159174.555556,1121554,27651228395202746751531395220368261120,1432571
fp2-ppp11.oslo.net,10,10,10,10,100,20,182,182,182,182,33124,364,3214,3214,2000,3214,2526204,4000
freia.top.cis.syr.edu,18,18,18,18,11019960576,144,238,238,238,238,10294746488738365440,1904,13372,4441,6891.375,25218,986709150458228464160866304,55131
frodo.cs.hope.edu,6,11,8.5,11,66,17,194,219,206.5,219,42486,413,7062,305722,156392,305722,2159008764,312784
frodo.eecs.nwu.edu,12,12,12,12,20736,48,194,194,194,194,1416468496,776,12859,12859,9704.25,18114,3563730883341090,38817
frontier.unl.edu,12,12,12.333333,15,1800,37,239,234,233,239,12639276,699,3260,7131,7462.333333,11996,278871731760,22387
fsi.eng.sunysb.edu,16,16,16,16,4294967296,128,193,193,193,193,1925122952918975744,1544,786,4179,4278,11853,3791014571128211320527126528,34224
ftm005.packet.net,17,17,17,17,83521,68,196,196,196,196,1475789056,784,1157,18114,75217,280014,9289843178455476,300868
fts3p24-bfs.scri.fsu.edu,11,11,11,11,161051,55,226,226,226,226,589579257376,1130,1204,1713,14250.8,49705,2099429547090040576,71254
g02.ppp.urich.edu,5,5,5,5,15625,30,219,219,219,219,110322650964681,1314,5866,786,2492,7034,1842958555396790784,14952
g1894.258.interlink.net,9,9,9,9,81,18,215,215,215,215,46225,430,3938,3938,3786.5,3938,14314630,7573
garcia-mac.sdsc.edu,16,16,16,16,68719476736,144,199,199,199,199,489415464119070621696,1791,2537,3635,6203,13387,330915184712075911651920105701376,55827
garlandm.earthlink.net,20,20,20,20,25600000000,160,232,232,232,232,8392742123471896576,1856,9648,4441,6893.625,25218,988553466627309256807809024,55149
georgek.earthlink.net,16,16,16,16,68719476736,144,217,217,217,217,1066934121900208291840,1953,1414,1414,6309,25218,1429398721130542790483569016832,56781
gilgamesh.ssl.berkeley.edu,12,12,12,12,429981696,96,219,219,219,219,5291184662917065728,1752,3635,3047,3849.125,9630,2510221313821446952148008960,30793
glenn14.law.pitt.edu,12,12,12,12,1728,36,243,243,243,243,14348907,729,13994,3873,6217.666667,13994,42600226932,18653
gnv0-4.gnv.vector.net,23,23,23,23,78310985281,184,183,183,183,183,1257791680575160576,1464,0,1204,2676.625,13470,0,21413
grail1509.nando.net,11,11,11,11,2357947691,99,208,208,208,208,728735647959800086528,1872,25218,1414,6309,25218,1429398721130543071958545727488,56781
grail612.nando.net,11,11,11,11,214358881,88,182,182,182,182,1203846470694789376,1456,1204,4347,9955.125,40310,92071331511396040527788900352,79641
grail919.nando.net,15,15,15,15,170859375,105,188,188,188,188,8300513205665792,1316,669,786,2778.428571,7067,8265563794065316642816,19449
greenbaum-tech.tamu.edu,6,6,6,6,6,6,200,200,200,200,200,200,7071,7071,7071,7071,7071,7071
groucho.uccs.edu,15,15,15,15,170859375,105,187,187,187,187,7996339888664083,1309,1713,3998,10500.142857,40310,42311962213202645192015872,73501
gs183a.humboldt.edu,14,14,14,14,38416,56,241,241,241,241,3373402561,964,12859,18556,27194.5,73728,63948215294853120,108778
gsb68.pr.mcs.net,20,20,20.25,21,28224000000,162,187,187,187,187,1495315559180183552,1496,42732,40310,25353.375,66554,83578265679587636234376854896640,202827
h_adjoint.roanoke.infi.net,20,20,20,20,512000000000,180,192,192,192,192,354577405862133891072,1728,5866,1204,4080,11853,229309851630211079638716776448,36720
h-cbarker.norfolk.infi.net,6,6,6,6,10077696,54,216,216,216,216,1023490369077469249536,1944,4441,1414,6309,25218,1429398721130543071958545727488,56781
h-mundania.norfolk.infi.net,15,15,15,15,38443359375,135,200,200,200,200,512000000000000000000,1800,0,363,4562.222222,25218,0,41060
h-widdershin.nr.infi.net,15,15,15,15,38443359375,135,187,187,187,187,279624009566694309888,1683,7067,1713,4795.333333,13436,2643123591089489736507580219392,43158
halshair.dialup.cloud9.net,5,5,5,5,125,15,239,239,239,239,13651919,717,12560,12560,11067.666667,12560,1275122348800,33203
hancock.pdial.interpath.net,22,22,22,22,5153632,110,186,186,186,186,222620278176,930,3985,3985,10783.8,40310,1160492431607493632,53919
handel.la.utk.edu,7,7,7,7,16807,35,187,187,187,187,228669389707,935,1204,3214,9899.8,40310,488580387108525568,49499
hardin16.lib.uiowa.edu,9,9,9,9,59049,45,216,216,216,216,470184984576,1080,509,515,3949.6,17688,1243747264302840,19748
hawaii-4.u.aloha.net,1,1,1,1,1,2,224,224,224,224,50176,448,5866,7131,6498.5,7131,41830446,12997
haynest.east-tenn-st.edu,16,16,15.833333,16,15728640,95,217,217,219.333333,231,111150302537967,1316,509,527,4638.5,17688,10053209137359855616,27831
hcc1.ocom.okstate.edu,13,13,13,13,10604499373,117,207,207,207,207,697803444867646881792,1863,8677,5978,6698.666667,20227,205191455695250488187559251804160,60288
heavmac12.cc.purdue.edu,11,11,11,11,2357947691,99,186,186,186,186,266450474490105495552,1674,669,1204,4080.666667,11853,229510537019431523921145364480,36726
helpdesk.cc.uky.edu,10,10,10,10,1000000000,90,216,216,216,216,1023490369077469249536,1944,5866,1204,3043.111111,9630,34231888167210160577300135936,27388
hh-nascar.csh.uiuc.edu,18,18,18,18,11019960576,144,239,239,239,239,10645920227784267776,1912,25218,4441,6891.375,25218,986709150458228464160866304,55131
hhsc1216.cpmc.columbia.edu,14,14,14,14,2744,42,242,242,242,242,14172488,726,3381,12054,428383.666667,1269716,51746734680984,1285151
high-voltage.mit.edu,18,18,18,18,1889568,90,186,186,186,186,222620278176,930,40310,3214,9899.8,40310,488580387108525568,49499
host129.eirenet.net,16,16,16,16,16777216,96,226,226,226,226,133244912166976,1356,4665,4673,5855.5,11910,5706637234150644383744,35133
hosts-129.hiwaay.net,3,3,3,3,81,12,188,188,188,188,1249198336,752,12859,12859,9704.25,18114,3563730883341090,38817
icy.physics.wisc.edu,13,13,13,13,10604499373,117,221,221,221,221,1257565061957837914112,1989,25218,1414,6309,25218,1429398721130543071958545727488,56781
ih-nxt04.cso.uiuc.edu,13,13,13.666667,15,16290480375,123,193,193,200.666667,216,520840932163004465152,1806,3714,7062,14130.444444,73728,56913090856826389050935942060179456,127174
indurain.colorado.edu,12,12,12,12,1728,36,185,185,185,185,6331625,555,4535,4535,281047.666667,835394,12176276893060,843143
ip-140.connectmmic.net,17,17,17,17,83521,68,227,227,227,227,2655237841,908,8677,8677,5630,11853,97330042903464,22520
ip-19-169.medio.net,12,12,12,12,20736,48,192,192,192,192,1358954496,768,0,49152,27381.75,57344,0,109527
ip-20-143.medio.net,12,12,12,12,20736,48,184,184,184,184,1146228736,736,57344,49152,27757.75,57344,0,111031
ip040081.iac.net,9,9,9,9,387420489,81,182,182,182,182,219100057666451668992,1638,41397,8149,21082.777778,98304,1688363492512816731535489525014855680,189745
ip043036.iac.net,7,7,7,7,823543,49,187,187,187,187,7996339888664083,1309,509,515,5348,17688,0,37436
ip110.sky.net,14,14,14,14,1475789056,112,237,237,237,237,9953750901796947968,1896,363,4441,6891.375,25218,986709150458228601599819776,55131
ip122.imagi.net,0,0,0,0,0,0,205,205,205,205,74220378765625,1230,13372,9867,9252.666667,25218,25156418214215651688448,55516
ip3.mountain-inter.net,17,17,18.333333,21,223538026509,165,187,187,192.666667,204,363028015425430355968,1734,786,30067,30238.888889,79088,4966576279708581357061923151431073792,272150
isua2.iastate.edu,19,19,18.6,19,2222316,93,239,239,239,239,779811265199,1195,7089,7089,8062,14298,24169431681221296128,40310
itcmac3.cl.uh.edu,18,18,18,18,1889568,90,199,199,199,199,312079600999,995,1731,1731,2399.6,3842,53816846724316080,11998
itlmac04.oit.itd.umich.edu,14,14,14,14,1475789056,112,198,198,198,198,2362226417735475200,1584,1204,8393,5997,14176,23271440445657895639122444288,47976
ivy-a7.ip.realtime.net,16,16,16,16,16777216,96,187,187,187,187,42761175875209,1122,7067,786,2497.5,7067,1851604792577355776,14985
ixchel.bu.edu,12,12,12,12,20736,48,186,186,186,186,1196883216,744,3635,11175,15104,41397,7077823723229625,60416
jac.pr.mcs.net,13,13,13,13,28561,52,186,186,186,186,1196883216,744,786,66554,97838,319488,75609062879920128,391352
jaynek.sdsc.edu,15,15,15,15,759375,75,192,192,192,192,260919263232,960,786,1204,10949.6,48511,0,54748
jefdavis.tor.hookup.net,16,16,16,16,268435456,112,243,243,243,243,50031545098999704,1701,509,527,3088.714286,17688,1001808571461594251264,21621
jeff.cc.iastate.edu,11,11,11,11,121,22,229,229,229,229,52441,458,1173,1204,1188.5,1204,1412292,2377
jgh102wk10.cs.du.edu,19,19,19,19,130321,76,229,229,229,229,2750058481,916,2537,3635,16671.75,58026,1331902434374430,66687
jhurst.gtri.gatech.edu,11,11,11,11,1771561,66,222,222,222,222,119706531338304,1332,4673,32252,26502.833333,73728,10597220241258748460400640,159017
jimtfrce.interserf.net,18,18,18,18,324,36,240,240,240,240,57600,480,49705,49705,33582,49705,867799595,67164
jkolar.d.umn.edu,8,8,8,8,4096,32,234,234,234,234,2998219536,936,8677,8677,5630,11853,97330042903464,22520
johnc.oz.net,11,11,11,11,2357947691,99,184,184,184,184,241746618002717016064,1656,13372,1414,6309.111111,25218,1429543602411825436644419305472,56782
joverland.admin.iastate.edu,6,6,6,6,1296,24,226,226,226,226,2608757776,904,12859,12859,9814.75,18556,3650689536892860,39259
jw-test.digital.ufl.edu,14,14,14,14,20661046784,126,200,200,200,200,512000000000000000000,1800,234,1404,28450.333333,152676,34543894465541414896078656897024,256053
kaboom.engin.umich.edu,8,8,8,8,134217728,72,189,189,189,189,307720364049353801728,1701,786,5026,9687.777778,40310,1839811267469796476672749279903744,87190
kappa.igpp.ucla.edu,18,18,18,18,1889568,90,230,230,230,230,643634300000,1150,1173,1713,4833.8,11996,234579954595886912,24169
kbgroninger.pennet.net,7,7,7,7,40353607,63,232,232,232,232,1947116172645480005632,2088,1713,3635,4550.666667,11996,51334595242083695099455561793536,40956
kc169pc20.evansville.edu,16,16,16,16,1048576,80,226,226,226,226,589579257376,1130,509,515,3949.6,17688,1243747264302840,19748
kermit.bu.edu,11,11,11,11,1771561,66,203,203,203,203,69980368892329,1218,669,786,2498.166667,7071,1852652821326515200,14989
kerry's_mac.me.gatech.edu,12,12,12,12,5159780352,108,188,188,188,188,293373338741051752448,1692,18149,4209,7970,18149,7914227195623025006061925513035776,71730
khkinfo.pdial.interpath.net,5,5,5,5,3125,25,195,195,195,195,281950621875,975,11853,8678,52610.4,240531,23413590589551972352,263052
king1.adm2.brockport.edu,10,10,10,10,100000,50,188,188,188,188,234849287168,940,1204,1204,9259.6,40310,0,46298
kinin.uchsc.edu,14,14,14,14,38416,56,240,240,240,240,3317760000,960,5052,5052,4196.75,6168,218836239995520,16787
kip-1-sn-315.dartmouth.edu,12,12,12,12,1728,36,219,219,219,219,10503459,657,3635,3635,10320.333333,27063,25872363315,30961
kpmoran.cyberportal.net,17,17,17,17,24137569,102,209,209,209,209,83344647990241,1254,363,786,2533,7280,1907412323470093312,15198
ksbudlong.earthlink.net,0,0,0,0,0,0,205,205,205,205,362050628125,1025,7071,8678,10778.4,20100,76876353564445360128,53892
ksheehan.fast.net,19,19,19,19,322687697779,171,194,194,194,194,389238302031137406976,1746,46573,4247,36621.777778,190269,76870292953181578691560202991304704,329596
kuts4p08.cc.ukans.edu,21,21,21,21,9261,63,242,242,242,242,14172488,726,13994,3872,6217.333333,13994,42589227648,18652
kuts5p09.cc.ukans.edu,16,18,17,18,6879707136,136,183,240,211.5,240,3720911372328960000,1692,25439,7634,14822.75,45966,2694294999284198536281480757248,118582
kuts6p04.cc.ukans.edu,10,10,10,10,10000000,70,187,187,187,187,7996339888664083,1309,1204,1879,11383.571429,40310,11131065368628951980703744,79685
l2-26.en.net,16,16,17,19,4864,51,236,236,219.333333,236,10359456,658,81920,20271,37352.666667,81920,16385143357440,112058
l50109.hcc.hawaii.edu,13,13,13,13,815730721,104,205,205,205,205,3119111417625390592,1640,2400,3260,5405.125,18149,25202242093611005466514554880,43241
lab_22.cy-fair.isd.tenet.edu,12,12,12,12,20736,48,187,187,187,187,1222830961,748,786,3998,11574.5,40310,152512212306720,46298
labpc1.bsyse.wsu.edu,17,17,17,17,24137569,102,239,239,239,239,186374892382561,1434,1173,3047,2919.666667,6588,192809641200795648000,17518
lacademy.tiac.net,5,5,5,5,390625,40,220,220,220,220,5487587353600000000,1760,4045,4045,11839.25,35709,5103435975229374158116992581632,94714
lang108.lang.unt.edu,11,11,11,11,214358881,88,194,194,194,194,2006383000160502016,1552,65576,4247,17766.625,65576,6884939588211820840429440466944,142133
lanro130.musc.edu,20,20,20,20,25600000000,160,204,204,204,204,2999448015365799936,1632,18556,4209,7880.625,18556,305049066878663459370554097664,63045
law1-ts5.databank.net,14,14,14,14,20661046784,126,183,183,183,183,230175877545254387712,1647,20484,4347,11860.666667,40310,10334274752356377206630155714297856,106746
law51.lawsch.emory.edu,13,13,13,13,28561,52,187,187,187,187,1222830961,748,3998,3998,11574.5,40310,152512212306720,46298
lei51.pi.net,16,16,16,16,16777216,96,239,239,239,239,186374892382561,1434,363,786,2501.166667,7089,1857368950697732352,15007
lh023-776097.ucs.indiana.edu,22,22,22,22,1207269217792,198,224,224,224,224,1419816323814495617024,2016,3635,3635,4469.333333,11264,48202140780829497937383596752896,40224
lib11.dt.uh.edu,5,5,5,5,625,20,184,184,184,184,1146228736,736,4538,4538,11646.25,36723,594414892593432,46585
lib31.dt.uh.edu,8,8,8,8,16777216,64,221,221,221,221,5690339646868044800,1768,509,527,5224.875,20484,11134738386171008613613568,41799
libibm14.gatech.edu,12,12,11.666667,12,2509056,70,206,206,206,206,76419346977856,1236,7096,786,2502.333333,7096,1859203001008761344,15014
libmac08.utcc.utk.edu,16,16,16,16,268435456,112,183,183,183,183,6873178582377927,1281,40310,3985,18588.428571,40310,793892365549133416888270848,130119
libmac21.lib.utk.edu,10,10,10,10,1000,30,195,195,195,195,7414875,585,74267,47145,52317.333333,74267,124436831591100,156952
libmac30.gatech.edu,7,7,7.222222,8,52706752,65,182,182,182,182,219100057666451668992,1638,40310,7634,12373,40310,9125785817252446919024997727993856,111357
line-2.insync.net,17,17,17,17,4913,51,189,189,189,189,6751269,567,12054,12054,48667.666667,130724,5081784384600,146003
line082.nwm.mindlink.net,0,16,8,16,0,64,207,207,202.5,207,2821903400406022656,1620,0,786,6601.25,46573,0,52810
line1.carbon.uen.net,19,19,19,19,130321,76,222,222,222,222,2428912656,888,3635,12859,9814.75,18556,3650689536892860,39259
line102.worldweb.net,1,1,1,1,1,2,219,219,219,219,47961,438,891,1204,1047.5,1204,1072764,2095
line2.pro.net,2,2,2,2,32,10,218,218,218,218,492359665568,1090,509,515,3949.6,17688,1243747264302840,19748
lisuser14.li.net,11,11,11,11,214358881,88,230,230,230,230,7831098528099999744,1840,786,3381,3810.5,12054,76144755981236398781890560,30484
lmet-1154myr4.ucdavis.edu,13,13,13,13,815730721,104,227,227,227,227,7050287992278341632,1816,786,8083,5665.625,11853,18710260113415826948952686592,45325
logar.csc.wvu.edu,6,6,6,6,46656,36,183,183,183,183,37558352909169,1098,84494,31631,34142,84494,64250980796862417415962624,204852
lub06.onramp.net,19,19,19,19,2476099,95,232,232,232,232,672109330432,1160,786,786,4420.4,11853,0,22102
lucky129.acns.nwu.edu,1,1,1,1,1,9,186,186,186,186,266450474490105495552,1674,363,1414,6309.111111,25218,1429543602411825155169442594816,56782
lynx.apsu.edu,8,8,8,8,8,8,220,220,220,220,220,220,2521,2521,2521,2521,2521,2521
m1-115-4.mit.edu,5,5,5,5,15625,30,192,192,192,192,50096498540544,1152,786,786,2497.5,7067,1851604792577355776,14985
m10.bard.edu,18,18,18,18,324,36,228,228,228,228,51984,456,64620,64620,39502.5,64620,929558700,79005
m11-113-5.mit.edu,19,19,19,19,322687697779,171,196,196,196,196,426878854210636742656,1764,1204,3635,4468,14489,35474320581573857246311669039104,40212
m31-21.bgsu.edu,8,8,8,8,16777216,64,220,220,220,220,5487587353600000000,1760,58026,3635,10515.875,58026,57511411980966109749270544384,84127
m66-080-1.mit.edu,16,16,16,16,4294967296,128,185,185,185,185,1372062286687890688,1480,21957,31242,30443,48305,294274515460673194379515080088748032,243544
m66-080-13.mit.edu,19,19,19,19,322687697779,171,184,184,184,184,241746618002717016064,1656,40310,1204,6721.222222,40310,358464267866088720711259521024,60491
mac-11142.sr-building.uh.edu,4,4,4,4,4096,24,236,236,236,236,172771465793536,1416,5222,5222,21179.5,69067,74584852635406043185152,127077
mac-13.ecologic.net,7,7,7,7,117649,42,220,220,220,220,113379904000000,1320,46033,3938,16955.666667,46033,32540399170214921502720,101734
mac-3035.e-building.uh.edu,12,12,12,12,429981696,96,234,234,234,234,8989320386052055040,1872,1204,4745,9469.125,46053,40290957383207268742391136256,75753
mac-ghp.mit.edu,12,12,12,12,20736,48,205,205,205,205,1766100625,820,786,4324,13221.75,46573,190576318080288,52887
mac103.asrc.albany.edu,9,9,9,9,6561,36,215,215,215,215,2136750625,860,6588,3635,3785.25,6588,136522504695060,15141
mac13.ae.gatech.edu,12,12,12,12,144,24,240,240,240,240,57600,480,84905,84905,78280,84905,6083867775,156560
mac13.duponta1.swarthmore.edu,11,11,11,11,161051,55,206,206,206,206,370967703776,1030,1713,1713,6058.4,20224,292485829026650112,30292
mac29pg2.wam.umd.edu,18,18,18,18,198359290368,162,193,193,193,193,371548729913362350080,1737,2261,3260,5725,18149,115025753593916367765406859919360,51525
mac42.falk.med.pitt.edu,9,9,9,9,6561,36,205,205,205,205,1766100625,820,11175,11175,15974,44877,7672814339864625,63896
mac55-xolotl.lib.utah.edu,10,10,10,10,10000,40,184,184,184,184,1146228736,736,3985,3985,11571.25,40310,152016299660400,46285
mac6-west.edb.utexas.edu,19,19,19,19,130321,76,244,244,244,244,3544535296,976,4745,4745,13197,46053,206796496200840,52788
mac6.vta.west.net,18,18,18,18,198359290368,162,199,199,199,199,489415464119070621696,1791,7071,1204,7445.888889,46573,441201524057723128443641528320,67013
macpkh02.duc.auburn.edu,8,8,8,8,4096,32,227,227,227,227,2655237841,908,8677,8677,5630,11853,97330042903464,22520
madams-sl.cc.emory.edu,15,15,15,15,3375,45,196,196,196,196,7529536,588,17459,17459,22791,49201,1471467443667,68373
maintpc.digital.net,16,16,16,16,16777216,96,192,192,192,192,50096498540544,1152,786,786,2496.666667,7062,1850294756640906496,14980
mak.marc.gatech.edu,10,10,10,10,100000,50,232,232,232,232,672109330432,1160,1173,1713,4833.8,11996,234579954595886912,24169
malpc197.cecs.csulb.edu,19,19,19,19,2476099,95,221,221,221,221,527182965101,1105,509,515,3949.6,17688,1243747264302840,19748
manatee.cps.msu.edu,6,6,6,6,1296,24,216,216,216,216,2176782336,864,14977,4209,6388.25,14977,626020947808260,25553
manx.ccit.arizona.edu,21,21,21,21,194481,84,182,182,182,182,1097199376,728,786,3985,11571.25,40310,152016299660400,46285
marge.phys.washington.edu,19,19,19,19,47045881,114,242,242,242,242,200859416110144,1452,7089,786,2501.166667,7089,1857368950697732352,15007
maria-4i.ip.realtime.net,1,1,1,1,1,4,243,243,243,243,3486784401,972,509,527,4808.25,17688,2415043231656,19233
maria-6g.aip.realtime.net,19,19,19,19,47045881,114,190,190,190,190,47045881000000,1140,363,786,2497.5,7067,1851604792577355776,14985
marion3.midwest.net,19,19,19,19,16983563041,152,239,239,239,239,10645920227784267776,1912,9630,4441,6891.375,25218,986709150458228601599819776,55131
mars157.terraport.net,18,18,18,18,198359290368,162,208,208,208,208,728735647959800086528,1872,1414,1414,6309,25218,1429398721130542790483569016832,56781
martyr.pr.mcs.net,20,20,20,20,512000000000,180,190,190,190,190,322687697779000016896,1710,363,1414,6309.111111,25218,1429543602411825436644419305472,56782
marx.esu.edu,7,7,7.111111,8,46118408,64,231,231,231.444444,235,1905301465078418636800,2083,4441,4441,8093,25218,17485533717703848694079595479040,72837
mast3.mes.umn.edu,22,22,22,22,54875873536,176,238,238,238,238,10294746488738365440,1904,25218,4441,6891.375,25218,986709150458228739038773248,55131
math26677.math.cwru.edu,11,11,11,11,14641,44,186,186,186,186,1196883216,744,4524,66554,50647,130724,30936746093482944,202588
max1-125.hiwaay.net,20,20,20,20,3200000,100,232,232,232,232,672109330432,1160,509,515,3949.6,17688,1243747264302840,19748
max2-159.hiwaay.net,19,19,19,19,322687697779,171,229,229,229,229,1731886157602686238720,2061,130724,57344,78967.888889,245760,0,710711
maya.lpl.arizona.edu,19,19,19,19,322687697779,171,188,188,188,188,293373338741051752448,1692,1204,3998,107175.333333,887988,116061497913790370220092164027711488,964578
mbetts.rust.net,14,14,14,14,1475789056,112,239,239,239,239,10645920227784267776,1912,4441,4441,6891.375,25218,986709150458228739038773248,55131
mbm02.itc.uiowa.edu,14,14,14.111111,15,22136835840,127,199,199,199,199,489415464119070621696,1791,18114,12859,21243.777778,114688,1034531631234488013841290309939494912,191194
mcauliff.albany.edu,10,10,10,10,1000,30,242,242,242,242,14172488,726,6454,6454,13274,32582,165283403208,39822
mcire.marshall.edu,12,12,11.625,12,331195392,93,184,184,184,184,1313840315232157696,1472,131072,64939,55589.5,131072,60502345635405794894643530796367872,444716
mck-ua.mck.ncsu.edu,12,12,11.555556,12,3643149312,104,194,194,194,194,389238302031137406976,1746,4247,4247,8822.555556,46573,115881025307404559030366188339200,79403
mcngfppp007.mcn.net,15,15,15,15,170859375,105,218,218,218,218,23398900746453632,1526,14385,11417,22893.571429,64620,29584207290679542715336622080,160255
mctrans02.med.nyu.edu,15,15,15,15,170859375,105,229,229,229,229,33025422047685708,1603,12859,7008,8845.714286,18556,851316144472914402987737088,61920
means-79.means.polaristel.net,11,11,11,11,14641,44,198,198,198,198,1536953616,792,363,5866,3521.5,7071,11834558668548,14086
mech217.tamu.edu,9,9,9.833333,14,826686,59,233,233,232.666667,233,158632286826783,1396,11996,8083,11150.166667,42732,10024070619791439691776,66901
meibm11.cen.uiuc.edu,9,9,9,9,6561,36,241,241,241,241,3373402561,964,1087,3635,5484.25,15528,103505770891320,21937
melb26.world.net,0,0,0.166667,1,0,1,201,201,201,201,65944160601201,1206,49152,49152,160826.166667,717587,0,964957
mep2.ies.ncsu.edu,13,13,13,13,28561,52,186,186,186,186,1196883216,744,4209,12859,9704.25,18114,3563730883341090,38817
mercury.lcs.mit.edu,13,13,13,13,62748517,91,188,188,188,188,8300513205665792,1316,509,527,2238,10495,1793161721471900057600,15666
mercury108.terraport.net,15,15,15,15,38443359375,135,237,237,237,237,2359038963725876592640,2133,1204,3635,12945.555556,67171,3513706478144286705100086958882816,116510
merhaba.cc.columbia.edu,9,9,9.857143,15,7971615,69,192,192,191.285714,192,9368045227081728,1339,3260,3260,5550.285714,18149,9310178952519417700810752,38852
mgan009.isc.rit.edu,9,9,9,9,729,27,229,229,229,229,12008989,687,263,3635,7815,19547,18687029735,23445
mgm7.enet.net,12,12,11.666667,12,1584,35,197,197,197,197,7645373,591,0,0,3289,9867,0,9867
mgtibm17.gatech.edu,6,6,6,6,1296,24,192,192,192,192,1358954496,768,4179,4179,23000.75,84907,731812321397556,92003
miafl2-16.gate.net,16,16,16,16,68719476736,144,220,220,220,220,1207269217792000000000,1980,363,1414,6309,25218,1429398721130542790483569016832,56781
miafl3-7.gate.net,19,19,19,19,322687697779,171,206,206,206,206,668043870120573140992,1854,786,1204,3518.666667,11473,102137655150283429941520367616,31668
miles.rmit.usf.edu,9,9,9,9,387420489,81,215,215,215,215,981626195189146583040,1935,4441,1414,6309,25218,1429398721130542790483569016832,56781
millerh.east-tenn-st.edu,8,8,8,8,2097152,56,188,188,188,188,8300513205665792,1316,3998,3998,15818.428571,49152,291411523242063251265028096,110729
minerva.willamette.edu,11,11,11,11,14641,44,183,183,183,183,1121513121,732,957,12283,14644,40960,2106947193077760,58576
mingong-mac-cons.ucsc.edu,13,13,13,13,371293,65,229,229,229,229,629763392149,1145,5086,3260,5774.4,18149,424982606290142848,28872
mingus-asy-1.rutgers.edu,10,10,10,10,1000000000,90,182,182,182,182,219100057666451668992,1638,52491,39654,35367,66202,0,318303
mitl-mac-29.stanford.edu,12,12,12,12,1728,36,229,229,229,229,12008989,687,3635,3635,7815,19547,18687029735,23445
mizzen.ecs.umass.edu,17,17,17,17,118587876497,153,223,223,223,223,1363778273695777685504,2007,3708,3807,5143.666667,11264,981143397203451068174570157506560,46293
mlbfl2-20.gate.net,8,8,12,17,2736816128,108,205,205,218.333333,235,1104182231937267531776,1965,786,1204,3970.555556,14915,302846399750971657262649573376,35735
mmryan.vnet.net,15,15,15,15,11390625,90,243,243,243,243,205891132094649,1458,5086,5086,16007.166667,67171,28546506647115187355648,96043
mondale.is.rpslmc.edu,12,12,12,12,20736,48,229,229,229,229,2750058481,916,11853,8677,5630,11853,97330042903464,22520
mossimo.novia.net,16,3,8.142857,16,98304,57,186,186,185.571429,186,7578215692506000,1299,61490,4535,179310.857143,1121554,53880156632250453843653951488,1255176
mowong.extern.ucsd.edu,17,17,17,17,83521,68,187,187,187,187,1222830961,748,40310,3985,11571.25,40310,152016299660400,46285
mse08765.mse.cwru.edu,10,10,10,10,10000,40,195,195,195,195,1445900625,780,46573,4247,13202.5,46573,187182613988664,52810
msn_2_9.binc.net,13,13,13,13,28561,52,233,233,233,233,2947295521,932,14915,4204,5277.25,14915,59338286075040,21109
mso.ssl.berkeley.edu,14,14,14,14,7529536,84,184,184,184,184,38806720086016,1104,786,786,2498.666667,7074,1853438842888384768,14992
murchies-mac.jhuapl.edu,10,10,10,10,10000,40,209,209,209,209,1908029761,836,1204,1602,3305.5,9630,14599494937440,13222
mzmo18.rescomp.arizona.edu,12,12,12,12,429981696,96,236,236,236,236,9622679558836781056,1888,13372,4441,6893.625,25218,988553466627309394246762496,55149
n00123-104afc.unity.ncsu.edu,16,16,16,16,268435456,112,204,204,204,204,14703176545910784,1428,7071,786,2779,7071,8270242194401562460160,19453
n2a.pharm.hscsyr.edu,8,10,9,10,40960000,72,240,240,229.5,240,7631702392872960000,1836,4745,46053,68671.625,337360,3328371992401991692064801572257792,549373
nanticoke.umd.edu,12,12,12,12,20736,48,198,198,198,198,1536953616,792,46573,4247,13202.5,46573,187182613988664,52810
nataliej.clark.net,20,20,20,20,512000000000,180,205,205,205,205,639417840613205082112,1845,13372,1414,6309.111111,25218,1429543602411825436644419305472,56782
nbunj.jvnc.net,14,14,14,14,196,28,201,201,201,201,40401,402,11853,11853,10265.5,11853,102860334,20531
ncs0012.pdial.interpath.net,7,7,7,7,5764801,56,201,201,201,201,2664210032449121280,1608,5864,5052,3898.625,8083,6903403071532298931231784960,31189
nebula.ppp.ucar.edu,19,19,19,19,16983563041,152,242,242,242,242,11763130845074472960,1936,32582,13994,15406.75,32582,6577382752821506432030222581760,123254
netblazer1-s18.telalink.net,6,6,6,6,1679616,48,241,241,241,241,11379844838561357824,1928,234,4441,6891.375,25218,986709150458228601599819776,55131
netrider6.iphil.net,16,16,16,16,256,32,243,243,243,243,59049,486,5866,7089,6477.5,7089,41584074,12955
netuser02.ncw.net,22,22,22.25,23,244904,89,242,242,242,242,3429742096,968,3635,3635,16501.25,57344,1316248116305920,66005
neuro8038.mayo.edu,14,14,14,14,2744,42,201,201,201,201,8120601,603,3635,3635,10320.333333,27063,25872363315,30961
