name,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17
babu.demon.net,6,6,6,6,279936,42,209,209,209,209,17419031429960368,1463,14298,786,4213.714286,14298,27272181400975395782656,29496
bach.math.ufl.edu,9,9,9,9,4782969,63,209,209,209,209,17419031429960368,1463,509,515,10356.857143,52516,15284091731717939789824,72498
bad00231.slip.digex.net,15,15,15,15,2562890625,120,243,243,243,243,12157665459056928768,1944,363,4441,6891.375,25218,986709150458228601599819776,55131
bailey.tcad.ee.ufl.edu,10,10,10,10,1000,30,216,216,216,216,10077696,648,263,3635,10320.333333,27063,25872363315,30961
barclay-33.tamu.edu,13,13,13,13,10604499373,117,186,186,186,186,266450474490105495552,1674,57344,12054,26850.222222,65536,1219818316114596530104404429754073088,241652
basil.bh.andrew.cmu.edu,11,11,11,11,1771561,66,228,228,228,228,140478247931904,1368,786,786,2508.166667,7131,1868373252563906048,15049
bcohen-170.stanford.edu,16,16,16,16,4294967296,128,192,192,192,192,1846757322198614016,1536,3842,3842,6556.375,18149,83396458729220556619899731968,52451
bd99-1.breda.nl.net,9,9,9,9,531441,54,196,196,196,196,56693912375296,1176,7071,786,2498.166667,7071,1852652821326515200,14989
becker1.u.washington.edu,8,8,9.857143,21,5505024,69,187,187,188.142857,195,8338429295665755,1317,6293,6293,6125,12722,0,42875
beef-curry.uhcc.hawaii.edu,16,16,16,16,68719476736,144,240,240,240,240,2641807540224000000000,2160,9630,4441,8727.444444,25218,23104781467129877997166310457344,78547
bhb19.acadia.net,19,19,19,19,47045881,114,185,185,185,185,40089475140625,1110,61490,4535,18718.333333,61490,42390832076845114982400,112310
biad24.uthscsa.edu,13,13,13,13,10604499373,117,186,186,186,186,266450474490105495552,1674,3635,3635,13696.888889,53000,2049406428428065321118722882011136,123272
bigbull.surf.tach.net,11,11,11,11,1331,33,241,241,241,241,13997521,723,3635,3635,10320.333333,27063,25872363315,30961
bill.igs.net,21,21,21,21,794280046581,189,203,203,203,203,585415667401849110528,1827,9867,1414,6309.111111,25218,1429543602411825155169442594816,56782
bluebonnet.ns.utexas.edu,13,13,13,13,62748517,91,216,216,216,216,21936950640377856,1512,1173,5978,8010,20304,48293899646582025544007680,56070
blukens.illuminet.net,21,21,21,21,37822859361,168,224,224,224,224,6338465731314712576,1792,527,3841,5820.875,16979,10381533509743973315857350656,46567
bobjoy.pr.mcs.net,13,13,13,13,10604499373,117,183,183,183,183,230175877545254387712,1647,786,1204,6721.222222,40310,358464267866088720711259521024,60491
boccherini.engr.utk.edu,13,13,13,13,10604499373,117,201,201,201,201,535506216522273390592,1809,36098,36902,47454.111111,79791,645403720489979058048897221117710209908736,427087
boo.purchase.edu,9,9,10.777778,13,1686498489,97,196,196,209.777778,227,768039905577674211328,1888,509,3635,9293.777778,44877,9543041844710228892931877502976,83644
bootp-167-73.bootp.virginia.edu,9,9,9,9,4782969,63,186,186,186,186,7701771143776896,1302,7634,7634,15358.142857,40310,805987370239406130568626176,107507
bootp-89-173.bootp.virginia.edu,5,5,5,5,390625,40,208,208,208,208,3503536769037500416,1664,11853,5862,4918.875,11853,9266605676313245285366104064,39351
boston9p.star.net,18,18,18,18,198359290368,162,198,198,198,198,467720830711624105984,1782,203429,8678,28253,203429,6420659706066029946536533839314944,254277
botany29.btny.purdue.edu,10,10,10,10,1000000,60,213,213,213,213,93385106978409,1278,234,786,2533,7280,1907412323470093312,15198
box109.labs.cis.pitt.edu,12,12,12,12,5159780352,108,220,220,220,220,1207269217792000000000,1980,28426,7008,10333.222222,28426,64201307253554082217172178166611968,92999
box547.labs.cis.pitt.edu,14,14,14,14,20661046784,126,235,235,235,235,2185801705278841815040,2115,1173,3635,4342.333333,10495,40149716441870594975348283146240,39081
br21-7.niia.net,20,20,20,20,512000000000,180,199,199,199,199,489415464119070621696,1791,25218,1414,6309.111111,25218,1429543602411825436644419305472,56782
brazos.is.rice.edu,8,8,8,8,134217728,72,193,193,193,193,371548729913362350080,1737,4209,4209,7521,18149,1514523638918969529048073041346560,67689
bridge.tamu.edu,11,11,11.5,13,17303,46,200,200,196.75,200,1496000000,787,3381,49152,48827.75,130724,261862240988823552,195311
browning.erc.msstate.edu,13,13,12.714286,13,53466192,89,200,202,208,226,16672840832000000,1456,0,1204,14346.142857,90755,0,100423
brymar.pr.mcs.net,19,19,19,19,47045881,114,202,202,202,202,67937289638464,1212,786,786,2498.166667,7071,1852652821326515200,14989
bs17.bluesky.net,12,12,12,12,5159780352,108,184,184,184,184,241746618002717016064,1656,40310,40310,26898,61490,3385624054206653728969269100842844160,242082
btp-sc-114-027.dsu.edu,12,12,12,12,2985984,72,236,236,236,236,172771465793536,1416,3635,3635,7815,19547,349205080316774187008,46890
bus171.bus.emory.edu,14,14,14,14,38416,56,200,200,200,200,1600000000,800,3635,12859,9704.25,18114,3563730883341090,38817
bus2_16.bus.misu.nodak.edu,16,16,16,16,65536,64,243,243,243,243,3486784401,972,14915,4204,5277.25,14915,59338286075040,21109
bus209b29.sfsu.edu,7,7,7,7,117649,42,222,222,222,222,119706531338304,1332,786,786,2508.166667,7131,1868373252563906048,15049
bway-slip21.dynamic.usit.net,11,11,11,11,14641,44,185,185,185,185,1171350625,740,40310,3985,11571.25,40310,152016299660400,46285
c00058-100lez.eos.ncsu.edu,17,17,17,17,6975757441,136,204,204,204,204,2999448015365799936,1632,891,891,2135.5,7071,1987459251217518034944000,17084
c15.reach.net,22,22,19.555556,22,301817304448,176,220,220,219.333333,220,1174568185880320016384,1974,3714,4673,28353.333333,90112,0,255180
c335.lab.ksu.edu,10,10,10,10,100000000,80,230,230,230,230,7831098528099999744,1840,1173,4673,9460.125,46053,39679587745358817833051488256,75681
c50058-106ps.ie.ncsu.edu,10,10,10,10,10000,40,242,242,242,242,3429742096,968,527,527,3461.5,12283,1736374761263,13846
c660.bp.brainstorm.net,11,11,11,11,14641,44,213,213,213,213,2058346161,852,509,515,515,527,70315878805,2060
cac.ee.vill.edu,13,13,13,13,4826809,78,202,202,202,202,67937289638464,1212,5866,786,2498.166667,7071,1852652821326515200,14989
cadmium.helios.nd.edu,20,20,20,20,3200000,100,237,237,237,237,747724704957,1185,509,515,3949.6,17688,1243747264302840,19748
cap117.citi.net,19,19,19,19,16983563041,152,186,186,186,186,1432529432742502656,1488,786,4535,20250.625,61490,1131391638784912500817494278144,162005
captain.earthlink.net,18,18,18,18,198359290368,162,189,189,189,189,307720364049353801728,1701,18149,3635,7360.444444,18149,1033621873985628499407659121770496,66244
carp.ms.nwu.edu,11,11,10.5,11,11979,42,192,192,189.75,192,1295253504,759,215411,34688,63617.25,215411,21049301287698432,254469
casper.ece.jhu.edu,9,9,9,9,387420489,81,194,194,194,194,389238302031137406976,1746,4441,1414,6309.111111,25218,1429543602411825436644419305472,56782
cbarker.geo.utulsa.edu,18,18,18,18,5832,54,200,200,200,200,8000000,600,27063,3635,10320.333333,27063,25872363315,30961
cc01du.unity.ncsu.edu,10,10,10.25,12,120000000,82,218,218,218,218,5100960362726891520,1744,6661,6661,6634.125,18556,366740207955920976049793400832,53073
cc207-b2.inre.asu.edu,15,15,15,15,170859375,105,241,241,241,241,47219273189051280,1687,1173,1932,2982.428571,6168,529420929518504742223872,20877
ccallahan.earthlink.net,9,9,9,9,43046721,72,215,215,215,215,4565703233437891072,1720,4324,4324,10447,46573,370771038972041300741357305856,83576
cd-33.continuum.net,13,13,13,13,371293,65,238,238,238,238,763633171168,1190,0,0,0,0,0,0
cem202c-1.che.ttu.edu,8,8,10.333333,15,884736000,93,194,194,193.333333,194,377323683713466236928,1740,1204,3584,17842,66918,0,160578
cfanono.harvard.edu,7,7,7,7,2401,28,183,183,183,183,1121513121,732,3985,3985,11571.25,40310,152016299660400,46285
chain.ssctr.bcm.tmc.edu,9,9,9,9,59049,45,202,202,202,202,336323216032,1010,28219,35540,33285.2,55666,20805460608162446966784,166426
chaneypc.raspet.msstate.edu,15,15,15,15,759375,75,242,242,242,242,829997587232,1210,4970,1204,2171.6,4970,4496406690728400,10858
chestnut.honors.uiuc.edu,9,9,9,9,531441,54,215,215,215,215,98771297640625,1290,363,786,2533,7280,1907412323470093312,15198
circ06.library.db.erau.edu,9,9,9,9,387420489,81,216,216,216,216,1023490369077469249536,1944,669,1404,28446.222222,152676,34363138689098893249961537830912,256016
cisco-slip82.acc.virginia.edu,20,20,20,20,64000000,120,235,235,235,235,168425239515625,1410,11996,11996,16884.333333,49152,5543648975217752165842944,101306
ciscots2-4.csusm.edu,21,21,21,21,85766121,126,243,243,243,243,205891132094649,1458,509,515,3291.333333,17688,0,19748
class1.digital.net,10,10,10,10,1000000000,90,229,229,229,229,1731886157602686238720,2061,234,1414,6309,25218,1429398721130542790483569016832,56781
clgrpt02-port-11.agt.net,23,23,23,23,3404825447,161,187,187,187,187,7996339888664083,1309,786,7634,20065.857143,46888,2157699808808394738330763264,140461
clic-mac02.uhcc.hawaii.edu,17,17,17,17,6975757441,136,222,222,222,222,5899616690476974080,1776,1173,3635,13317.5,64620,42024151993434976868370481152,106540
cliffh.earthlink.net,13,13,13,13,815730721,104,223,223,223,223,6115597639891380224,1784,234,3381,3810.5,12054,76144755981236390191955968,30484
cll.tiac.net,8,8,8,8,262144,48,235,235,235,235,168425239515625,1410,234,786,2501.166667,7089,1857368950697732352,15007
clsc-storb-1.uchicago.edu,13,13,13,13,2197,39,216,216,216,216,10077696,648,18556,18556,102984.333333,283389,36852032518272,308953
clueless.erc.msstate.edu,10,10,10,10,10000000,70,185,185,185,185,7416552901015625,1295,3985,3985,16503.428571,61490,136244134294980194973253632,115524
cm.globalx.net,20,20,20,20,1280000000,140,198,198,198,198,11930436453209472,1386,14136,11236,9154.285714,14136,1593752975036563540498448384,64080
cms.whoi.edu,14,14,14,14,196,28,205,205,205,205,42025,410,891,1204,1047.5,1204,1072764,2095
cnynppp10.epix.net,17,18,17.5,18,8767700496,140,184,184,184,184,1313840315232157696,1472,1932,3985,7882,40310,31341544449947948926824873984,63056
cnynppp36.epix.net,6,6,6,6,7776,30,236,236,236,236,732082482176,1180,240458,8677,52595.6,240458,23403787456481144832,262978
cob2.labs.emich.edu,17,17,17,17,1419857,85,209,209,209,209,398778220049,1045,1713,1713,39763,174454,8555353665772682240,198815
coelab-ts.coe.utk.edu,12,12,12,12,5159780352,108,186,186,186,186,266450474490105495552,1674,40310,1204,6721.222222,40310,358464267866088720711259521024,60491
coffee.se.cs.cmu.edu,14,14,14,14,105413504,98,183,183,183,183,6873178582377927,1281,3985,1879,11383.571429,40310,11131065368628954128187392,79685
colt-40.slip.uiuc.edu,16,16,16,16,1048576,80,191,191,191,191,254194901951,955,90112,8678,22526.6,90112,8771615613811556352,112633
cs006p10.nam.micron.net,10,10,10,10,1000000,60,217,217,217,217,104413920565969,1302,669,786,2492,7034,1842958555396790784,14952
cs1-03.con.ptd.net,20,20,20,20,25600000000,160,204,204,204,204,2999448015365799936,1632,2732,2732,27250.625,101267,2324885610300699528623476965376,218005
cs103-8.u.washington.edu,20,20,20,20,64000000,120,244,244,244,244,211027453382656,1464,5866,786,2501.166667,7089,1857368950697732352,15007
cs127-9.u.washington.edu,7,7,7,7,2401,28,189,189,189,189,1275989841,756,6720,6720,5033,10495,145457314732800,20132
cs129-5.u.washington.edu,15,15,15,15,759375,75,223,223,223,223,551473077343,1115,1173,1713,4687.4,11264,220265805982666752,23437
cs130-4.u.washington.edu,16,16,16,16,65536,64,183,183,183,183,1121513121,732,12290,12054,6815.25,12290,305539187854320,27261
cs2-04.eph.ptd.net,16,16,16,16,68719476736,144,191,191,191,191,338298681559573397504,1719,363,1204,3046.777778,9630,34392487017013676490264412160,27421
cs2-14.str.ptd.net,18,18,18,18,612220032,126,184,184,184,184,7140436495826944,1288,40310,3985,10286.714286,40310,12060693150562750648287232,72007
cse-jloos.unl.edu,8,8,8,8,134217728,72,234,234,234,234,2103500970336180764672,2106,16197,8083,6853.555556,16197,307146738454860225980286956994560,61682
csf4.pathology.ufl.edu,14,14,14,14,537824,70,195,195,195,195,281950621875,975,5026,1713,4721,14489,176174382797839936,23605
cstevens.fullerton.edu,16,16,16,16,68719476736,144,215,215,215,215,981626195189146583040,1935,3047,1871,3281.777778,9630,2337976229734750342942210129920,29536
ctulab15.mck.ncsu.edu,13,13,13,13,10604499373,117,200,200,200,200,512000000000000000000,1800,6849,6849,7860.777778,25257,8503161810192961860316655268134912,70747
cust002.nb7.falls-church.va.alterdial.alter.net,5,5,5,5,15625,30,185,185,185,185,40089475140625,1110,79088,66202,61314.5,139264,7637167664238034361696387072,367887
cust012.nb7.falls-church.va.alterdial.alter.net,13,13,13,13,13,13,199,199,199,199,199,199,308,308,308,308,308,308
cust019.nb1.ffx1.va.alterdial.alter.net,6,6,6,6,216,18,204,204,204,204,8489664,612,1713,1204,1363.333333,1713,2419256196,4090
cust1.max1.chicago.il.ms.uu.net,18,18,18,18,198359290368,162,242,242,242,242,2846677664508022358016,2178,5052,3635,9782.333333,49705,459431268220682061622167197450240,88041
cust19.max1.houston.tx.ms.uu.net,17,17,17,17,6975757441,136,229,229,229,229,7562821648920027136,1832,8083,8083,23158.5,65536,9830308123461515046222349467648,185268
cust21.max3.los-angeles.ca.ms.uu.net,20,20,20,20,160000,80,203,203,203,203,1698181681,812,786,8678,5630.25,11853,97341259918896,22521
cust26.max1.denver.co.ms.uu.net,15,15,15,15,759375,75,197,197,197,197,296709280757,985,2261,2261,5209.4,18149,188927580185216896,26047
cust26.max2.boston.ma.ms.uu.net,14,14,14,14,20661046784,126,227,227,227,227,1600415374247183515648,2043,0,0,0,0,0,0
cust28.max1.new-orleans.la.ms.uu.net,11,11,11.166667,12,1932612,67,193,193,193,193,51682540549249,1158,6861,4179,6069.5,19547,1035159302295261806592,36417
cust33.max1.san-francisco.ca.ms.uu.net,23,23,23,23,78310985281,184,216,216,216,216,4738381338321616896,1728,786,3381,3798.375,12054,75108990824851615608995840,30387
cust42.max2.san-francisco.ca.ms.uu.net,23,23,23,23,12167,69,203,203,203,203,8365427,609,36902,36902,40262.333333,55666,57967095390308,120787
cust44.max6.seattle.wa.ms.uu.net,18,18,18,18,11019960576,144,244,244,244,244,12563730464589807616,1952,0,786,2815,11853,0,22520
cust54.max1.seattle.wa.ms.uu.net,22,22,22,22,1207269217792,198,233,233,233,233,2023966356928851869696,2097,0,374,2387.666667,11996,0,21489
cust58.max1.orlando.fl.ms.uu.net,15,15,15,15,759375,75,189,189,189,189,241162079949,945,34029,34029,34591.6,66202,17348402510141763616768,172958
cust6.max1.new-york.ny.ms.uu.net,13,13,13,13,10604499373,117,223,223,223,223,1363778273695777685504,2007,1713,3635,4469.333333,11264,48202140780829515951782106234880,40224
cust62.max12.dallas.tx.ms.uu.net,22,22,22,22,1207269217792,198,235,235,235,235,2185801705278841815040,2115,5052,3635,4550.666667,11996,51334595242083704106654816534528,40956
cust9.max1.dallas.tx.ms.uu.net,14,14,14,14,20661046784,126,217,217,217,217,1066934121900208291840,1953,66202,5866,12791.333333,66202,26471882625641552574443352489984,115122
cv.globalx.net,10,10,10,10,1000000,60,213,213,213,213,93385106978409,1278,786,786,2533,7280,1907412323470093312,15198
cxw16.rh.psu.edu,17,17,17,17,6975757441,136,183,183,183,183,1257791680575160576,1464,3214,4538,21805.125,70504,7800363178583670267343284469760,174441
cycl1.scinet.net,17,17,17,17,118587876497,153,217,217,217,217,1066934121900208291840,1953,1173,3635,9782.333333,49705,459431268220681917506979121594368,88041
cyclone.meas.ncsu.edu,10,10,10,10,10000,40,237,237,237,237,3154956561,948,3977,3977,4360,11473,43179898539624,17440
d106-18.dw.clarkson.edu,11,11,11,11,14641,44,206,206,206,206,1800814096,824,4209,12859,9814.75,18556,3650689536892860,39259
d19c_10.sonoma.edu,15,15,15,15,2562890625,120,226,226,226,226,6805617133840465920,1808,11853,8083,7768.25,20232,333879084295613051294407720960,62146
d314-1.biochem.mcw.edu,20,20,20,20,400,40,203,203,203,203,41209,406,263,3635,1949,3635,956005,3898
daadmin46.fhda.edu,9,9,9,9,729,27,182,182,182,182,6028568,546,30995,30995,30373.333333,52491,12420201532530,91120
daffodil.egr.uh.edu,10,10,10,10,100,20,188,188,188,188,35344,376,305722,887988,596855,887988,271477467336,1193710
dal1079.computek.net,9,9,9,9,59049,45,220,220,220,220,515363200000,1100,17083,1713,8539.4,21524,889547178006072448,42697
dal1203.computek.net,8,8,8,8,134217728,72,196,196,196,196,426878854210636742656,1764,5866,1404,28450.333333,152676,34543894465541423903277911638016,256053
dal216.pic.net,20,20,20,20,3200000,100,196,196,194.6,196,278924131584,973,1204,4247,12088.8,46573,1428952075189460992,60444
dal236.pic.net,20,20,20,20,160000,80,188,188,188,188,1249198336,752,40310,3998,11574.5,40310,152512212306720,46298
dal96.pic.net,18,18,18.333333,19,233289844416,165,190,190,191.333333,194,343500042799304015872,1722,786,3998,17547.777778,64939,7390151466858592905358495967084544,157930
dallas-1-5.i-link.net,15,15,15,15,38443359375,135,208,208,208,208,728735647959800086528,1872,1414,1414,6309,25218,1429398721130542790483569016832,56781
davej.pr.mcs.net,14,14,14,14,1475789056,112,232,232,232,232,8392742123471896576,1856,42732,11996,26844.75,98304,48829835321919912805458893602816,214758
davidd.sensemedia.net,21,21,21,21,4084101,105,223,223,223,223,551473077343,1115,527,515,517.4,527,37056468130235,2587
dca01585.slip.digex.net,6,6,6,6,1296,24,227,227,227,227,2655237841,908,46053,4673,13179,46053,203658593624136,52716
dcohen.u.aloha.net,17,17,17,17,289,34,193,193,193,193,37249,386,49199,49199,33329,49199,858965341,66658
death.cs.umd.edu,10,14,12.5,17,411264000,100,219,219,212.125,240,3965586033487161344,1697,0,0,0,0,0,0
debishh.isdn-hh.germany.eu.net,2,2,2,2,512,18,218,218,218,218,1112009359074462400512,1962,28219,28219,31703.777778,84905,2708290404644801652329755943026819072,285334
demo1.cnwl.igs.net,11,11,11,11,14641,44,188,188,188,188,1249198336,752,3635,3635,16671.75,58026,1331902434374430,66687
dffl6-20.gate.net,20,20,20,20,64000000,120,195,195,195,195,54980371265625,1170,669,786,2496.666667,7062,1850294756640906496,14980
dffl6-47.gate.net,18,18,18,18,324,36,184,184,184,184,33856,368,1713,1713,1458.5,1713,2062452,2917
dffl7-33.gate.net,19,19,19,19,322687697779,171,216,216,216,216,1023490369077469249536,1944,234,1414,6309,25218,1429398721130543353433522438144,56781
dial-03.win.net,19,19,19,19,19,19,195,195,195,195,195,195,36902,36902,36902,36902,36902,36902
dial-15.r2.nclxtn.sunbelt.net,5,5,5,5,1953125,45,185,185,185,185,253831523037259792384,1665,3985,3985,9834.333333,40310,1872362245204936640160921647316992,88509
dial-6.t1.ncwtmc.sunbelt.net,10,10,10,10,1000000,60,239,239,239,239,186374892382561,1434,46053,4745,11749.333333,46053,10747982363337538142208,70496
dial-7.r1.gaagst.sunbelt.net,15,15,15,15,38443359375,135,187,187,187,187,279624009566694309888,1683,5866,1204,4079.888889,11853,229283427355996925715577569280,36719
dial016.vanderbilt.edu,20,20,20,20,8000,60,183,183,183,183,6128487,549,2823,3985,6759.333333,13470,151532852850,20278
dial049.vanderbilt.edu,0,0,0,0,0,0,218,218,218,218,5100960362726891520,1744,12722,6471,5744.25,14176,0,45954
dial1.netrix.net,9,9,9,9,387420489,81,196,196,196,196,426878854210636742656,1764,46573,1204,7445.888889,46573,441201524057723198812385705984,67013
dial3-13.midwest.net,20,20,20,20,64000000,120,184,184,184,184,38806720086016,1104,40310,4538,19162.166667,64150,44253875438148130963456,114973
dial9.accent.net,20,20,18.666667,20,204800000000,168,224,224,224.444444,228,1445170186739754467328,2020,1204,4673,20239.222222,69067,38796338142478117825219048413069312,182153
dialin-005.mankato.msus.edu,21,21,19.8,21,2917215,99,194,194,195.4,201,284710167696,977,4209,7071,9177.6,18114,25199141076104847360,45888
dialin-1.eznet.net,8,8,8,8,512,24,204,204,204,204,8489664,612,5220,5220,25775,71319,292616151480,77325
dialin-ttyr3.sky.net,17,17,17,17,6975757441,136,233,233,233,233,8686550888106660864,1864,46053,4673,15143.75,46053,2277929174330503866442498179072,121150
dialin13.stdrem.okstate.edu,9,9,9,9,59049,45,206,206,206,206,370967703776,1030,786,4324,12308.8,46573,1649819185621053184,61544
dialip222.tddc.net,16,16,16,16,68719476736,144,220,220,220,220,1207269217792000000000,1980,1204,1414,6309,25218,1429398721130543071958545727488,56781
dialup-1-25.gw.umn.edu,10,10,10,10,1000000,60,199,199,199,199,62103840598801,1194,363,786,2498.166667,7071,1852652821326515200,14989
dialup-214.minn.net,16,16,16,16,16777216,96,243,243,243,243,205891132094649,1458,786,786,2501.166667,7089,1857368950697732352,15007
dialup-pkr-7-9.network.umr.edu,17,17,17,17,6975757441,136,217,217,217,217,4916747105530913792,1736,509,1732,8262.625,44877,390308917811518429521248256,66101
dialup004.lava.net,6,6,6.125,7,1959552,49,196,196,196,196,2177953337809371136,1568,17459,17459,18757.25,49201,161314385448846372395385463242752,150058
dialup011.lava.net,0,0,9.857143,23,0,69,192,192,192,192,9618527719784448,1344,2537,7008,8782.571429,18114,831037973754169825895120896,61478
dialup10.losangeles.mci.net,19,19,19,19,130321,76,195,195,195,195,1445900625,780,1204,4247,13202.5,46573,187182613988664,52810
dialup10.probe.net,16,16,16,16,4294967296,128,186,186,186,186,1432529432742502656,1488,527,530,1440.5,6245,389802664665270783574016,11524
dialup21.washington.mci.net,21,21,21,21,21,21,203,203,203,203,203,203,40643,40643,40643,40643,40643,40643
dialup5.washington.mci.net,13,13,13,13,10604499373,117,231,231,231,231,1872870801843041337344,2079,11996,3635,4550.666667,11996,51334595242083695099455561793536,40956
dialup544.bloomington.mci.net,11,11,11,11,2357947691,99,202,202,202,202,559966859614392745984,1818,3635,3635,4423.555556,11853,44002614902543236662269698899968,39812
dialup804.washington.mci.net,17,17,17,17,289,34,242,242,242,242,58564,484,16102,53510,34806,53510,861618020,69612
dialups58.ici.net,7,7,8.777778,15,185297175,79,228,228,230,237,1799039177443862380544,2070,234,5866,10766.888889,57344,14602476445689525119770140082176,96902
dip-59.right.mac-lab.lovejoy.colby.edu,12,12,12,12,5159780352,108,187,187,187,187,279624009566694309888,1683,65536,4524,25118.666667,65536,409620985277505527248906417451565056,226068
dnet065.sat.texas.net,20,20,20,20,512000000000,180,219,219,219,219,1158769441178837450752,1971,4441,1414,6309,25218,1429398721130542790483569016832,56781
docom88.med.ufl.edu,8,8,8,8,262144,48,184,184,184,184,38806720086016,1104,786,786,2498.666667,7074,1853438842888384768,14992
doit.connect.net,11,11,11,11,161051,55,200,200,200,200,320000000000,1000,509,515,3949.6,17688,1243747264302840,19748
doit12.cac.washington.edu,11,11,11,11,161051,55,228,228,228,228,616132666368,1140,1713,1713,4801.8,11836,231451178942724032,24009
dolphin-16.netrunner.net,7,7,7,7,40353607,63,241,241,241,241,2742542606093287161856,2169,0,0,2601.777778,23416,0,23416
dorman.clark.net,13,13,13,13,10604499373,117,216,216,216,216,1023490369077469249536,1944,1932,3635,4469.333333,11264,48202140780829506944582851493888,40224
dow3029-mac3.engin.umich.edu,6,6,6,6,1679616,48,194,194,194,194,2006383000160502016,1552,12054,8678,6356.5,13391,31571595898872648861885661184,50852
dp76.dp.utexas.edu,7,7,7,7,40353607,63,199,199,199,199,489415464119070621696,1791,0,786,6815.444444,46573,0,61339
dp8.zilker.net,19,19,19,19,130321,76,242,242,242,242,3429742096,968,3635,12859,9814.75,18556,3650689536892860,39259
dppp20.buffnet.net,18,18,18,18,11019960576,144,227,227,227,227,7050287992278341632,1816,1204,4441,7014,25218,2136619912003801093416943616,56112
draftech.genesis.net,20,20,20,20,3200000,100,205,205,205,205,362050628125,1025,2261,3260,6669.2,18556,2167190966528878080,33346
dsc104pm02.unomaha.edu,13,13,13,13,4826809,78,204,204,204,204,72074394832896,1224,234,786,2498.166667,7071,1852652821326515200,14989
dtw-24.rust.net,22,22,22.333333,23,1379493291968,201,194,194,194,194,389238302031137406976,1746,25218,1414,6309.111111,25218,1429543602411825155169442594816,56782
du2-async-31.nmsu.edu,13,13,13,13,2197,39,201,201,201,201,8120601,603,36902,36902,40262.333333,55666,57967095390308,120787
dune.ssec.wisc.edu,12,12,12,12,1728,36,207,207,207,207,8869743,621,527,527,521,527,141364061,1563
dyev66.cem.msu.edu,7,7,7,7,16807,35,235,235,235,235,716703146875,1175,53510,1713,14740.4,53510,2084474733470252032,73702
dyna249.intr.net,12,12,12,12,5159780352,108,218,218,218,218,1112009359074462400512,1962,1583,1583,4817,18556,776411378814656329785039388672,43353
dynamic-ara7.csuchico.edu,16,16,16,16,65536,64,184,184,184,184,1146228736,736,3985,3985,11571.25,40310,152016299660400,46285
e120.neuro.neoucom.edu,16,16,16,16,4294967296,128,187,187,187,187,1495315559180183552,1496,0,3635,4852.125,18114,0,38817
eb1ppp20.globalcom.net,8,8,8,8,16777216,64,237,237,237,237,9953750901796947968,1896,509,2521,3389.875,14682,40747240390838258547818496,27119
ebdc06.med.upenn.edu,6,6,6,6,7776,30,243,243,243,243,847288609443,1215,1173,1713,5312.2,14388,281355150610672000,26561
echase.earthlink.net,20,20,20,20,400,40,183,183,183,183,33489,366,18114,18114,15486.5,18114,232927926,30973
edgrp53.lhs.berkeley.edu,13,13,13,13,4826809,78,222,222,221.666667,222,118630523031696,1330,17459,17459,17737.166667,49705,3168066901586362048184320,106423
eecsk4e5-197.ee.umn.edu,14,14,14,14,1475789056,112,227,227,227,227,7050287992278341632,1816,28219,55666,48110.5,71655,17252660620621441487263980207539748864,384884
ehdup-g-2.rmt.net.pitt.edu,19,19,19,19,2476099,95,183,183,190.6,221,247854399741,953,49152,3985,19087.4,49152,7471905160907980800,95437
einstein.enet.net,23,23,23,23,148035889,138,198,198,198,198,60254729561664,1188,786,5026,14153.666667,65576,16799517545434103939072,84922
en101g.ceat.okstate.edu,13,13,13,13,815730721,104,200,200,200,200,2560000000000000000,1600,18114,4209,7825.375,18149,297782862547968864713047015424,62603
eng309mac231.seattleu.edu,11,11,11,11,1331,33,201,201,201,201,8120601,603,786,4142,23501.333333,65576,213490012512,70504
eng310pc166.seattleu.edu,12,12,12,12,248832,60,204,204,204,204,353305857024,1020,1713,1713,14149.6,49199,2078057223363502848,70748
engelhard-slip-5343.rutgers.edu,8,8,7.875,8,14680064,63,200,200,200,200,2560000000000000000,1600,46573,5026,14627.5,46573,1096990756388407408275402784768,117020
engineer.lance.colostate.edu,9,9,11.666667,17,1896129,70,237,237,237.333333,238,178709359441284,1424,8657,8657,7821.166667,12054,153490374468809789538304,46927
engl080.la.psu.edu,16,16,16,16,16777216,96,182,182,182,182,36343632130624,1092,40310,7634,19809.666667,64939,75361218016159027167232,118858
enrc_121.engr.uark.edu,20,20,20,20,160000,80,243,243,243,243,3486784401,972,11853,8677,5630,11853,97330042903464,22520
enws179.eas.asu.edu,12,12,12,12,2985984,72,229,229,229,229,144215816802121,1374,5866,786,2508.166667,7131,1868373252563906048,15049
eos.ga.lsu.edu,15,15,15,15,2562890625,120,220,220,220,220,5487587353600000000,1760,8677,5978,6461,20304,23737763866780052853113225216,51688
erichards.ssec.wisc.edu,14,14,14,14,20661046784,126,236,236,236,236,2270952375885480329216,2124,1204,1204,4082.333333,11853,229997200583934138861209255936,36741
erwin.phys.virginia.edu,18,18,18,18,5832,54,197,197,197,197,7645373,591,215411,1204,72502,215411,231085166004,217506
euler.seas.columbia.edu,14,14,14,14,196,28,243,243,243,243,59049,486,891,1204,1047.5,1204,1072764,2095
f180-093.net.wisc.edu,15,15,15,15,11390625,90,242,242,242,242,200859416110144,1452,0,0,645.166667,3871,0,3871
f180-138.net.wisc.edu,14,14,14,14,196,28,183,183,183,183,33489,366,35540,35540,22819.5,35540,358918460,45639
