name,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99
07mb369b.uni-duisburg.de,1,2492,2492,2492,1842958555396790784,1842958555396790784,1842958555396790784,14952,14952,14952,2930.7,6476456038072356,14653.5,19859.4,1842958555396790784,99297,2990.4,12952912076144712,14952,2492,1842958555396790784,14952,2492,1842958555396790784,14952,2492,1842958555396790784,14952,2492,2492,2492,1842958555396790784,1842958555396790784,1842958555396790784,14952,14952,14952,6,6,6,6,6,6,6,6,6,6,6,6,1.2,2,6,1.2,2,6,1.2,2,6,1.2,2,6,1,1,6,1,1,6,1,1,6,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,5,1,6,1,5,1,6,2492,1842958555396790784,14952,6,6,6,6
08-dynamic-c.rotterdam.luna.net,1,12485,149016064,24970,3538911861619745.5,69829808853383479296,7077823723239491,35141,596064256,70282,14056.4,69829808853383479296,70282,14056.4,69829808853383479296,70282,14056.4,69829808853383479296,70282,14056.4,69829808853383479296,70282,14056.4,69829808853383479296,70282,14056.4,69829808853383479296,70282,14056.4,14056.4,14056.4,69829808853383479296,69829808853383479296,69829808853383479296,70282,70282,70282,2.5,4,5,2.5,4,5,2.5,4,5,2.5,4,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,5,2,5,1,5,14056.4,69829808853383479296,70282,5,5,5,5
086.msy4.communique.net,1,33574.636364,33574.636364,33574.636364,42430689839010913276992870613328824488689664,42430689839010913276992870613328824488689664,42430689839010913276992870613328824488689664,369321,369321,369321,33574.636364,42430689839010908325232713471807724892192768,369321,33574.636364,42430689839010908325232713471807724892192768,369321,33574.636364,42430689839010908325232713471807724892192768,369321,33574.636364,42430689839010908325232713471807724892192768,369321,33574.636364,42430689839010908325232713471807724892192768,369321,33574.636364,42430689839010908325232713471807724892192768,369321,33574.636364,33574.636364,33574.636364,42430689839010913276992870613328824488689664,42430689839010913276992870613328824488689664,42430689839010913276992870613328824488689664,369321,369321,369321,11,11,11,11,11,11,11,11,11,11,11,11,1,1,11,1,1,11,1,1,11,1,1,11,1,1,11,1,1,11,1,1,11,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,1,11,1,11,1,11,1,11,33574.636364,42430689839010913276992870613328824488689664,369321,11,11,11,11
0875pr3e.pro.rpslmc.edu,1,4903.0625,4903.0625,4903.0625,3484766261899084954895335690279479545539690925513506816,3484766261899084954895335690279479545539690925513506816,3484766261899084954895335690279479545539690925513506816,78449,78449,78449,5505.683333,458463764016889840484523113845882880,55056.833333,6950105562.2,3484766261899084954895335690279479545539690925513506816,69501055622,7844.9,16504695504608030715667969946217873408,78449,4903.0625,3484766261899084954895335690279479545539690925513506816,78449,4903.0625,3484766261899084954895335690279479545539690925513506816,78449,4903.0625,3484766261899084954895335690279479545539690925513506816,78449,4903.0625,4903.0625,4903.0625,3484766261899084954895335690279479545539690925513506816,3484766261899084954895335690279479545539690925513506816,3484766261899084954895335690279479545539690925513506816,78449,78449,78449,16,16,16,16,16,16,16,16,16,16,16,16,1.6,36,16,1.6,36,16,1.6,36,16,1.6,36,16,1,1,16,1,1,16,1,1,16,1,1,16,16,16,16,16,16,16,16,16,16,16,16,16,1,10,1,16,1,10,1,16,4903.0625,3484766261899084954895335690279479545539690925513506816,78449,16,16,16,16
0885-12.etech.fh-hamburg.de,1,14270.571429,14270.571429,14270.571429,157299487794727770652672,157299487794727770652672,157299487794727770652672,99894,99894,99894,14270.571429,157299487794727770652672,99894,14270.571429,157299487794727770652672,99894,14270.571429,157299487794727770652672,99894,14270.571429,157299487794727770652672,99894,14270.571429,157299487794727770652672,99894,14270.571429,157299487794727770652672,99894,14270.571429,14270.571429,14270.571429,157299487794727770652672,157299487794727770652672,157299487794727770652672,99894,99894,99894,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,1,1,7,1,1,7,1,1,7,1,1,7,1,1,7,1,1,7,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,7,1,7,14270.571429,157299487794727770652672,99894,7,7,7,7
1.ts1.mnet.medstroms.se,1,7588.189076,56732457.579832,15176.378151,11559586500543643164357973919164158242801253064597225603072,0,23119173001087286328715947838328316485602506129194451206144,116235.5,13502324904,232471,8721.076923,0,226748,2934745.576923,0,76303385,8941.192308,0,232471,9009.083333,0,216218,3673440.833333,0,88162580,9686.291667,0,232471,7499.064516,7499.064516,7499.064516,0,0,0,232471,232471,232471,15.5,238,31,15.5,238,31,15.5,238,31,15.5,238,31,1.192308,24,31,1.192308,24,31,1.192308,24,31,1.192308,24,31,1.291667,128,31,1.291667,128,31,1.291667,128,31,1.291667,128,31,31,31,31,31,31,31,31,31,31,31,31,31,2,26,1,24,2,26,1,24,7499.064516,0,232471,31,31,31,31
1.ts2.mnet.medstroms.se,1,33024.875,990149262.375,66049.75,365897712883710,250525421865190144606208,731795425767420,89050,7921194099,178100,35328.3,177163554735033745408,176641.5,447527,250525421865190144606208,2237635,35620,354327109470067490816,178100,34784.2,59948653234072780800,173921,3526756.6,250525421865190144606208,17633783,35620,119897306468145561600,178100,29683.333333,29683.333333,29683.333333,250525421865190144606208,250525421865190144606208,250525421865190144606208,178100,178100,178100,3,8,6,3,8,6,3,8,6,3,8,6,1.2,2,6,1.2,2,6,1.2,2,6,1.2,2,6,1.2,2,6,1.2,2,6,1.2,2,6,1.2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,2,5,1,5,2,5,1,5,29683.333333,250525421865190144606208,178100,6,6,6,6
10-dynamic-c.rotterdam.luna.net,1,3280.5,3280.5,3280.5,13688165665440,13688165665440,13688165665440,13122,13122,13122,2687.666667,5817746.666667,5375.333333,4556647111,13688165665440,9113294222,6561,17453240,13122,3280.5,13688165665440,13122,3280.5,13688165665440,13122,3280.5,13688165665440,13122,3280.5,3280.5,3280.5,13688165665440,13688165665440,13688165665440,13122,13122,13122,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,2,3,4,2,3,4,2,3,4,1,1,4,1,1,4,1,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,4,1,2,1,4,3280.5,13688165665440,13122,4,4,4,4
10.salc.wsu.edu,1,2498.666667,2498.666667,2498.666667,1853438842888384768,1853438842888384768,1853438842888384768,14992,14992,14992,2600.333333,3943152394236.000488,10401.333333,269726572.5,1853438842888384768,1078906290,3748,11829457182708,14992,2498.666667,1853438842888384768,14992,2498.666667,1853438842888384768,14992,2498.666667,1853438842888384768,14992,2498.666667,2498.666667,2498.666667,1853438842888384768,1853438842888384768,1853438842888384768,14992,14992,14992,6,6,6,6,6,6,6,6,6,6,6,6,1.5,3,6,1.5,3,6,1.5,3,6,1.5,3,6,1,1,6,1,1,6,1,1,6,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,4,1,6,1,4,1,6,2498.666667,1853438842888384768,14992,6,6,6,6
10.ts2.mnet.medstroms.se,1,44099.559524,27818139904292.570313,132298.678571,514155113499168,0,1542465340497504,126635.666667,1557815834640384,379907,21105.944444,0,379907,21105.944444,0,379907,21105.944444,0,379907,25327.133333,0,379907,25327.133333,0,379907,25327.133333,0,379907,19995.105263,19995.105263,19995.105263,0,0,0,379907,379907,379907,6.333333,56,19,6.333333,56,19,6.333333,56,19,6.333333,56,19,1.055556,2,19,1.055556,2,19,1.055556,2,19,1.055556,2,19,1.266667,5,19,1.266667,5,19,1.266667,5,19,1.266667,5,19,19,19,19,19,19,19,19,19,19,19,19,19,3,18,1,15,3,18,1,15,19995.105263,0,379907,19,19,19,19
100.144.med.umich.edu,1,20859.894737,20859.894737,20859.894737,8819753513224949520404593801956253484931635596774000595788237696391744323584,8819753513224949520404593801956253484931635596774000595788237696391744323584,8819753513224949520404593801956253484931635596774000595788237696391744323584,396338,396338,396338,21464.588235,944367815522256047392064922859678779358483742383015834850259426607104,364898,5764043.117647,8819753513224949520404593801956253484931635596774000595788237696391744323584,97988733,23314,3777471262089024189568259691438715117433934969532063339401037706428416,396338,20859.894737,8819753513224949520404593801956253484931635596774000595788237696391744323584,396338,20859.894737,8819753513224949520404593801956253484931635596774000595788237696391744323584,396338,20859.894737,8819753513224949520404593801956253484931635596774000595788237696391744323584,396338,20859.894737,20859.894737,20859.894737,8819753513224949520404593801956253484931635596774000595788237696391744323584,8819753513224949520404593801956253484931635596774000595788237696391744323584,8819753513224949520404593801956253484931635596774000595788237696391744323584,396338,396338,396338,19,19,19,19,19,19,19,19,19,19,19,19,1.117647,4,19,1.117647,4,19,1.117647,4,19,1.117647,4,19,1,1,19,1,1,19,1,1,19,1,1,19,19,19,19,19,19,19,19,19,19,19,19,19,1,17,1,19,1,17,1,19,20859.894737,8819753513224949520404593801956253484931635596774000595788237696391744323584,396338,19,19,19,19
10044.geo.net,1,7045.256944,39070752.916667,14090.513889,1322508772137610355579181862539038016270064384420200567490438127002892941004353783214374912,66463275680133839761131276701529624438726169691520536039514445334149349797523419742801025914417181020290929121873100800,2645017544275220711158363725078076032540128768840401134980876254005785882008707566428749824,140624.5,8439282630,281249,8489.25,10114220812127715326765263781682054722311022579225117289281976516507670528257699520037773453441666735784386677964800,271656,1978133,66463275680133794966236433145445413289880558322634973606604500641158651797741400466963602311198273402741063689730785280,63300256,8789.03125,20228441624255430653530527563364109444622045158450234578563953033015341056515399040075546906883333471568773355929600,281249,9039,8682361686280795809295683173758538783267094095090604736321227037512765404590401777233265644836163601404264448,271170,2258680.8,66463275680133812884194370567879097749418802870189198579768478518354930997654208177298571752485836449761009862587711488,67760424,9374.966667,69458893490246366474365465390068310266136752760724837890569816300102123236723214217866125158689308811234115584,281249,8522.69697,8522.69697,8522.69697,66463275680133830802152307990312782208957047417743423552932456395551210197567015887633541193773399496780956035444637696,66463275680133830802152307990312782208957047417743423552932456395551210197567015887633541193773399496780956035444637696,66463275680133830802152307990312782208957047417743423552932456395551210197567015887633541193773399496780956035444637696,281249,281249,281249,16.5,216,33,16.5,216,33,16.5,216,33,16.5,216,33,1.03125,2,33,1.03125,2,33,1.03125,2,33,1.03125,2,33,1.1,8,33,1.1,8,33,1.1,8,33,1.1,8,33,33,33,33,33,33,33,33,33,33,33,33,33,2,32,1,30,2,32,1,30,8522.69697,66463275680133830802152307990312782208957047417743423552932456395551210197567015887633541193773399496780956035444637696,281249,33,33,33,33
101.irri.cgiar.org,1,4750.857143,4750.857143,4750.857143,1404931502304138683607283363600529673118810112,1404931502304138683607283363600529673118810112,1404931502304138683607283363600529673118810112,66512,66512,66512,3972.71875,62032586122944065965129728,31781.75,225393616611974.75,1404931502304138366694633306543179298943008768,1803148932895798,8314,992521377967105055442075648,66512,5456.333333,5237532768065292772135280751724950716416,65476,50104.166667,1404931502304138683607283363600529673118810112,601250,5542.666667,20950131072261171088541123006899802865664,66512,4750.857143,4750.857143,4750.857143,1404931502304138683607283363600529673118810112,1404931502304138683607283363600529673118810112,1404931502304138683607283363600529673118810112,66512,66512,66512,14,14,14,14,14,14,14,14,14,14,14,14,1.75,16,14,1.75,16,14,1.75,16,14,1.75,16,14,1.166667,4,14,1.166667,4,14,1.166667,4,14,1.166667,4,14,14,14,14,14,14,14,14,14,14,14,14,14,1,8,1,12,1,8,1,12,4750.857143,1404931502304138683607283363600529673118810112,66512,14,14,14,14
103.135.med.umich.edu,1,5986.125,5986.125,5986.125,46468638751554099413549842432,46468638751554099413549842432,46468638751554099413549842432,47889,47889,47889,5700.833333,12404116047330096971776,34205,4271952478.5,46468638751554099413549842432,25631714871,7981.5,37212348141990288818176,47889,5986.125,46468638751554099413549842432,47889,5986.125,46468638751554099413549842432,47889,5986.125,46468638751554099413549842432,47889,5986.125,5986.125,5986.125,46468638751554099413549842432,46468638751554099413549842432,46468638751554099413549842432,47889,47889,47889,8,8,8,8,8,8,8,8,8,8,8,8,1.333333,3,8,1.333333,3,8,1.333333,3,8,1.333333,3,8,1,1,8,1,1,8,1,1,8,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,6,1,8,1,6,1,8,5986.125,46468638751554099413549842432,47889,8,8,8,8
1032015.ksc.nasa.gov,1,2508.473159,99317214888580944,12542.365797,1179457804470039125445135076391143994403110627418513788456134577524638244013809020625088048594070799228916758321596922998804055100897898775328271771811119887225184444738610069701004227360529741974150020951330506312401484979997608462907084084418546495389696,9999999,5897289022350195627225675381955719972015553137092568942280672887623191220069045103125440242970353996144583791607984614994020275504489493876641358859055599436125922223693050348505021136802648709870750104756652531562007424899988042314535420422092732476948480,138015.6,37481840176318991109718016,690078,3620.399767,9999999,517717.166667,4756448523.86014,9999999,680172138912,4825.72028,9999999,690078,4786.333333,232238736134129352321748855215859255214080,57436,18388802635447378049177619468170671792414102623181179689336039511619522357723372523121778740287627089857194873149603761703366399883385593064122696679970312083662660849106944,9999999,220665631625368522860536113356828631545167633315387721733161873852823449503753551906374978088139420833167057154886135185847774015638911042525496360726356119855895347959169024,57506.5,778631235435087256512516213052311127667532079671803904,690078,2509.374545,2509.374545,2509.374545,9999999,9999999,9999999,690078,690078,690078,55,377395200,275,55,377395200,275,55,377395200,275,55,377395200,275,1.923077,52750291955504401406433398095872,275,1.923077,52750291955504401406433398095872,275,1.923077,52750291955504401406433398095872,275,1.923077,52750291955504401406433398095872,275,22.916667,3352719052800,275,22.916667,3352719052800,275,22.916667,3352719052800,275,22.916667,3352719052800,275,275,275,275,275,275,275,275,275,275,275,275,275,5,143,1,12,5,143,1,12,2509.374545,9999999,690078,275,275,275,275
1032ap.sscl.uwo.ca,1,11571.25,11571.25,11571.25,152016299660400,152016299660400,152016299660400,46285,46285,46285,15096.666667,159832173250,45290,330213,152016299660400,990639,15428.333333,319664346500,46285,11571.25,152016299660400,46285,11571.25,152016299660400,46285,11571.25,152016299660400,46285,11571.25,11571.25,11571.25,152016299660400,152016299660400,152016299660400,46285,46285,46285,4,4,4,4,4,4,4,4,4,4,4,4,1.333333,2,4,1.333333,2,4,1.333333,2,4,1.333333,2,4,1,1,4,1,1,4,1,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,1,4,1,3,1,4,11571.25,152016299660400,46285,4,4,4,4
1032by.sscl.uwo.ca,1,3949.6,3949.6,3949.6,1243747264302840,1243747264302840,1243747264302840,19748,19748,19748,6239.333333,4691299800,18718,45517963.333333,1243747264302840,136553890,6582.666667,14073899400,19748,4809.75,2443511324760,19239,69452.75,1243747264302840,277811,4937,4887022649520,19748,3949.6,3949.6,3949.6,1243747264302840,1243747264302840,1243747264302840,19748,19748,19748,5,5,5,5,5,5,5,5,5,5,5,5,1.666667,3,5,1.666667,3,5,1.666667,3,5,1.666667,3,5,1.25,2,5,1.25,2,5,1.25,2,5,1.25,2,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,4,1,3,1,4,3949.6,1243747264302840,19748,5,5,5,5
105.4.med.umich.edu,1,15104,15104,15104,7077823723229625,7077823723229625,7077823723229625,60416,60416,60416,18831.333333,1814362204950,56494,5117429,7077823723229625,15352287,20138.666667,3628724409900,60416,15104,7077823723229625,60416,15104,7077823723229625,60416,15104,7077823723229625,60416,15104,15104,15104,7077823723229625,7077823723229625,7077823723229625,60416,60416,60416,4,4,4,4,4,4,4,4,4,4,4,4,1.333333,2,4,1.333333,2,4,1.333333,2,4,1.333333,2,4,1,1,4,1,1,4,1,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,1,4,1,3,1,4,15104,7077823723229625,60416,4,4,4,4
107.tcom.co.uk,1,5625.333333,5625.333333,5625.333333,1501535877682893946880,1501535877682893946880,1501535877682893946880,33752,33752,33752,6501.333333,638183052483480,26005.333333,2278328713,1501535877682893946880,9113314852,8438,1914549157450440,33752,5625.333333,1501535877682893946880,33752,5625.333333,1501535877682893946880,33752,5625.333333,1501535877682893946880,33752,5625.333333,5625.333333,5625.333333,1501535877682893946880,1501535877682893946880,1501535877682893946880,33752,33752,33752,6,6,6,6,6,6,6,6,6,6,6,6,1.5,3,6,1.5,3,6,1.5,3,6,1.5,3,6,1,1,6,1,1,6,1,1,6,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,4,1,6,1,4,1,6,5625.333333,1501535877682893946880,33752,6,6,6,6
109-02.ic.uva.nl,1,30067,30067,30067,904024489,904024489,904024489,60134,60134,60134,30067,904024489,60134,30067,904024489,60134,30067,904024489,60134,30067,30067,30067,904024489,904024489,904024489,60134,60134,60134,30067,30067,30067,904024489,904024489,904024489,60134,60134,60134,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,30067,904024489,60134,2,2,2,2
10forward.ppp.america.com,1,15522.894444,22197474119903232,62091.577778,321207543.75,0,1284830175,95961,11986636024747747328,383844,12129.032258,0,376000,998954.387097,0,30967586,12382.064516,0,383844,16830.631579,0,319782,312829403859.263184,0,5943758673326,20202.315789,0,383844,10662.333333,10662.333333,10662.333333,0,0,0,383844,383844,383844,9,540,36,9,540,36,9,540,36,9,540,36,1.16129,24,36,1.16129,24,36,1.16129,24,36,1.16129,24,36,1.894737,576,36,1.894737,576,36,1.894737,576,36,1.894737,576,36,36,36,36,36,36,36,36,36,36,36,36,36,4,31,1,19,4,31,1,19,10662.333333,0,383844,36,36,36,36
10md423.uni-duisburg.de,1,7681.033033,57621374.114114,15362.066066,30345326479765377092314101321289860434196388651923949593551876463478435238074988074440818861520649195244008563418321293956298898931712,228864977644428969030253313067211294776501075511988931941370265714638595879117052696795621541626044527963217776622487900665494978807799724000107809138045386078814208,60690652959530754184628202642579720868392777303847899187103752926956870476149976148881637723041298390488017126836642587912597797863424,160236,19187917580,320472,7640.682927,328967081740436884168286039159104252140102236560352689632767108411781931844562559647613802142187361549174180619290377026191276076760658021570490400768,313268,1838733.95122,228864977644428841163432692124169497386278543183897048478790342157420256688047986441569199484026244400225236295991349194154396245992525926451023985489879240433205248,75388092,7816.390244,7895209961770485583458227087621947326024357621450731728007090945541796505014601021862375308111458340275705691744751829009851428975344759284992583925760,320472,7799.897436,50017432199208656941201048012616001253078027239735657834912928196039607558216154812671320955315469812800272172970606586213841723470673768087552,304196,1872261058.358974,228864977644428866736796816312777856864323049649515425171306326868863924526261799692614483895546204425772832592117576935456615992555580685960840750219512469562327040,73018181276,8217.230769,4801673491124030026604165313905563778390171561358234363487737840888586636658908131533456384600676462038423839552836445754824694926845245871095808,320472,6966.782609,6966.782609,6966.782609,228864977644428943456889188878602935298456569046370555248854281003194928040903239445750337130106084502415621480496260159363275232244744964490291044408412156949692416,228864977644428943456889188878602935298456569046370555248854281003194928040903239445750337130106084502415621480496260159363275232244744964490291044408412156949692416,228864977644428943456889188878602935298456569046370555248854281003194928040903239445750337130106084502415621480496260159363275232244744964490291044408412156949692416,320472,320472,320472,23,333,46,23,333,46,23,333,46,23,333,46,1.121951,24,46,1.121951,24,46,1.121951,24,46,1.121951,24,46,1.179487,96,46,1.179487,96,46,1.179487,96,46,1.179487,96,46,46,46,46,46,46,46,46,46,46,46,46,46,2,41,1,39,2,41,1,39,6966.782609,228864977644428943456889188878602935298456569046370555248854281003194928040903239445750337130106084502415621480496260159363275232244744964490291044408412156949692416,320472,46,46,46,46
11.ts1.mnet.medstroms.se,1,2496.583333,2496.583333,2496.583333,3423053998216746116257393300710883328,3423053998216746116257393300710883328,3423053998216746116257393300710883328,29959,29959,29959,3913.428571,228316138382720023658496,27394,6380837049.571428,3423053998216746116257393300710883328,44665859347,4279.857143,3653058214123520378535936,29959,3148.714286,13064733199207852146688,22041,5096565.857143,3423053998216746116257393300710883328,35675961,4279.857143,418071462374651268694016,29959,2496.583333,2496.583333,2496.583333,3423053998216746116257393300710883328,3423053998216746116257393300710883328,3423053998216746116257393300710883328,29959,29959,29959,12,12,12,12,12,12,12,12,12,12,12,12,1.714286,16,12,1.714286,16,12,1.714286,16,12,1.714286,16,12,1.714286,32,12,1.714286,32,12,1.714286,32,12,1.714286,32,12,12,12,12,12,12,12,12,12,12,12,12,12,1,7,1,7,1,7,1,7,2496.583333,3423053998216746116257393300710883328,29959,12,12,12,12
11.ts2.mnet.medstroms.se,1,9687.583333,9687.583333,9687.583333,659312415341207194457308797971729238458368,659312415341207194457308797971729238458368,659312415341207194457308797971729238458368,116251,116251,116251,11495.75,2436055366628108616272355339102322688,114957.5,114495,659312415341207117086056342635462057263104,1144950,11625.1,9744221466512434465089421356409290752,116251,6903.727273,16356050988370307970840547859718209536,75941,147721066.454545,659312415341207117086056342635462057263104,1624931731,10568.272727,32712101976740615941681095719436419072,116251,9687.583333,9687.583333,9687.583333,659312415341207194457308797971729238458368,659312415341207194457308797971729238458368,659312415341207194457308797971729238458368,116251,116251,116251,12,12,12,12,12,12,12,12,12,12,12,12,1.2,4,12,1.2,4,12,1.2,4,12,1.2,4,12,1.090909,2,12,1.090909,2,12,1.090909,2,12,1.090909,2,12,12,12,12,12,12,12,12,12,12,12,12,12,1,10,1,11,1,10,1,11,9687.583333,659312415341207194457308797971729238458368,116251,12,12,12,12
110.the-spa.com,1,4483,4483,4483,71400400911,71400400911,71400400911,13449,13449,13449,4483,71400400911,13449,4483,71400400911,13449,4483,71400400911,13449,4483,71400400911,13449,4483,71400400911,13449,4483,71400400911,13449,4483,4483,4483,71400400911,71400400911,71400400911,13449,13449,13449,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,1,3,1,3,4483,71400400911,13449,3,3,3,3
118.32.med.umich.edu,1,3723,3723,3723,94632929133900966524277661543407567737497323569152,94632929133900966524277661543407567737497323569152,94632929133900966524277661543407567737497323569152,55845,55845,55845,4249.833333,13652166861030905493481972743014449152,46748.166667,3225602045.272727,94632929133900924985902793264786539493526689808384,35481622498,5076.818182,163826002332370894255982570134044672000,55845,3723,94632929133900924985902793264786539493526689808384,55845,3723,94632929133900924985902793264786539493526689808384,55845,3723,94632929133900924985902793264786539493526689808384,55845,3723,3723,3723,94632929133900966524277661543407567737497323569152,94632929133900966524277661543407567737497323569152,94632929133900966524277661543407567737497323569152,55845,55845,55845,15,15,15,15,15,15,15,15,15,15,15,15,1.363636,12,15,1.363636,12,15,1.363636,12,15,1.363636,12,15,1,1,15,1,1,15,1,1,15,1,1,15,15,15,15,15,15,15,15,15,15,15,15,15,1,11,1,15,1,11,1,15,3723,94632929133900966524277661543407567737497323569152,55845,15,15,15,15
11client9.ihi.ku.dk,1,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,11473,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11473,11473,11473,1,1,1,1
12-102eb.itslab.calpoly.edu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
12-102md.acs.calpoly.edu,1,8917,8917,8917,0,0,0,53502,53502,53502,10501.4,0,52507,199571.2,0,997856,10700.4,0,53502,10543.2,0,52716,133945.2,0,669726,10700.4,0,53502,8917,8917,8917,0,0,0,53502,53502,53502,6,6,6,6,6,6,6,6,6,6,6,6,1.2,2,6,1.2,2,6,1.2,2,6,1.2,2,6,1.2,2,6,1.2,2,6,1.2,2,6,1.2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,1,5,1,5,1,5,1,5,8917,0,53502,6,6,6,6
12-105da.acs.calpoly.edu,1,8845.714286,8845.714286,8845.714286,851316144472914402987737088,851316144472914402987737088,851316144472914402987737088,61920,61920,61920,10034.3,51328767036272640000,50171.5,9722686,851316144472914540426690560,48613430,12384,205315068145090560000,61920,8845.714286,851316144472914402987737088,61920,8845.714286,851316144472914402987737088,61920,8845.714286,851316144472914402987737088,61920,8845.714286,8845.714286,8845.714286,851316144472914402987737088,851316144472914402987737088,851316144472914402987737088,61920,61920,61920,7,7,7,7,7,7,7,7,7,7,7,7,1.4,4,7,1.4,4,7,1.4,4,7,1.4,4,7,1,1,7,1,1,7,1,1,7,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,5,1,7,1,5,1,7,8845.714286,851316144472914402987737088,61920,7,7,7,7
12-105de.acs.calpoly.edu,1,3949.6,3949.6,3949.6,1243747264302840,1243747264302840,1243747264302840,19748,19748,19748,6239.333333,4691299800,18718,45517963.333333,1243747264302840,136553890,6582.666667,14073899400,19748,4809.75,2443511324760,19239,69452.75,1243747264302840,277811,4937,4887022649520,19748,3949.6,3949.6,3949.6,1243747264302840,1243747264302840,1243747264302840,19748,19748,19748,5,5,5,5,5,5,5,5,5,5,5,5,1.666667,3,5,1.666667,3,5,1.666667,3,5,1.666667,3,5,1.25,2,5,1.25,2,5,1.25,2,5,1.25,2,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,4,1,3,1,4,3949.6,1243747264302840,19748,5,5,5,5
12-105he.acs.calpoly.edu,1,9814.75,9814.75,9814.75,3650689536892860,3650689536892860,3650689536892860,39259,39259,39259,11779,935834710888,35337,5110376.666667,3650689536892860,15331130,13086.333333,1871669421776,39259,9814.75,3650689536892860,39259,9814.75,3650689536892860,39259,9814.75,3650689536892860,39259,9814.75,9814.75,9814.75,3650689536892860,3650689536892860,3650689536892860,39259,39259,39259,4,4,4,4,4,4,4,4,4,4,4,4,1.333333,2,4,1.333333,2,4,1.333333,2,4,1.333333,2,4,1,1,4,1,1,4,1,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,1,4,1,3,1,4,9814.75,3650689536892860,39259,4,4,4,4
12-105id.acs.calpoly.edu,1,2681,2681,2681,50786414719488504,50786414719488504,50786414719488504,13405,13405,13405,2599.222222,12566126520.999998,7797.666667,3777038760.666667,50786414719488504,11331116282,4468.333333,37698379563,13405,2681,50786414719488504,13405,2681,50786414719488504,13405,2681,50786414719488504,13405,2681,2681,2681,50786414719488504,50786414719488504,50786414719488504,13405,13405,13405,5,5,5,5,5,5,5,5,5,5,5,5,1.666667,3,5,1.666667,3,5,1.666667,3,5,1.666667,3,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,5,1,3,1,5,2681,50786414719488504,13405,5,5,5,5
