name,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9
centurion.ksu.ksu.edu,2998219536,936,15974,7672814339864625,63896,4,4,4,4,4
cepc02.harvard.edu,65944160601201,1206,5625.5,1501708925496387436544,33753,6,6,6,6,6
cepc22.ce.gatech.edu,8242408,606,1363.333333,2419256196,4090,3,3,3,3,3
cepe2.ece.drexel.edu,63941451615040315826377926377472,2618,5256.071429,1386757485663835026055964235801005406286983987200,73585,14,14,14,14,14
cepheid.ugastro.berkeley.edu,136821750708889,1362,44751.833333,114508754593412271833088,268511,6,6,6,6,6
cepheus.db.erau.edu,673071094837873665275391377408,2561,4125.538462,42517356385066559940947453085243392714080256,53632,13,13,13,13,13
ceppad.bu.edu,63941451615040315826377926377472,2618,16303.214286,11267113313207565105847745486862532366780663517413376,228245,14,14,14,14,14
ceps.nasm.edu,16135323854169596049227776,2153,7794.272727,3849918577742337690076522615024910336,85737,11,11,11,11,11
cerc2.cerc.columbia.edu,1231971237237449731340423879075634625759429809668588603200252679533598530566397181829558865145428540900824435392512,10437,14386.591837,0,704943,49,49,49,49,49
cerdic3.bsu.umd.edu,360768244521421357552643778543616,2976,8099.357143,0,113391,14,14,14,14,14
cerenkov.sao.arizona.edu,10992079124206966185918464,2079,22637.363636,576865099512454569960548656182829514752,249011,11,11,11,11,11
ceres.med.jhu.edu,571893070773247661355390751842595315577593528320,3948,18615.761905,0,390931,21,21,21,21,21
ceres.stanford.edu,4088509234638542675202767600822147487137495707990544081202708480,5236,10804.464286,195705035082106436275593466407566637370994155417630593169630767608524266455063568817762741693221699584,302525,28,28,28,28,28
ceri-lr2.ceri.memphis.edu,2846677664508022358016,2178,6431.888889,0,57887,9,9,9,9,9
cern35.ce.uiuc.edu,2342560000,880,4192.75,206172262579500,16771,4,4,4,4,4
ces.dearborn.acn.purdue.edu,53208653616430409877878552933349735797776892344763896256117244085177155584,6443,8052.875,569713462391295247948590841618406904297761369368818642848182230447254975716052885508898447081911010417704960,257692,32,32,32,32,32
ces.hendricks.acn.purdue.edu,2359038963725876592640,2133,28452.333333,34631829708135074805584221962240,256071,9,9,9,9,9
ceslab05.math.utah.edu,2772113166407884800,1616,4738.125,7209690275236211408832036864,37905,8,8,8,8,8
cespa2.ce.gatech.edu,85993800189188342193708616122368,2674,21557.857143,17471383147627565067216485851660998524327519078842368,301810,14,14,14,14,14
cesr30.lns.cornell.edu,253831523037259792384,1665,6721.222222,358464267866088720711259521024,60491,9,9,9,9,9
ceth7.rutgers.edu,55575741168378222217265152,2409,17599.090909,249351437278295930872398277199378501337088,193590,11,11,11,11,11
cetq14.coe.uga.edu,1158769441178837450752,1971,127993.444444,84238789095575620164344562581504,1151941,9,9,9,9,9
cetq4.coe.uga.edu,417297300473610224933428210009504448611220452941508902912,4600,4787.56,29267389424047044083913008662421952736440970602549821705266044111992218036930412019712,119689,25,25,25,25,25
cetq6.coe.uga.edu,3358111075635842789489138775654360731663992362587494480101000892296477330034394200992840720967145933929846187973913582245557145606921557109829188527125862618708836352,13517,29174.479452,0,2129737,73,73,73,73,73
cetq8.coe.uga.edu,3181183109200735304691335823360,2886,44067.692308,18828150687102396618424665922831215492398579712,572880,13,13,13,13,13
cetteach.coe.uga.edu,15501749869261350043123712,2145,9430.727273,33047114490274062555318325990752031604736,103738,11,11,11,11,11
cevrar.ucop.edu,97393677359695053979648,1990,4003.7,1049561000993666652381761014595584,40037,10,10,10,10,10
cf43.bc.edu,407672580388201168896,1755,8579.777778,54970432267697652015127517462528,77218,9,9,9,9,9
cfa160.harvard.edu,110805633240914068094868765312850669338624,3432,6012.944444,11421357392586688476363666679395921144670376045488943032874351722496,108233,18,18,18,18,18
cfa246.harvard.edu,3041984419006636577485095503092277306053361664,3760,4288.2,709254509184839477414236986068779849964759106506878215717388288000,85764,20,20,20,20,20
cfa255.harvard.edu,184,184,305722,305722,305722,1,1,1,1,1
cfaco2.harvard.edu,1329198277865908266627429288191395348690763776,4505,12404.105263,2840851237515810365727287394293263154660857879840362572149572992237568,235678,19,19,19,19,19
cfaemet.harvard.edu,242,242,3710,3710,3710,1,1,1,1,1
cfaexite2.harvard.edu,235,235,8529,8529,8529,1,1,1,1,1
cfanono.harvard.edu,1121513121,732,11571.25,152016299660400,46285,4,4,4,4,4
cfara1.harvard.edu,165251092644282224615050136528909656039086718885151375360,5280,9925.166667,47126906723111065605007896462161511915753886179747864035812263370780312933495558111232,238204,24,24,24,24,24
cfd10.eng.buffalo.edu,30017506644084128746515089615126827698826301124116480,4399,14827.608696,6528284931333716005837858530560044677197654286868803895052985835213157839142912,341035,23,23,23,23,23
cfd15.eng.buffalo.edu,64000000000000,1200,2498.166667,1852652821326515200,14989,6,6,6,6,6
cfdiris.eng.miami.edu,9273284218074432,1337,2184.714286,570294276113825595392,15293,7,7,7,7,7
cfdmac2.eng.miami.edu,11543176,678,10320.333333,25872363315,30961,3,3,3,3,3
cfh1.cfh.siue.edu,34969,374,518,268243,1036,2,2,2,2,2
cfj3.bc.edu,20625387851152554872394951767744652471087908519936,4683,13626.761905,0,286162,21,21,21,21,21
cfm.brown.edu,266395857769147777853473724861921444162005709327746203648,5389,16926.375,22738107603214626143785752142637034082286706825470491006634134939273254287209136128,406233,24,24,24,24,24
cfrvm.cfr.usf.edu,51682540549249,1158,7257.166667,73957262757258365763584,43543,6,6,6,6,6
cg1.psych.arizona.edu,3317760000,960,4196.75,218836239995520,16787,4,4,4,4,4
cgl.bu.edu,44279771326973006531526656,2361,90032.090909,593939590354483827164227408165339136,990353,11,11,11,11,11
cgs8005.cgs.edu,34969,374,156678,2333881748,313356,2,2,2,2,2
ch01.cc.ndsu.nodak.edu,847288609443,1215,29403,3730837014400922624,147015,5,5,5,5,5
ch025.chance.berkeley.edu,93152114292412192192496860557111242370496517273101426022424766556666008651464465725599203477426328901516698578731067171134164364777125540759425657718677031616512,13135,13621.873239,10473996166035953250410002763097762688888726573668143135006667359277129129451341331196990474721412363800127239436568391870722157968380681150647532748211772859168216272034634415662436950058826980280227727102688948159586244203184110032492812370883931362203533312,967153,71,71,71,71,71
ch062.chance.berkeley.edu,78672340886049,1242,2517.166667,1882521640677557760,15103,6,6,6,6,6
ch06_chem.sdsmt.edu,328080401001,1005,16605.8,2246543778495660800,83029,5,5,5,5,5
ch236-32.ch.pdx.edu,8989320386052055040,1872,6893.625,988553466627309531685715968,55149,8,8,8,8,8
ch239-18.ch.pdx.edu,110507425048970297848041788194217959292428877824,4500,3680.75,8657961185528391353139545467175698231009228469326212024173068288,73615,20,20,20,20,20
ch251-22.ch.pdx.edu,1495315559180183552,1496,11284.125,501818151503017590868833992704,90273,8,8,8,8,8
ch254d-05.ch.pdx.edu,7762392,594,80354.666667,18645638334336,241064,3,3,3,3,3
ch254d-17.ch.pdx.edu,10793861,663,62805.333333,217703302299648,188416,3,3,3,3,3
ch84.bc.edu,105458477530217892002203270543460927552300697545342976,4646,9240.043478,10352274092204280380945614707106556051729188077387541970681778620344653672611840,212521,23,23,23,23,23
chac.stsci.edu,65944160601201,1206,44945.666667,592806453221792277331968,269674,6,6,6,6,6
chad.cv.nrao.edu,40401,402,1949,956005,3898,2,2,2,2,2
chagall.princeton.edu,19734138142017490851899375616,2736,31329.583333,884893406441616492972821766478467658940416,375955,12,12,12,12,12
chagos.arlut.utexas.edu,31565837482272707374481408,2294,19035.090909,608850364632606880421684801835248507682816,209386,11,11,11,11,11
chain.ssctr.bcm.tmc.edu,336323216032,1010,33285.2,20805460608162446966784,166426,5,5,5,5,5
chair.medpharm.arizona.edu,1146228736,736,11571.25,152016299660400,46285,4,4,4,4,4
chakor.seas.ucla.edu,49204686308727994539839895954328866498216733325616536879104,5567,52146.96,0,1303674,25,25,25,25,25
chalcis.bus.msu.edu,2582982606362900569864294564515875989331620484633067520,4440,17447.208333,0,418733,24,24,24,24,24
challenger.atc.fhda.edu,4095999999999999931280523264,2400,18788.5,6031480293432363277076395386803108596833845248,225462,12,12,12,12,12
cham61.ed.psu.edu,138786277585726841710182400,2618,4093,271520014994967551861880222539317248,45023,11,11,11,11,11
chambers-ibmpc17.cac-labs.psu.edu,3823431012410102084423135744875147821056,3621,2872.235294,1991568004220562786081620261675203643391958947293298688,48828,17,17,17,17,17
champ2.caps.umn.edu,9543130466988026677936018426582071304344853466187525137933051150551770503128809472,6816,10074.027778,22939916028274352115470723619851582056500833503854740819561919755855879447514352725469450950450039887375548272831184384152305664,362665,36,36,36,36,36
champagne.ucdavis.edu,717897987691852578422784,2430,5598.9,423857217102471698157316027539521536,55989,10,10,10,10,10
chan.gactr.uga.edu,67842488091401605487466305487948947935706742784,4407,7374.85,45844058672421271750849874256638738988052031501819398275109841010688,147497,20,20,20,20,20
chance.cc.vt.edu,1568239201,796,5946.5,83559301276080,23786,4,4,4,4,4
chandra.harvard.edu,313487028995335002374861839635092882411818086108794554696345849564788289865112354816,8505,16279.028571,144697005417898839353804666574681731888108172385393197249190954634258737381122522354240281077901470534730661006933489899529315826008064,569766,35,35,35,35,35
chaneypc.raspet.msstate.edu,829997587232,1210,2171.6,4496406690728400,10858,5,5,5,5,5
channel.physiol.arizona.edu,4318940833905955414068857019352201455179959107584,4347,14368.619048,64249311313385907725574177669026955350368608844528398596994958884829103390720,301741,21,21,21,21,21
channel.weh.andrew.cmu.edu,763633171168,1190,14740.4,2084474733470252032,73702,5,5,5,5,5
channelzero.hip.berkeley.edu,20248177890277348661088602801130735126008240198950005221534955564026058135044096,6458,13505.4,0,472689,35,35,35,35,35
chaos.che.virginia.edu,1249198336,752,11574.5,152512212306720,46298,4,4,4,4,4
chaos.dorm.duke.edu,113113305642107337179136,2020,7431.5,3245475086634076310426754924675072,74315,10,10,10,10,10
chaos.marshall.edu,41563666942492837600692901688096206716323563615930229412392786450139960262180929253293652889302319023740579680110021235264116375666997867183038252286227528833565004857669260026736782868480,16779,34301.691358,9999999,2778437,81,81,81,81,81
chaos.math.unm.edu,9816283042179624599891225936857199628377825946043197666694807419426103623680,7584,5705.1875,0,182566,32,32,32,32,32
chaos.ph.utexas.edu,47089,434,1047.5,1072764,2095,2,2,2,2,2
chaplin.bsn.usf.edu,72816936086681413893249458965361374238501665949749649421797297724113874310769184194172401392814544388100081078072699642634809184990978130345692005914746517758895565737319046975806778491007549394401104842936148021394741097586768472123298961360894451253248,21564,6043.189189,0,670794,111,111,111,111,111
chardin.salk.edu,120710899174024035797303296,2585,13179.818182,811793469320747417597540125097607695433728,144978,11,11,11,11,11
chargers.occ.uc.edu,35154301434876282460926636998077027137346205756580942664624979461089178328015831040,7068,11162.111111,0,401836,36,36,36,36,36
charity.usc.edu,6128487,549,3912.333333,58121751020,11737,3,3,3,3,3
charles.cs.unlv.edu,188,188,887988,887988,887988,1,1,1,1,1
charles.ess.ucla.edu,136821750708889,1362,2508.166667,1868373252563906048,15049,6,6,6,6,6
charley-horse.ai.mit.edu,36864,384,1047.5,1072764,2095,2,2,2,2,2
charley.slip.db.erau.edu,93900110651485039484009973369239544059940863459701935274166189031424,5532,34120.666667,0,1023620,30,30,30,30,30
charlie.acc.iit.edu,38906479769219998033671291501393135172023852546222755515957156164473857372519070820766430961611399426601843865843079809908848804540186438804847759083286489247172343343883486043519688203093275380810864409301354309548131142375937727695318535915650633478345044711283097600,23201,19808,0,2317536,117,117,117,117,117
charlie.unirel.vt.edu,3630632434549265361631444992,2376,25605.25,72623161304899383219272353167197867341774848,307263,12,12,12,12,12
charm.physics.uni.edu,134222841910769734230655945932800,2762,31117.642857,625393057119141657431659539643249892914131945387882184704,435647,14,14,14,14,14
charon.nmsu.edu,2472973441,892,8875.5,2920224778642800,35502,4,4,4,4,4
charon_wchurchill.mc.duke.edu,45375670872618295887921152,2365,5567.272727,539881669410145318009959357419899322368,61240,11,11,11,11,11
charybdis.engin.umich.edu,79551144063764267885885909440598938693194998763727985049600,5675,3821.88,6378737313101107512455006312498578324479738467945974935067137929842832408122427965440,95547,25,25,25,25,25
chc9.chc.stthomas.edu,1676298188349690190526586118151683022887070344413184,4686,27090.863636,9835030241963230429334889513423393001649148367152596076020086387184568483069296640,595999,22,22,22,22,22
che-pc5.che.vcu.edu,16099760585865132957089988618348317055152353706248746079092736,5876,86937.923077,81117448878729733616797883624944860065908616553783514099190579634225658838719427215692164090243087073280,2260386,26,26,26,26,26
che060.che.psu.edu,481854559876363607426268659712,2496,3641.384615,851227005953444532751954546356858004701184,47338,13,13,13,13,13
checkers.debartolo.lab.nd.edu,18909044154723311233837968194075493400576,3978,11340.529412,8464250826473105189232012638410008585884973911277596638707712,192789,17,17,17,17,17
cheetah.it.wsu.edu,1568239201,796,42540.75,43159276327371120,170163,4,4,4,4,4
cheetah.wright.edu,38416,392,3922,15299715,7844,2,2,2,2,2
chek166-8.smsu.edu,152571904000000000296799420022784,2786,10787.357143,15864450203674993866815246283211261188466060531073024,151023,14,14,14,14,14
chekov.biostat.washington.edu,5925819321378277080544173208612372480,3188,18016.3125,0,288261,16,16,16,16,16
chekov.library.cmu.edu,6708631399202173109434305180102803098020741098737052333183276722924996380727589848797952197827276334744116284723530829752368899734806173050969215295455387944185340105778523637096377891774816488921185723911911289458529926116594203661958954510819658266283813634048,23625,15355.238938,0,1735142,113,113,113,113,113
chekrau1.ucsd.edu,1763911713133997927072739610329088,3318,27337.857143,57263499475094492218576377856197275443160773829878349824,382730,14,14,14,14,14
chem-13.chem.utah.edu,7996339888664083,1309,70455.714286,17039424521080522084135731200,493190,7,7,7,7,7
chem-37.umd.edu,13723332506969728,1414,141037.285714,425390204348066237855882543104,987261,7,7,7,7,7
chem-502hah2.unl.edu,7081209105199560704,1817,34727.625,0,277821,8,8,8,8,8
chem-502hah9.unl.edu,1121513121,732,11571.25,152016299660400,46285,4,4,4,4,4
chem-pkelter.unl.edu,4745050448708688905085979349028380594118029161592545686819596614104798677384472559616,8099,53745.083333,0,1934823,36,36,36,36,36
chem-wp1.chemistry.gatech.edu,208,208,11853,11853,11853,1,1,1,1,1
chem1.chem.mtu.edu,2090628617375390720,1560,10525.25,591418004868330565046242377728,84202,8,8,8,8,8
chem1.csubak.edu,198,198,5026,5026,5026,1,1,1,1,1
chem17.colorado.edu,34969,374,77545,1125679104,155090,2,2,2,2,2
chem51302.chem.cwru.edu,1015225883266977486609604978188853504158736648235666367988657359698769040484859904,8204,7446.882353,0,253194,34,34,34,34,34
chem_bkoehler.williams.edu,6434856,558,43156.666667,75803598784264,129470,3,3,3,3,3
chem_sth-mac2.sdsu.edu,551343792263638978761098002432,2522,10408.615385,2541514027005603283651455574644266794125099008,135312,13,13,13,13,13
chemac195.ucdavis.edu,50031545098999704,1701,11738.142857,254766558669914031997845504,82167,7,7,7,7,7
chemac4.che.eng.auburn.edu,893372291659421438877839369348604434604492380145762506870525360882053921041121312642712722955347577697683429992874838069376872642928374722250259908215898972235098137171003671680361820855863907188736,18143,10767.611765,0,915247,85,85,85,85,85
chemcrc01.chem.indiana.edu,4934446568965655670531447644579954688,3144,7774.25,0,124388,16,16,16,16,16
cheme2.iit.edu,1566907099317786762721110113870297791566124642813786193920,4850,6588.96,19339012299910463695017996356829752002601905436382494478196248657804291492950205349756928,164724,25,25,25,25,25
chemistry-pm.uoregon.edu,265206910560805884797942262398976,2898,13817.428571,226381407374159132861716714969081489609072642327838720,193444,14,14,14,14,14
chemistry.bard.edu,1664966416,808,9704.25,3563730883341090,38817,4,4,4,4,4
chemlib-14.chem.emory.edu,14172488,726,10320.333333,25872363315,30961,3,3,3,3,3
chemmac2.colorado.edu,1662524452241727068584796936470528,3304,5173,41817450777979426740437433175408349324807130578944,72422,14,14,14,14,14
chemmac8.colorado.edu,2545693365750811018494097177603303533542881231488671610607395668974034032875068008485039134230956877937035063162404008972073741733684079722794943848755035635712,15074,35080.764706,0,2385492,68,68,68,68,68
chemnuc-3.umd.edu,2947295521,932,5630,97330042903464,22520,4,4,4,4,4
chemod1.ucsd.edu,55393269093829610152239708423742215732932681613440483074244608,6162,20082.076923,24397634940349554873613246333161280981533572732492018197323587884449913728049818810822239977472,522134,26,26,26,26,26
chempel.extern.ucsd.edu,707543664122306916541336804917248,3119,28775.571429,204501411023841751645267252628479588059841237715255296,402858,14,14,14,14,14
chemviz2.ncsa.uiuc.edu,186629239443365644206080,2136,6705.3,3399929963754460849099286779044823040,67053,10,10,10,10,10
chenry1.eeb.uconn.edu,515363200000,1100,16619,2248840644520705280,83095,5,5,5,5,5
cheops.biosci.arizona.edu,1416468496,776,9704.25,3563730883341090,38817,4,4,4,4,4
cherd163.che.utexas.edu,41407371740736,1116,11846.333333,0,71078,6,6,6,6,6
cherokee.tricity.wsu.edu,1949369609479181487501737984,2256,4601.416667,47173185250105926512401970499355148288,55217,12,12,12,12,12
cherokee.unm.edu,2843905125878120543933474405938740683475761734813870809853712522615950671872,7296,15518.8125,122194913942456221024081243831735727223151480999099059725527114444077909023694386081985008493680217386551402922934009856,496602,32,32,32,32,32
cherry.chem.psu.edu,1171350625,740,11571.25,152016299660400,46285,4,4,4,4,4
cherry.hip.berkeley.edu,3823431012410102084423135744875147821056,3621,7195.941176,180033389144648540676316110844524322292487686285411436571131904,122331,17,17,17,17,17
cherry.labs.upj.pitt.edu,18336527447218511536979968,2178,3443,65463260214739983846075583256592384,37873,11,11,11,11,11
cherry1.biol.vt.edu,40000,400,40376.5,517939200,80753,2,2,2,2,2
cherub.biostat.washington.edu,41209,406,71341,1539285225,142682,2,2,2,2,2
chestnut.honors.uiuc.edu,98771297640625,1290,2533,1907412323470093312,15198,6,6,6,6,6
chet.eecs.berkeley.edu,17763086495282268024161967871623168,2880,48624.533333,81955148685718738793098465194070413273548038109178653310976,729368,15,15,15,15,15
chetan.fiu.edu,3895682566422094453147378384896,2943,15548.615385,415870057063297971233296108375593841419010179072,202132,13,13,13,13,13
chewie.kidsat.ucsd.edu,155155901496401941204292146050792089810625332822104077196966021825314264985384990455468293678222241046699932876013568000,12100,9548.96,0,477448,50,50,50,50,50
chewilsh.ucsd.edu,136880068015412018609455197381984256,3300,26543.333333,177930401096089746318915624245038010356967363827466240,398150,15,15,15,15,15
chewilsw.ucsd.edu,12157665459056928768,1944,9670.25,45695104634756168077239386112,77362,8,8,8,8,8
chex.stanford.edu,172771465793536,1416,4234.333333,195570024378032488448,25406,6,6,6,6,6
chgdss10.chgd.med.umich.edu,2252246038326547650813984474900182371425530565830742835422619160805376,6150,17834.266667,86303534636776771695181176693757627560367384078180938056475429943829326851380215192315975336788263811309109248,535028,30,30,30,30,30
chiang.wustl.edu,6115597639891380224,1784,7068.375,6108541543292917710701199360,56547,8,8,8,8,8
chichenitza.mgh.harvard.edu,37400534493045021301966144059952070656,3568,8371.3125,43396731113870239646482612607696248489803926244277132197888,133941,16,16,16,16,16
chick.med.upenn.edu,17119969906774270140631053341032448,2873,26071.4,793212102350547188480766553224560159506664965899693326336,391071,15,15,15,15,15
chico.rice.edu,8751821,619,47078.666667,3151744005564,141236,3,3,3,3,3
chicoma.la.unm.edu,7701771143776896,1302,169134.571429,32208965089106357936449388544,1183942,7,7,7,7,7
chilton238f.scs.unt.edu,1196883216,744,11907.25,339660331110240,47629,4,4,4,4,4
china.erc.msstate.edu,239347498624757367330006876619842313638380444836381589504,5382,7364.75,1022884958144916643316757516419066294771437743621769407605058568138365568466303320064,176754,24,24,24,24,24
chinadoll.hip.berkeley.edu,222620278176,930,17319,6127777039310724096,86595,5,5,5,5,5
chinese.engin.umich.edu,187,187,305722,305722,305722,1,1,1,1,1
chinle.math.arizona.edu,1387488001,772,23000.75,731812321397556,92003,4,4,4,4,4
chip.ucdavis.edu,6243812007994919645118264416730959912552460988300549454803302537523821646174092567561371648,8332,7415.871795,0,289219,39,39,39,39,39
chiral.elsie.brandeis.edu,184380391661722182132753291673551892619593872559606784742218077519828210554596418151066284514158264717451529393901401193036172807998384876916956823561742967691607702424423464355784417325364508396275544063213568,19057,24854.055556,0,2236865,90,90,90,90,90
chiron.astro.ufl.edu,6064247357069002937973289913015074816,3185,5633.4375,22918418429364214740065177649306748361536992409147607613440,90135,16,16,16,16,16
chism475.grad.nd.edu,78672340886049,1242,2502.333333,1859203001008761344,15014,6,6,6,6,6
chlorine.phc.vcu.edu,328080401001,1005,16605.8,2246543778495660800,83029,5,5,5,5,5
chmac62.wustl.edu,835862212777528786944,1905,5854.333333,103192135917638671949217138737152,52689,9,9,9,9,9
chmemac15.ecn.purdue.edu,34225,370,5529.5,28189890,11059,2,2,2,2,2
choate.cc.emory.edu,4849687664788584898420488132709931024384,3672,55226.529412,1373240860518513682245493774504455038340991468957302785549543669760,938851,17,17,17,17,17
choate.umis.upenn.edu,64615048177878520823808,1910,6040.8,5183525102345278348162571087904768,60408,10,10,10,10,10
chop.isca.uiowa.edu,175473165881289292006046807615863372398169225278804641561274788342805023203040680672157397663373869449216,9334,12674.133333,1512960570999562381263449723104109592862536075437852876953737095077720291596912866103477145196541144805492321114616196669325502134323318167170873661368183226012771039576064,570336,45,45,45,45,45
chop.ugcs.caltech.edu,70334705409207277878453374839622253243816466689667607846377750528,5796,15769.035714,4833763453657448594742686083939650697493578786388452696114881021688839126258317501016551570373911511040,441533,28,28,28,28,28
chopin.udel.edu,806668523281917456403279118336,2618,29363.461538,0,381725,13,13,13,13,13
chris.cs.cofc.edu,12977875,705,48719.666667,5327600931576,146159,3,3,3,3,3
chris.pha.jhu.edu,499327361598399971328,1795,6597.888889,193733617666361026409359684403200,59381,9,9,9,9,9
chrisl.ncpa.olemiss.edu,1432529432742502656,1488,29057.75,29826849215730064099766752509952,232462,8,8,8,8,8
christa.unh.edu,5653589685954779136,1772,7172.375,2406843894146653555885485326336,57379,8,8,8,8,8
chrs2.chem.lsu.edu,42025,410,1949,956005,3898,2,2,2,2,2
chrs3.chem.lsu.edu,1146228736,736,11571.25,152016299660400,46285,4,4,4,4,4
chry269-mac3.engin.umich.edu,812990017201,1205,11491.6,8677934532638943232,57458,5,5,5,5,5
chtm50.eece.unm.edu,2300257521,876,9814.75,3650689536892860,39259,4,4,4,4,4
chuma.cas.usf.edu,1822719545952582500446987664570409418800922361856,4177,20684.761905,82799144926342770607352377994886641896451227367294431115406053813975784645197824,434380,21,21,21,21,21
ciao.cc.columbia.edu,230,230,64620,64620,64620,1,1,1,1,1
ciardin.bas.ncsu.edu,4897252030306448830634131456,2436,7877.583333,414215036095265773810784800959676704979156992,94531,12,12,12,12,12
cibs-student-worker.tamu.edu,515363200000,1100,27512.6,358877384234715709440,137563,5,5,5,5,5
cicily.phy.duke.edu,115179299131727907563503616,2574,13862.272727,35500830577437850066238903284914869764096,152485,11,11,11,11,11
cie-07.cme.umn.edu,4565703233437891072,1720,4679.5,0,37436,8,8,8,8,8
cii3112-08.its.rpi.edu,660952768068482248998912,2410,14840.5,68491782643203498022184377369659179008,148405,10,10,10,10,10
cii3112-19.its.rpi.edu,13266270948476059133537795826428133362028194897592320,5148,6204.772727,1947851837555760412018594878861637896034971828539480688331789829147653344067584,136505,22,22,22,22,22
cii3116-06.its.rpi.edu,106960695699145959627853198786560,2716,28849.928571,18741743510602168405724538925171665403943775155257344,403899,14,14,14,14,14
cii3130-08.its.rpi.edu,8686550888106660864,1864,4523.375,2844475796966408971368792064,36187,8,8,8,8,8
cii3130-09.its.rpi.edu,206,206,17688,17688,17688,1,1,1,1,1
cim.ent.ohiou.edu,172771465793536,1416,5642.666667,17546786404784465920,33856,6,6,6,6,6
cimar.me.ufl.edu,3271331649866044979458722617675067959387675896726698965598208,5559,19275.230769,19528154873408590011996849479293436767163008796752765970895501061488189224633014469327952281600,501156,26,26,26,26,26
cims5.marc.gatech.edu,38809,394,102400,10066329600,204800,2,2,2,2,2
cindas.ecn.purdue.edu,95625955357599720461016203271931476729147852602394205217129222839317687363831403499809730897621771411602229490148704256,10098,7111.365385,0,369791,52,52,52,52,52
cipr-diva.mgh.harvard.edu,17879565078112355017575493549491371752118994637684736,4301,6824.086957,34092323402418286404462894042403707048002763862938849754940592305439811875310141440,156954,23,23,23,23,23
cipr-tech1.mgh.harvard.edu,2734211658226905597555852322404474839428497408,3740,44954.7,11478828375529271922866114988560526428484275709954498974194507875455168675840,899094,20,20,20,20,20
cipr-tech2.mgh.harvard.edu,13824000,720,6901,196739035185,20703,3,3,3,3,3
circ01.library.db.erau.edu,47442017137717510413186793738708724339705081740299340774800362075914903941545984,6615,16297.457143,91580475790457740087948439586589743712760838819503404821913264298873948887227155520716761625771752402641415978834401972838731874304,570411,35,35,35,35,35
circ06.library.db.erau.edu,1023490369077469249536,1944,28446.222222,34363138689098902257160792571904,256016,9,9,9,9,9
circinus.db.erau.edu,39540330308733046658820354304863865627435555204770722154838273359019313537922101943786597735349729231222408338757881039356804009686059712512,11861,10127.590164,3598457092145447579513149234548655039252723486878778552990729447123033687645557402468839503574813921802229398649929015171242310087015775860280021427657991878628568642768642867409876662209243741229692356128938131456,617783,61,61,61,61,61
cirque.atmos.colostate.edu,3049800625,940,23000.25,731795083423740,92001,4,4,4,4,4
cirrus.gcn.uoknor.edu,7562821648920027136,1832,9460.125,39679587745358809036958466048,75681,8,8,8,8,8
cirrus.geos.edinboro.edu,1445900625,780,16624.75,150983359936164,66499,4,4,4,4,4
cirrus.gp.cs.cmu.edu,192,192,25257,25257,25257,1,1,1,1,1
cis-107-31.wtamu.edu,10793861,663,49152,118747255799808,147456,3,3,3,3,3
cis-107-32.wtamu.edu,454313156986437883754321001942998159477322626197701672983756994958820873601024,7444,24390.575758,884413482780251989980530922662972852811181283786843235924374792483235410619401484267744426960730204856104477349974177218560,804889,33,33,33,33,33
cis-107-35.wtamu.edu,13411156,713,18056,3061215545340,54168,3,3,3,3,3
cis-ts1-slip4.cis.brown.edu,12157665459056928768,1944,22119.375,63033062010023068141222166003712,176955,8,8,8,8,8
cis-ts2-slip7.cis.brown.edu,205891132094649,1458,21545.833333,800959877961015044866048,129275,6,6,6,6,6
cis-ts3-slip10.cis.brown.edu,136880068015412018609455197381984256,3300,626.4,0,9396,15,15,15,15,15
cis-ts3-slip13.cis.brown.edu,14172488,726,6217,42578228364,18651,3,3,3,3,3
cis-ts3-slip3.cis.brown.edu,723631833531442801320362562032500954103808,3816,9438.611111,0,169895,18,18,18,18,18
cis-ts4-slip7.cis.brown.edu,13824000,720,6164.666667,40851340776,18494,3,3,3,3,3
cis1034_02.cis.usf.edu,2702336256,912,5494.75,11913560577072,21979,4,4,4,4,4
cis1034_15.cis.usf.edu,2999850127467672947956192903168,2873,6127.307692,36747447018586457127255361860000370363711094784,79655,13,13,13,13,13
cis1035_04.cis.usf.edu,7701771143776896,1302,4694.857143,0,32864,7,7,7,7,7
cis1036_09.cis.usf.edu,1196883216,744,11571.25,152016299660400,46285,4,4,4,4,4
cis1036_15.cis.usf.edu,66559788302628878201977781536579472787411312030561401790844795087663585367318514556038056087897527302284175225445272155848704,10230,14935.8,269121749551466978231556354496396419601956193634353059795384157395344590949197482189147014640105511384435136218089952996769520535073018038374596328492272201628442727258812471644136977002221892068620369920,821469,55,55,55,55,55
cis1036_19.cis.usf.edu,307720364049353801728,1701,14976.333333,43013845859058011151852980142080,134787,9,9,9,9,9
cis2028_24.cis.usf.edu,42761175875209,1122,2497.5,1851604792577355776,14985,6,6,6,6,6
cisc-2159.ece.ucsb.edu,1763911713133997927072739610329088,3318,9207.214286,3525078106557461117245223137198886163481874137088,128901,14,14,14,14,14
ciscart1.vuse.vanderbilt.edu,76419346977856,1236,2502.333333,1859203001008761344,15014,6,6,6,6,6
cisco-slip10.acc.virginia.edu,2425624059393976320,1590,25704.5,0,205636,8,8,8,8,8
cisco-slip101.acc.virginia.edu,7301384,582,69455,110459847966720,208365,3,3,3,3,3
