name,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9
b58-p13.pr.erau.edu,46225,430,6450,41261444,12900,2,2,2,2,2
b58-p14.pr.erau.edu,1696203127783856612365543200558638632241681581077094727680,5818,5355,91494060917516885886177219065514118904341701295244262169896465050159215201191198720,128520,24,24,24,24,24
b58-p7.pr.erau.edu,10301051460877537886470638927872,3159,21736.230769,86237187094151483471845473668341525943686761807872,282571,13,13,13,13,13
b61444.student.cwru.edu,1196883216,744,11571.25,152016299660400,46285,4,4,4,4,4
b61587.student.cwru.edu,182,182,42732,42732,42732,1,1,1,1,1
b61741.student.cwru.edu,45585252136324584229515976991428105604259920604025174622208,5550,18235.08,2586618388636577484593544891202115933452190641066719620655922357456102076106655821388255854592,455877,25,25,25,25,25
b61786.student.cwru.edu,9953750901796947968,1896,6891.375,986709150458228601599819776,55131,8,8,8,8,8
b62-mcintyre.pr.erau.edu,812990017201,1205,2694.2,51663646693182888,13471,5,5,5,5,5
b62.ucs.usl.edu,9999999,32531,25845.29375,0,4135247,160,160,160,160,160
b62759.student.cwru.edu,152736582765019964423375561949184,2786,7524.142857,949991281288013845479051579910420298593474707456,105338,14,14,14,14,14
b62913.student.cwru.edu,6751269,567,40262.333333,57967095390308,120787,3,3,3,3,3
b63.ucs.usl.edu,165449532965309767144336297379343158541483816578231886200483434165820588647385336893640889797823537610752,9315,34016.755556,144559624257064208719467766154976339038527801020118925232114092796101645699474609076449395079691781417205464806806816588514789357910777404421957352097531217263089206365024353167343616,1530754,45,45,45,45,45
b63252.student.cwru.edu,9953750901796947968,1896,6893.625,988553466627309531685715968,55149,8,8,8,8,8
b63525.student.cwru.edu,14649372735243887489056768,2134,12454.909091,25271362858271128044353439392657775263744,137004,11,11,11,11,11
b64.ucs.usl.edu,1771197285652216576,1528,4077,11067889002666730276782080000,32616,8,8,8,8,8
b65.ucs.usl.edu,2131711925457575119609107778821580330873898157326456636536046943297806918336228426462003200,8076,23189.051282,4224236648535619797922507825911464449792917592596845271747032915822298469381872293833835656094244440787283422014049837847184576267312181866301562552320,904373,39,39,39,39,39
b67.ucs.usl.edu,160065885457224544103198094587089496867158338231836827538534410861978354140125084802638673741793108006738643093962822562999977889497088,11948,18461.293103,200496268787547353469569711152166492388048868261406159032521927219686326935777124704807265153554894841906042099086417872852303281216726130682773193134434533785400318982002648054084152161012358463981323371170522285427654656,1070755,58,58,58,58,58
b69.ucs.usl.edu,184,184,57344,57344,57344,1,1,1,1,1
b70.ucs.usl.edu,8095610743674987433951232,2022,16315.363636,810038860436884742237048591868357945327616,179469,11,11,11,11,11
b73.ucs.usl.edu,18350199375572247933576951717640249178719292403207322233007952745243767449508074624296328862878432678207550985863168,9282,98042.215686,54940328536272406017153335543622319720510806214593499076417695022982680857753176225574208294233841276060192504731182956985339113786608224416013116594189229387783023377574416637065294560681590333313756391617745674660968952367821333471373183594528768,5000153,51,51,51,51,51
b77.ucs.usl.edu,2528456692399379618306989642653832618828625413797195018583777757240866831026826113689059328,7280,34518.65,942573883446977376853033799902930241099657555059698504415347435052062436016330934147178622811287073833011002157132979375999556909302831913107456,1380746,40,40,40,40,40
ba307.cba.bgsu.edu,1121513121,732,11571.25,152016299660400,46285,4,4,4,4,4
ba386p-18.inre.asu.edu,1632240801,804,5946.5,83559301276080,23786,4,4,4,4,4
ba386p-32.inre.asu.edu,262144000000000011120315563774564626333696,3600,8145.277778,5246500294119573853325507006975997571654806219940236144240788242432,146615,18,18,18,18,18
ba396p-26.inre.asu.edu,7140436495826944,1288,10352.857143,38978970317488841635659776,72470,7,7,7,7,7
ba67782.coba.unt.edu,15215177646953124,1435,8026.285714,16827938135793164630360064,56184,7,7,7,7,7
baa023.mc.duke.edu,467720830711624105984,1782,14155.111111,29232757820328819134633053519872000,127396,9,9,9,9,9
babb.sdsu.edu,9974730326005056,1351,5520.428571,22949446272736501793030144,38643,7,7,7,7,7
babbage.csee.usf.edu,5048041423475541342400648126279725840453988486172105898120267454769790976,5988,11250.34375,0,360011,32,32,32,32,32
babbage.eng.auburn.edu,9129329,627,10320.333333,25872363315,30961,3,3,3,3,3
babbage.math.appstate.edu,2229659760502257011202666124017664,3374,8490.357143,2817826614352475835552708370333825715851728257024,118865,14,14,14,14,14
babel.cs.umass.edu,370967703776,1030,17233.4,5009878788559867904,86167,5,5,5,5,5
babel.ipac.caltech.edu,7414875,585,6041.666667,36792604980,18125,3,3,3,3,3
babel.lpl.arizona.edu,257935445849963681729419549868032,2897,2988.642857,0,41841,14,14,14,14,14
babylon4.cc.vt.edu,36771986524480932083518387119197858425026124172629285026397629034813356330824982582036461441195984202003171940778508579407000717411748549769185577632433963008,14114,5742.544118,0,390493,68,68,68,68,68
babylon5.arlut.utexas.edu,58582843599421671914829385804977900211754236110403198246126367126646942159321791113961570434350141637060007260458164510578844454911657129971950375813815643554630871967587402868185701104860092097591860330687640050888276497216579194789822349770315982675488146898419797296103257223036179459550704877114486685696,30358,5290.169231,0,687722,130,130,130,130,130
bac16-21.inre.asu.edu,206,206,28847,28847,28847,1,1,1,1,1
bac16-32.inre.asu.edu,527182965101,1105,39763.2,8555402706515032064,198816,5,5,5,5,5
bach.helios.nd.edu,1698181681,812,3305.5,14599494937440,13222,4,4,4,4,4
bach.math.ufl.edu,17419031429960368,1463,10356.857143,15284091731717939789824,72498,7,7,7,7,7
bach.seattleu.edu,944356508886638918914029389792367918607794392946180096,5132,63243.869565,13204613768037160971903258750942188016108187896587770901937188209461704126465486880768,1454609,23,23,23,23,23
bach.slac.stanford.edu,2235968621526344737803594395581153280,2992,38876.5,5092898201139054608221764872006072535237363405481110834446273085440,622024,16,16,16,16,16
backus.cse.nd.edu,732082482176,1180,4946.6,245608888773286080,24733,5,5,5,5,5
bacmac.aae.uiuc.edu,9792252654498332386126872891793541895398646687210266057423343364169229884608888911269882577723582954078208,10206,10257.533333,47448153116833319698866601810364321580441695778936063014378614813788802280071841567447189559729652912250868473300725853590481107219728419881792068125164847497216,461589,45,45,45,45,45
badairka.jhuapl.edu,188,188,305722,305722,305722,1,1,1,1,1
baddog.tamu.edu,268926481522425441098142505719943612507675598782464,4312,6348.545455,4887537165864055426013662791685379776495953982660639836324802602750478953480192,139668,22,22,22,22,22
badger.beckman.uiuc.edu,31058537410917804,1589,7874.857143,389125415695166985994240,55124,7,7,7,7,7
badger.mit.edu,988318638568669504144119731014605506017866497854131820036096,5278,6382.653846,61572597065255010777879288670749264120150349747416910191893518256036176186282621096090599948288,165949,26,26,26,26,26
baer.csci.unt.edu,9129329,627,2964.333333,6532612632,8893,3,3,3,3,3
baervan.nmt.edu,244326828478217102207617350660494910234343832340548532893827825842257920,6242,15421.387097,2100741506006617697895517415386122731388204623190386459916310376650470237307480748158915181988399572435815450542080,478063,31,31,31,31,31
baffnejh.whitman.edu,64000000000000,1200,17986.333333,2402643869434580104642560,107918,6,6,6,6,6
bafitts.nexus.olemiss.edu,2576343281309840164157139510040913810040759686749969292890552139776,5655,26925.62069,45253103458256439203568301337785617821214581642553103796372274386826063298532189007364080820206386371393635745792,780843,29,29,29,29,29
bagend.ed.usu.edu,551473077343,1115,6036.2,290880512223744768,30181,5,5,5,5,5
bagheera.bio.uci.edu,7414875,585,46079.333333,17440424902656,138238,3,3,3,3,3
bagpipe.dcs.uky.edu,5194718390528185680923721728,2448,30757.916667,20158984825483192589512747762389758581315469312,369095,12,12,12,12,12
bailey.physics.gatech.edu,36627133189917996753973056270305349322911713310636538447382585562108166902654175644276718916675305472,8493,14705,22237104676934567749005356723699440234259954170924312676136036606525272826244648283299289074672563727971226301078735590993762850803127631040214404694721171885553352704,647020,44,44,44,44,44
bailey.tcad.ee.ufl.edu,10077696,648,10320.333333,25872363315,30961,3,3,3,3,3
bainbridge.eng.auburn.edu,67753932447333085864920369990122269051621146803748326265061376,5265,8850.407407,36790332860450166738455418328448480614030770291921495753036417090640999325288531804984565873770496,238961,27,27,27,27,27
bairdsun1.gatech.edu,9999999,33146,28972.134078,9999999,5186012,179,179,179,179,179
bairdsun10.gatech.edu,7762392,594,1363.333333,2419256196,4090,3,3,3,3,3
bairdsun14.gatech.edu,83344647990241,1254,2533,1907412323470093312,15198,6,6,6,6,6
bairdsun28.gatech.edu,1196883216,744,15104,7077823723229625,60416,4,4,4,4,4
bairdsun29.gatech.edu,223,223,229376,229376,229376,1,1,1,1,1
bairdsun6.gatech.edu,1664966416,808,19432.25,1542465340399200,77729,4,4,4,4,4
bajoran.acs.appstate.edu,56693465591778034834307607261770720316262715490304,4914,4624.809524,531542606971850000259471049842866811376224712716874362658543760780034048,97121,21,21,21,21,21
bal1.mc.duke.edu,7562821648920027136,1832,6378.25,31980502967887134719429574656,51026,8,8,8,8,8
balboa.dgp.toronto.edu,230175877545254387712,1647,13849.777778,317043188298836412203807266570240,124648,9,9,9,9,9
balboa.rice.edu,55393269093829610152239708423742215732932681613440483074244608,6162,8974.576923,11780695459308690233241388415200082120117231853711497139481033573283619477474324696333157400576,233339,26,26,26,26,26
baliles.lib.utc.edu,904193113909411120717732819210381811130152208737671152749863625487651176448,6168,8577.060606,22311578696205995666585568099728318029533382754256644804703916901553432223319325379085685347067505805889634304,283043,33,33,33,33,33
ballards-mac.jhuapl.edu,2734211658226905597555852322404474839428497408,3740,4582.9,120776320327421020576456582337770703215953392972405015348164270489600,91658,20,20,20,20,20
baloo.tamu.edu,847288609443,1215,3949.6,1243747264302840,19748,5,5,5,5,5
balrog.aecom.yu.edu,7736907200827521363057771826126375447620840331319202522498181617543656862802741731609223376226771538754140209728797817043386138034700288,11859,4557.440678,0,268889,59,59,59,59,59
baltic.nmt.edu,582929754255418982400000,2380,24012.8,43368456955925247298837668617157722767360,240128,10,10,10,10,10
bam365-16.ba.ttu.edu,279624009566694309888,1683,13900.555556,318317813654047132120024950505472,125105,9,9,9,9,9
bambam.med.utah.edu,200,200,17083,17083,17083,1,1,1,1,1
bambam.rice.edu,1908719922706888154559898998075938621753203689026180249600491782144,5597,5874,0,170346,29,29,29,29,29
bambi.cs.msstate.edu,70510046144390139165158347435898414372257821859740855118342437651457805211127196228340456316589488212148152094885375102907063667009781760,11454,4279.466667,0,256768,60,60,60,60,60
bamboo.sci.csupomona.edu,1387488001,772,360677.75,13974080428701112320,1442711,4,4,4,4,4
banach.math.montana.edu,8989320386052055040,1872,6893.625,988553466627309531685715968,55149,8,8,8,8,8
banach.math.purdue.edu,290756708973467196719104,2220,9547.9,3831962213706868016029303020659408896,95479,10,10,10,10,10
banana.ucs.indiana.edu,68898519477432184763606823337984,2632,12000.785714,36865060835284285252012347882220934016393279438848,168011,14,14,14,14,14
bananaslug.us.itd.umich.edu,7701771143776896,1302,10378,39531418278181228062441472,72646,7,7,7,7,7
bang.engin.umich.edu,75707907534738148110484004083452258949782376671100713197948697416677982208,6528,0,0,0,32,32,32,32,32
banham.stanford.edu,6644672,564,103232.666667,119201368770616,309698,3,3,3,3,3
banjo.cgs.niu.edu,97393677359695053979648,1990,7431.4,3244724514227361842261590171189248,74314,10,10,10,10,10
banshee.ucsd.edu,7562821648920027136,1832,52086.75,27035911036415380977789448486912,416694,8,8,8,8,8
barb-e.uchicago.edu,6115597639891380224,1784,56274.75,16872993521161546640488601801981952,450198,8,8,8,8,8
barbadense.tamu.edu,265599227914240015728640,2200,11850.4,734889745095705601454401245382942130176,118504,10,10,10,10,10
barbara.cfr.washington.edu,2262285571186889043721166221182794345073192535742262644543382407210449502208,6344,14858.454545,56909912223072107257207948872315742718019586928516102128964026259560882786959662480461599205840552874388436150025757617593253888,490329,33,33,33,33,33
barbier.engin.umich.edu,12812904,702,10320.333333,25872363315,30961,3,3,3,3,3
barbulab.admrec.csus.edu,7701771143776896,1302,22254.428571,1758416165592370495413551104,155781,7,7,7,7,7
barcelona.cc.gatech.edu,12800000000000000,1400,2980.142857,498783523688794313195520,20861,7,7,7,7,7
barclay-10.tamu.edu,1121513121,732,11571.25,152016299660400,46285,4,4,4,4,4
barclay-15.tamu.edu,22452257707354558490592430981526847488,3456,9573.1875,145412435993771461325201824939009932871856499738294616064,153171,16,16,16,16,16
barclay-18.tamu.edu,1146228736,736,11571.25,152016299660400,46285,4,4,4,4,4
barclay-29.tamu.edu,9576518637861303295651602534169308338123656134656,4515,16154.52381,893589442457769068728578078862345154244394927859103481184606171407996470427648,339245,21,21,21,21,21
barclay-31.tamu.edu,10119925974264057487095467506056119599556378783934154459316224,5772,12490.769231,25720460975365891629059026178002298945864835251655071038555961104450617264680187664704186968178688,324760,26,26,26,26,26
barclay-33.tamu.edu,266450474490105495552,1674,26850.222222,1219818316114596530104404429754073088,241652,9,9,9,9,9
bardeen.ee.twsu.edu,451730952053751361306624,2320,9621.1,4080985326316369424275651595671175168,96211,10,10,10,10,10
barh109.its.rpi.edu,389328928768,1040,3949.6,1243747264302840,19748,5,5,5,5,5
barh111.its.rpi.edu,2643666787091229890100330496,2316,45620.916667,17404737733019368593133352896138323854056488960,547451,12,12,12,12,12
baritone.cellbio.duke.edu,11266891806579027289957343495545043159638331374164017692893474744973585183896096479630155028860509969039052276720505003493421618881788122958745085315378956912652451840,14578,4526.333333,0,325896,72,72,72,72,72
bark1mac16.berkeley.edu,253831523037259792384,1665,19380.111111,100771281880621980368383860382105600,174421,9,9,9,9,9
barker-5-3.mit.edu,8614550657858229,1323,50488.857143,9722934575498712346204831744,353422,7,7,7,7,7
barker-5-4.mit.edu,432565198775027775391078012356028522096731071337417670656,5496,17048.958333,8040438509572202293975779309493343839636043853822671226157708027961729586765034946560,409175,24,24,24,24,24
barker-5-6.mit.edu,8614550657858229,1323,7588.428571,179816294824250371683123200,53119,7,7,7,7,7
barker-6-8.mit.edu,353305857024,1020,3949.6,1243747264302840,19748,5,5,5,5,5
barkley.acs.appstate.edu,21936950640377856,1512,3372.714286,15954492214070017523712,23609,7,7,7,7,7
barkley.me.berkeley.edu,338469149778903090111085948182142604350960493060115505678262932246619976842084352,6997,11769.8,68389485800914972633721258021495246439567803774328055611410564392247884577621221971759021764386244451186344985183623258536006385664,411943,35,35,35,35,35
barn.owlnet.rice.edu,1776218422941050981227309426282159485913064578938942694585532416,5960,9343.925926,202802366489612820493337728596442749629507245327136054644010090689586180908793445244563670171648,252286,27,27,27,27,27
barnathan.med.upenn.edu,1257565061957837914112,1989,11921.444444,3008170028036925121691924857618432,107293,9,9,9,9,9
barne002.mc.duke.edu,33124,364,27261,357942992,54522,2,2,2,2,2
barnes2-2103-e.als.orst.edu,39579931286171872,1645,5934.142857,4456803558343577916407808,41539,7,7,7,7,7
barney.cs.nyu.edu,65944160601201,1206,2498.166667,1852652821326515200,14989,6,6,6,6,6
barney.poly.edu,747197422402728436558210907478452467078565185329380396953699082369465293139358702263783026973288644116218193233270625918146693104445142248288688903245547478224510515568420596601187161560018453931416341494890496,18466,8396.175824,0,764052,91,91,91,91,91
barney.usu.edu,186,186,104916,104916,104916,1,1,1,1,1
barracuda2.me.mtu.edu,65944160601201,1206,11704.666667,8926197958986447192064,70228,6,6,6,6,6
barracuda5.me.mtu.edu,4853948383680825735260789975793124932271810553627302153287345327054329566809887575011885225363223623544803021013672955206046954087152935404223330156162276890084043455686338371087499264,16740,11623.746835,5222494564660810303783105627445708404160533063336021207577112007128645553532055038627104438831893553582371717050540348516045728794241695054716711194114531740376693140163798362644963331657350438999732955067719704907995872010120191985353917864935953710434674982193792682462078430957535232,918276,79,79,79,79,79
barrow.ccsm.uiuc.edu,71708904873278933303296,1930,17016.8,117891099793608353258480689284644864,170168,10,10,10,10,10
bart.chem-eng.nwu.edu,2189768166221414400000,2116,14621.888889,463041526766798957192218635403264,131597,9,9,9,9,9
bart.colorado.edu,60254729561664,1188,2498.166667,1852652821326515200,14989,6,6,6,6,6
bartel.jhuapl.edu,33856,368,34552.5,853454306,69105,2,2,2,2,2
barthelme.fac.utexas.edu,44481377712499930955776,1840,4449.4,1199783281859693475654746526187520,44494,10,10,10,10,10
bartok.rsmas.miami.edu,32408401896072997287703108625856630032957440,3705,22046,0,418874,19,19,19,19,19
bashful.bartol.udel.edu,10314424798490536576964100096,2592,26716.916667,68835168022223793039393471293430981667586048,320603,12,12,12,12,12
bashful.cc.utexas.edu,1964852522002266380211212245766503538785488207872,4187,10580.952381,464974458886791934304268070413727794485345543665797139047272187904747584356352,222200,21,21,21,21,21
bashful.ee.pdx.edu,101559956668416,1296,2492,1842958555396790784,14952,6,6,6,6,6
basic.cse.psu.edu,3706098383855477022389059627511709696,3088,8020.125,3403957779646763287414753974331623138057523162207223808,128322,16,16,16,16,16
basiceng-105-pc2.basiceng.umr.edu,1387488001,772,16624.25,150978521423772,66497,4,4,4,4,4
basie.bu.edu,371548729913362350080,1737,6309.111111,1429543602411825436644419305472,56782,9,9,9,9,9
basil.bh.andrew.cmu.edu,140478247931904,1368,2508.166667,1868373252563906048,15049,6,6,6,6,6
bast.mannlib.cornell.edu,2456172611896258005892644812698692304622321664,3720,16267.5,39269509152286778571794002020207505189258301211441392629948254261295972352,325350,20,20,20,20,20
batcave.utmb.edu,65803434847594141500753115046407906602509437996553338141236097187840,6350,8317.862069,5421088122460652812050576786583445041443681612949991108035638508769817956593258177398925508087030190264287232,241218,29,29,29,29,29
batch1151.ucr.edu,10467511953367578691194530305173522219008,3842,19277.176471,143568568011294488622130584020969971936341976966721687422712676352,327712,17,17,17,17,17
batch2164.ucr.edu,2471264320964931173440140383622885288181760,4095,8897.333333,265250875746303394206911502931782187432054002848967635763200,160152,18,18,18,18,18
bateau.ee.fit.edu,34040,369,7074,50041476,14148,2,2,2,2,2
bawks12.dcb.du.edu,257676491334774423552,1668,21359.444444,51744363058139291663752481095024640,192235,9,9,9,9,9
bawks13.dcb.du.edu,3640577568861716992,1672,4427.875,7668858091783859847823360,35423,8,8,8,8,8
bawks20.dcb.du.edu,80980417183744,1248,3714.166667,3155386809536305152,22285,6,6,6,6,6
bayes.tn.cornell.edu,9129329,627,10320.333333,25872363315,30961,3,3,3,3,3
bayflash.stpt.usf.edu,63575105273377111443356729077777208888928956616715901325189174053927764258153562112,8126,7336.028571,1695411772756381827102449865263219149958703238099194145662969791828165600239493361278668249723335264127658285400525004341248,256761,35,35,35,35,35
bayou.uh.edu,77856549056043406161552695281779112952270351014821888,4603,89282.521739,2728468747313049724894079522514478762568773166835322519397070851036118339060045883118106940801024,2053498,23,23,23,23,23
bb-lab.ucsc.edu,697803444867646881792,1863,6309,1429398721130543071958545727488,56781,9,9,9,9,9
bb305lab.columbia.edu,1023490369077469249536,1944,3043.111111,34231888167210160577300135936,27388,9,9,9,9,9
bbate-mac.acs.ohio-state.edu,54980371265625,1170,2498.166667,1852652821326515200,14989,6,6,6,6,6
bbcc-109.tamu.edu,1059722551667749852520160165888,2652,8926.846154,177791899535522566295858573812905785836458475520,116049,13,13,13,13,13
bbcc-111.tamu.edu,852291963078842788867153802503351435264,3315,337400.647059,255584657187085035913866231059969498559751755023978075099851289508401194058383360,5735811,17,17,17,17,17
bbcc-112.tamu.edu,182,182,305722,305722,305722,1,1,1,1,1
bbcc-113.tamu.edu,6614541047773568,1274,167323.857143,2931326225850353899519139840524288,1171267,7,7,7,7,7
bbcc-123.tamu.edu,103945637534048873019125219054321664,3240,106780.666667,6712071730523027296729086747431398892355795433971286802432,1601710,15,15,15,15,15
bbcc-23.tamu.edu,2176782336,864,9814.75,3650689536892860,39259,4,4,4,4,4
bbcc-28.tamu.edu,4599461490807019928659058009995679756680967781089280,4906,3650.5,537690997016947444099586777432148127005540020211697099031912140922421248,80311,22,22,22,22,22
bbcc-86.tamu.edu,812990017201,1205,5310.4,231125027329637280,26552,5,5,5,5,5
bbdell01.memphis.edu,39876210495294204280832,1820,22928.8,1599989824423905679719840933267258736640,229288,10,10,10,10,10
bbeals.tamu.edu,442502088119236882454659727360,2480,30610.153846,0,397932,13,13,13,13,13
bbowden.phys.vt.edu,98771297640625,1290,2533,1907412323470093312,15198,6,6,6,6,6
bbp-daa-pc.jhuapl.edu,41407371740736,1116,18705.333333,41661728460087905746944,112232,6,6,6,6,6
bcd80.csbs.albany.edu,16090925910641442227246026719644125787634265260796549306414871951884655607152198989536752655179658746621326720698263339382992252436480,11484,3561.086207,3815194668775983030958266898524037134115432789344736336243766959482540981180115607270115136056275029380206415730826952817937120034622098641856455257567468493338218713858631877982045601792,206543,58,58,58,58,58
bcmicro7.biochem.emory.edu,1309714905285888311296,1998,3136,83314982316628575416060215296,28224,9,9,9,9,9
bcmvision.neusc.bcm.tmc.edu,216183400540220982861961602531328,2856,27253.785714,1529101159091225252132236824386421598664954109711351808,381553,14,14,14,14,14
bcohen-170.stanford.edu,1846757322198614016,1536,6556.375,83396458729220574212085776384,52451,8,8,8,8,8
bcra01p4.bc.edu,458670294963932999109970682183680,3017,5435.214286,114959771529102476367025983967654584319979028480,76093,14,14,14,14,14
bcra01p5.bc.edu,2702336256,912,10208.25,10261338994213020,40833,4,4,4,4,4
bcra03p5.bc.edu,35917545547686061213769430196285895344128,4131,3456.294118,0,58757,17,17,17,17,17
bcsa25.biochem.missouri.edu,1171350625,740,11571.25,152016299660400,46285,4,4,4,4,4
bdavid.music.iastate.edu,41407371740736,1116,20020.166667,76826919957279293833216,120121,6,6,6,6,6
bdl-oleary.unl.edu,281950621875,975,14648.2,2066516541503707648,73241,5,5,5,5,5
bds.arl.psu.edu,37249,386,1047.5,1072764,2095,2,2,2,2,2
bdsc-dcd-dyn-15.baylor.edu,1552291504289134122815174037374058364928,3434,10153.235294,19945328963231059866167853723909486674678719624076527937781760,172605,17,17,17,17,17
bdurgin.wpi.edu,2294682518951293857405919299633152,3381,2130.5,1983136264882123894479128531217246563877257216,29827,14,14,14,14,14
beach.cse.ogi.edu,136516879653248181518971264386602925981261788872704,5124,9597.190476,1197301245223617536641059466709529989510103001029288887665838051268069687296,201541,21,21,21,21,21
beagle.ee.washington.edu,244,244,3635,3635,3635,1,1,1,1,1
beaker.cc.wwu.edu,99614704344324574317942749775527936,3239,9123.933333,42314733744056060006813973804345683056776936685568,136859,15,15,15,15,15
beaker01.ovl.osc.edu,45369,426,995,946344,1990,2,2,2,2,2
beaker05.ovl.osc.edu,1815929921115264182835592905779799074039699342904564806590146536504969750642688,6812,20217.529412,9274609938979534915508357031014282779128544893101579016997725389404101733540925634505830957070962549106408584619633061920768,687396,34,34,34,34,34
beaker09.ovl.osc.edu,142335313964069391828889821511680,2772,13403.142857,8268641748069512303647961634669987948084418794487808,187644,14,14,14,14,14
beaker12.ovl.osc.edu,214604121536106959209123161209638489145991776698368,4268,37077.636364,0,815708,22,22,22,22,22
beaker14.ovl.osc.edu,1536953616,792,5630.25,97341259918896,22521,4,4,4,4,4
beaker17.ovl.osc.edu,25667993101280109349620263805779968,2952,6360,1319316453640678832564879709912982579198254120960,95400,15,15,15,15,15
beals-mac.jhuapl.edu,535944760708973365035008,2360,9504.9,3219694327690540402051138774385033216,95049,10,10,10,10,10
beansidhe.tn.cornell.edu,11697083,681,521,141364061,1563,3,3,3,3,3
bear.harvard.edu,37107135333494649171958466282054271168557973003701603966448950674745065600803542885834611730984831175462900838714666505776807325388367180880060350464,14376,8756,13711472392323597828106527429714124900650077241084108203059084151394297583779844167132841388623034607012174370904032928419218323060776499147661058203060303182511222592233855225290311479999053245821660979653930693588680704,551628,63,63,63,63,63
bear_server1.ppp.oxy.edu,243,243,0,0,0,1,1,1,1,1
bears.eng.auburn.edu,76782703287144277206361065917256979506517387219669855764480,4784,22001.730769,1215956814958204604672087805828441048164708992931237328272130304529813664851919463030160990666752,572045,26,26,26,26,26
bears.occ.uc.edu,188,188,7634,7634,7634,1,1,1,1,1
beast.ccs.fau.edu,2120895147045314198277504417890210582448046080,4617,9611.789474,15956723405545025912640082268659087262999500923403691498971095629824,182624,19,19,19,19,19
beast.cs.iastate.edu,1590776076138937025864313083463511337720094339956675571339338571189618337410016857900166244526288643797821512586997367546976252260721812579395005027575823206484264764616390246381725159344599065080666833983400563292615213056,18947,61716.113402,9999999,5986463,97,97,97,97,97
beast.trenton.edu,7655695762597632,1301,34778.142857,1501559389448023599852900319232,243447,7,7,7,7,7
beatty.caltech.edu,1257791680575160576,1464,15305.375,100150596895290277909583888384,122443,8,8,8,8,8
beauregard.bennington.edu,183,183,90112,90112,90112,1,1,1,1,1
beaver.labs.cis.pitt.edu,187,187,887988,887988,887988,1,1,1,1,1
beaver.phys.lsu.edu,1358954496,768,11963.5,0,47854,4,4,4,4,4
beawlab2.mwsu.edu,312079600999,995,14149.6,2078057223363502848,70748,5,5,5,5,5
becca.pfrr.alaska.edu,2058346161,852,6574,847657450431360,26296,4,4,4,4,4
becker1.u.washington.edu,8338429295665755,1317,6125,0,42875,7,7,7,7,7
becker2.u.washington.edu,7189057,579,6017,0,18051,3,3,3,3,3
beckman-34-fp-dynamic-195.stanford.edu,539218609632,1110,3949.6,1243747264302840,19748,5,5,5,5,5
beckman-4-1-fp-dynamic-168.stanford.edu,1925122952918975744,1544,10345.75,25198161056649571151030255616,82766,8,8,8,8,8
becks.oe.fau.edu,1427420978798592396265285627823438431509777177859023061159083454802306086585997678297810016021518725494161279766566650709072344059859711890784005472521641767356960135964522840252543137336391949591017871138053886406819840,20170,6600.56383,0,620453,94,94,94,94,94
beckybh.goshen.edu,14399782135329002747028334065422387359882784055893768859602544230400,6001,8295.172414,610925366789303057473372144626293635466931922240780493295690576812785665008324624181153190232075114905600,240560,29,29,29,29,29
becrux.csr.utexas.edu,551473077343,1115,4687.4,220265805982666752,23437,5,5,5,5,5
bedrock.osc.edu,41407371740736,1116,19560.5,45770632661574541639680,117363,6,6,6,6,6
bee.cox.miami.edu,151939915084881,1386,2508.166667,1868373252563906048,15049,6,6,6,6,6
beeblebrox.gsu.edu,2450149664319731138560,2142,8727.444444,23104781467129882500765937827840,78547,9,9,9,9,9
beech.egr.uh.edu,61310662578010004127744,1900,15342.8,414810089469282197353534991250634047488,153428,10,10,10,10,10
beef-curry.uhcc.hawaii.edu,2641807540224000000000,2160,8727.444444,23104781467129882500765937827840,78547,9,9,9,9,9
beeker.cs.umass.edu,535506216522273390592,1809,1571.888889,2768724936512408348325314560,14147,9,9,9,9,9
beerglassempty.carnegie.gatech.edu,173751728045448051919417831146205409909059261504309091596321181600652239231034049001874795250471243491129163776,9504,19568.333333,0,939280,48,48,48,48,48
beethoven.cs.colostate.edu,206,206,49590,49590,49590,1,1,1,1,1
begmac137.beg.utexas.edu,380059617807,1035,14227.8,2094572200788554752,71139,5,5,5,5,5
begpc34.beg.utexas.edu,119706531338304,1332,19640,20793752882181688000512,117840,6,6,6,6,6
behroozi2.physics.uni.edu,22832459022801408632763654782746249249664353674411108629716719187037901553664,6809,82370.939394,7673506094245439158755840809722374148858217757062608232766607644294837138037886576170576792612623293582736106477505100689298073557040889856,2718241,33,33,33,33,33
bel6611.coss.fsu.edu,36343632130624,1092,2498.666667,1853438842888384768,14992,6,6,6,6,6
belair.cse.psu.edu,1566570960618087197885270371336192,3290,6665.428571,229140048964213060529710732057245940842102003859456,93316,14,14,14,14,14
belka.spa.umn.edu,812990017201,1205,3414.4,56208055509144000,17072,5,5,5,5,5
belknap.cs.berkeley.edu,1475789056,784,9704.25,3563730883341090,38817,4,4,4,4,4
belknapm.mayo.edu,144215816802121,1374,2508.166667,1868373252563906048,15049,6,6,6,6,6
bell-125.bellevue.edu,2270952375885480329216,2124,5983,316211319745265510999940317315072,53847,9,9,9,9,9
bell.ils.nwu.edu,1475789056,784,3305.5,14599494937440,13222,4,4,4,4,4
bell.umpi.maine.edu,726407932054754979793796742162161686341956872383301156864,5616,9110.333333,156111722669609660404959853098686210108651592426643801239052499934511454091425771159552,218648,24,24,24,24,24
