name,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17
usr13-dialup33.chicago.mci.net,20,20,20,20,20,20,220,220,220,220,220,220,509,509,509,509,509,509
usr13-dialup48.atlanta.mci.net,11,11,11,11,11,11,223,223,223,223,223,223,11264,11264,11264,11264,11264,11264
usr14-dialup50.atlanta.mci.net,7,7,7,7,7,7,237,237,237,237,237,237,25218,25218,25218,25218,25218,25218
usr14-dialup52.atlanta.mci.net,19,19,19,19,19,19,206,206,206,206,206,206,5978,5978,5978,5978,5978,5978
usr18-dialup18.atlanta.mci.net,11,11,11,11,11,11,223,223,223,223,223,223,786,786,786,786,786,786
utex.tor.hookup.net,10,10,10,10,10,10,194,194,194,194,194,194,65536,65536,65536,65536,65536,65536
utr0059.pi.net,8,8,8,8,8,8,229,229,229,229,229,229,65536,65536,65536,65536,65536,65536
vernon-01.junction.net,14,14,14,14,14,14,229,229,229,229,229,229,363,363,363,363,363,363
violin-05.synapse.net,23,23,23,23,23,23,213,213,213,213,213,213,1932,1932,1932,1932,1932,1932
vyger313.nando.net,14,14,14,14,14,14,207,207,207,207,207,207,36902,36902,36902,36902,36902,36902
vyger403.nando.net,12,12,12,12,12,12,190,190,190,190,190,190,0,0,0,0,0,0
vyger505.nando.net,22,22,22,22,22,22,205,205,205,205,205,205,46573,46573,46573,46573,46573,46573
vyger609.nando.net,19,19,19,19,19,19,189,189,189,189,189,189,372,372,372,372,372,372
wctc-cs-1.wctc.net,16,16,16,16,16,16,195,195,195,195,195,195,3260,3260,3260,3260,3260,3260
wpb-101.magg.net,10,10,10,10,10,10,243,243,243,243,243,243,2286,2286,2286,2286,2286,2286
wpb-111.magg.net,19,19,19,19,19,19,240,240,240,240,240,240,3626,3626,3626,3626,3626,3626
www.bconnex.net,17,17,17,17,17,17,230,230,230,230,230,230,69067,69067,69067,69067,69067,69067
www.ottawa.net,7,7,7,7,7,7,230,230,230,230,230,230,12859,12859,12859,12859,12859,12859
xr01-a17.citenet.net,20,20,20,20,20,20,185,185,185,185,185,185,7634,7634,7634,7634,7634,7634
y1b.kootenay.net,16,16,16,16,16,16,194,194,194,194,194,194,25218,25218,25218,25218,25218,25218
zeppo.interpath.net,6,6,6,6,6,6,219,219,219,219,219,219,3635,3635,3635,3635,3635,3635
